"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",6,4,1,3,3,4,5,2,6,4,2,1,2,4,2,1,4,2,2,1,3,2,1,3,4,6,2,6,4,4,4,1,3,4,1,5,2,3,1,1,6,4,2,5,2,3,5,6,3,6
"2",4,2,4,5,2,3,2,4,6,4,2,2,1,1,4,5,6,3,1,5,2,5,5,4,2,5,1,2,2,5,2,1,3,2,2,6,5,6,6,3,5,1,4,4,1,4,3,5,5,2
"3",4,6,5,4,4,4,2,6,2,5,4,3,6,5,3,6,2,4,6,3,4,2,5,4,1,1,2,2,3,1,6,3,6,1,5,1,4,5,6,1,3,4,1,5,3,5,1,2,6,4
"4",6,1,4,1,3,5,5,1,4,1,2,5,1,6,1,2,2,1,5,1,2,2,6,2,3,4,3,5,4,4,1,5,2,2,6,2,1,5,4,4,2,4,5,1,3,1,6,4,1,4
"5",4,4,4,2,6,3,6,5,5,2,5,6,6,2,5,5,4,6,2,3,6,2,2,4,4,2,3,3,2,2,3,4,2,3,3,5,2,6,4,3,4,2,2,1,1,3,2,2,6,2
"6",5,1,2,1,5,1,5,4,5,5,2,4,5,2,1,6,5,4,6,1,5,1,4,1,5,3,3,1,5,3,6,2,2,5,2,2,4,5,6,3,5,6,3,2,5,1,3,5,6,6
"7",3,4,6,2,2,3,2,1,5,2,3,3,1,2,6,5,5,2,4,4,1,6,5,4,5,1,6,6,6,5,3,1,4,4,2,6,2,5,2,5,6,2,4,1,3,2,3,4,1,3
"8",6,2,6,1,1,2,2,6,1,3,3,1,5,3,3,1,4,4,5,3,4,6,6,4,4,2,6,6,1,5,4,2,3,5,6,6,6,3,2,6,6,6,5,3,3,3,2,5,2,4
"9",5,1,3,3,4,2,1,2,2,6,5,3,2,4,5,2,5,6,1,5,4,3,3,3,1,4,3,1,1,3,5,4,5,6,3,2,6,5,3,4,6,3,5,6,5,5,4,6,3,4
"10",4,3,2,5,5,3,3,3,3,2,3,2,5,5,3,6,5,3,4,4,4,2,3,1,1,5,5,6,4,6,3,3,5,5,6,3,4,1,4,6,5,2,5,5,6,6,3,3,5,5
"11",3,4,2,3,3,6,3,2,3,5,3,5,1,6,5,2,4,4,5,1,3,1,2,2,6,1,4,4,1,5,5,5,4,2,4,2,3,4,3,4,2,3,3,2,3,3,3,3,5,4
"12",1,1,1,5,1,2,5,5,6,6,3,5,5,6,5,2,4,1,4,5,3,4,1,5,3,5,4,3,2,2,2,5,5,3,3,2,1,2,3,6,3,2,3,2,5,2,6,4,2,6
"13",2,2,4,6,2,5,3,4,3,6,5,3,2,4,6,2,6,1,2,2,1,3,2,5,3,4,3,6,4,2,1,2,1,1,4,6,4,1,6,2,1,2,1,2,2,5,1,6,3,6
"14",4,2,3,6,6,5,1,1,5,1,3,6,6,3,1,3,3,3,3,4,5,5,1,3,1,4,2,4,5,3,2,4,6,4,4,5,2,6,6,2,2,3,3,5,2,5,4,2,5,4
"15",6,2,6,6,1,6,5,3,2,3,2,5,1,4,6,5,3,3,3,5,2,3,2,2,2,2,5,4,1,3,1,4,4,6,2,3,5,4,3,2,3,5,5,1,5,4,5,3,2,3
"16",5,4,5,1,4,1,3,3,3,2,5,3,1,6,6,6,1,5,4,2,5,6,5,4,5,5,2,4,5,4,3,1,3,6,2,6,5,6,1,6,6,6,4,4,2,3,1,2,6,2
"17",3,1,1,5,5,4,2,2,6,3,3,5,2,2,1,4,4,3,1,4,2,3,4,2,6,2,5,5,4,3,4,2,5,3,3,5,6,6,6,2,3,4,6,5,6,2,3,6,4,5
