"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",2,3,6,3,7,3,3,3,3,6,3,1,3,4,5,5,2,1,5,1,7,5,3,7,5,8,1,5,8,4,6,5,4,6,3,8,3,4,3,7,7,3,1,8,1,7,8,7,1,7
"2",6,8,1,2,3,7,8,8,2,3,8,8,8,2,7,3,2,7,3,7,7,2,5,8,6,2,1,6,7,1,6,1,3,6,8,3,5,5,1,3,5,7,7,8,7,4,5,3,2,3
"3",7,4,8,7,8,7,1,8,1,5,5,3,4,3,8,7,7,8,8,3,3,7,5,4,2,3,5,4,6,5,5,6,4,4,1,5,4,4,2,1,3,1,4,7,3,3,1,8,6,1
"4",7,7,2,1,4,6,4,1,4,1,2,3,1,4,6,8,6,1,3,3,3,1,6,6,7,5,1,4,2,7,7,5,2,2,6,3,8,2,4,5,4,6,7,4,7,1,6,5,1,2
"5",1,5,2,4,1,3,7,1,8,2,3,6,1,8,6,5,2,8,3,8,2,1,4,2,1,8,6,5,7,3,5,3,1,3,3,7,8,6,8,3,8,2,3,7,5,5,4,1,2,4
"6",6,6,2,7,3,5,6,1,5,8,8,3,5,4,5,6,7,6,5,8,2,8,4,4,3,4,8,5,3,5,1,4,7,3,7,7,3,2,7,8,2,2,1,4,8,1,6,8,3,6
"7",1,8,4,3,7,6,8,4,4,3,2,7,4,2,1,2,2,1,3,2,7,7,5,5,6,6,3,3,8,4,1,3,4,4,2,2,5,4,5,3,1,3,5,2,8,4,7,2,2,8
"8",5,1,2,2,4,8,7,3,2,2,2,3,4,7,1,1,2,6,3,6,2,7,5,6,6,1,3,8,2,1,1,2,5,3,2,7,6,7,1,2,4,6,8,8,4,2,1,2,7,8
"9",8,8,1,2,7,5,1,8,7,6,3,1,3,1,7,3,4,1,6,8,8,5,4,3,1,7,2,6,7,4,1,3,3,2,6,7,7,6,1,2,7,5,7,1,6,6,1,8,6,6
"10",8,6,1,6,7,7,1,7,3,8,3,2,5,4,8,4,2,2,7,7,8,8,2,1,6,4,3,2,1,5,5,3,4,8,6,2,7,1,3,5,4,4,7,7,6,4,6,1,4,6
"11",4,5,2,6,6,1,3,7,2,1,1,5,5,4,8,4,4,1,8,5,4,1,4,6,6,6,7,2,2,4,7,6,5,2,5,1,8,4,8,6,7,3,7,5,1,4,7,2,8,6
"12",6,6,8,7,6,7,6,2,4,1,6,3,1,4,4,4,6,3,3,7,3,8,5,2,1,6,7,4,1,7,6,1,5,8,6,6,8,8,1,8,2,4,1,5,6,7,4,7,1,3
"13",1,6,3,3,5,4,6,6,3,1,1,2,7,2,4,5,5,2,2,3,6,5,6,4,2,2,1,8,6,1,2,8,8,1,4,6,7,8,7,6,8,3,6,2,8,5,2,8,8,4
