"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"16",5,2,2,2,2,2,1,3,2,3,2,2,2,2,2,1,4,1,4,2,2,1,3,1,4,1,1,4,2,2,4,1,1,2,3,2,2,2,2,3,1,1,4,3,2,2,2,6,1,3
"17",1,3,3,1,2,2,1,4,5,1,1,2,3,2,2,2,1,1,2,3,3,4,2,2,1,3,3,1,1,2,2,3,5,4,1,1,3,2,8,2,2,1,2,1,4,2,3,2,3,3
"18",1,1,2,5,4,1,2,2,3,3,1,2,1,1,1,2,1,1,5,4,4,1,2,4,1,5,1,1,2,2,2,2,3,4,3,2,1,3,1,2,4,1,2,2,5,1,1,2,2,2
"19",2,1,1,1,2,2,2,2,4,2,2,2,1,3,4,6,2,2,2,1,2,3,3,5,1,1,3,3,4,1,2,1,1,1,1,5,3,2,3,4,2,5,1,1,1,1,2,1,2,2
"20",2,1,2,1,3,2,7,1,1,4,1,2,1,1,4,1,2,4,3,1,1,4,1,1,3,2,3,1,1,3,1,3,2,3,1,3,6,5,2,1,1,2,4,1,2,2,2,2,6,2
"21",2,4,1,2,4,4,2,4,3,1,5,1,1,1,4,1,4,4,2,1,6,4,3,2,1,1,3,4,3,2,7,1,2,4,1,3,2,2,6,1,3,3,2,2,1,3,3,2,2,3
"22",1,5,1,4,1,5,1,2,2,3,2,4,2,1,1,1,2,3,4,2,5,1,1,2,1,4,1,3,2,2,1,5,1,2,1,1,3,2,1,2,2,4,3,8,1,3,4,1,1,2
"23",3,1,2,1,2,1,2,1,2,3,3,3,3,4,4,1,2,1,1,2,1,1,4,2,2,2,1,2,2,3,1,3,4,2,5,2,2,1,3,1,2,1,7,5,2,1,1,3,2,2
"24",1,2,1,3,1,4,3,4,2,5,1,3,5,1,1,2,2,2,1,2,1,1,2,3,2,3,1,3,2,2,3,1,1,1,3,3,2,3,1,4,2,3,4,2,1,2,3,2,3,2
"25",2,3,3,1,3,1,1,3,2,1,1,1,3,1,1,3,1,1,2,3,1,2,2,1,3,5,2,1,1,1,3,4,5,1,2,2,2,2,2,1,1,2,1,1,5,2,3,2,2,3
"26",2,4,4,2,2,2,4,2,3,2,2,3,2,1,3,1,3,2,1,1,3,4,6,1,2,1,3,5,1,3,1,3,2,2,2,1,1,1,3,3,1,4,3,1,1,1,4,3,2,1
"27",3,3,3,1,2,4,1,2,2,4,2,1,1,1,2,5,2,3,2,2,2,2,1,1,2,5,1,1,3,1,1,2,1,1,1,1,4,1,3,4,5,1,2,4,1,3,5,1,2,1
"28",1,3,3,1,2,2,1,3,1,1,1,1,1,4,4,3,2,1,4,3,3,2,5,2,2,5,1,2,2,2,3,1,2,3,2,2,2,1,1,2,4,2,3,1,2,2,2,2,4,3
"29",1,1,3,4,4,3,3,2,3,2,2,2,1,2,2,3,2,1,3,5,2,4,3,2,2,4,2,4,2,2,2,2,1,2,2,1,2,1,1,3,3,2,1,4,1,4,3,3,1,3
"30",1,2,2,1,1,3,4,2,2,2,1,3,5,3,1,6,4,1,1,2,1,2,3,1,3,1,3,3,4,3,1,1,3,2,1,3,1,1,2,1,1,3,4,2,4,3,3,2,3,2
"31",4,1,1,4,2,3,2,2,1,3,2,1,2,1,1,1,2,1,2,1,2,5,2,1,2,3,1,1,1,1,2,2,4,2,4,4,3,1,2,3,2,1,2,1,1,2,3,2,2,1
"32",1,3,1,1,3,1,1,2,3,1,2,1,5,3,3,1,2,1,2,1,3,2,2,2,1,2,4,2,2,2,4,6,4,2,2,5,4,2,1,6,4,4,1,2,4,1,3,4,3,3
"33",2,2,3,4,1,2,3,6,2,2,2,3,3,3,2,3,2,2,8,2,2,1,1,2,5,1,1,2,1,4,2,2,2,4,1,3,5,1,3,1,2,2,4,1,1,1,2,1,5,3
"34",5,4,3,3,2,2,2,1,2,1,2,2,3,5,3,3,2,1,2,1,2,1,1,1,2,1,1,3,1,2,2,3,1,1,5,1,2,4,2,3,1,4,4,2,5,2,1,1,1,3
"35",3,5,7,2,1,2,1,5,3,3,2,3,2,2,1,2,1,4,4,1,2,1,1,3,4,2,3,3,1,1,2,3,2,1,2,1,2,5,4,1,2,4,2,4,1,2,1,1,2,1
"36",2,3,2,4,1,2,2,1,2,4,1,1,2,2,2,2,2,2,1,1,3,7,1,3,3,3,3,2,5,2,2,1,3,2,3,1,3,1,5,1,2,2,3,1,1,3,3,1,1,3
"37",1,1,1,1,1,1,1,1,6,2,1,1,3,1,3,1,3,1,1,2,3,2,2,4,2,1,1,3,1,4,5,3,2,1,2,4,1,5,2,1,1,1,1,2,3,3,5,1,2,2
"38",5,1,4,2,2,2,2,1,2,4,2,2,2,1,4,1,2,3,5,3,3,2,2,4,2,2,4,3,1,1,1,1,1,4,2,1,4,3,1,2,2,3,2,2,2,3,2,6,2,2
"39",2,4,3,2,5,4,2,2,2,1,2,1,4,2,2,3,2,6,6,2,1,4,2,4,1,3,5,1,1,1,3,1,1,3,2,2,3,1,1,3,5,3,1,5,1,2,2,1,2,2
"40",2,4,1,1,1,1,6,1,2,2,1,2,2,1,1,2,3,1,2,1,2,3,2,3,2,1,1,1,2,2,2,1,1,2,5,2,2,3,3,5,4,4,3,3,4,2,2,2,2,6
"41",3,1,2,3,2,8,1,1,2,1,3,2,3,3,2,1,2,1,1,3,1,2,1,1,1,4,1,2,1,2,2,1,1,3,2,4,1,4,4,2,2,1,2,2,4,2,2,2,1,1
"42",1,1,1,3,1,1,4,3,4,1,1,2,1,2,2,2,1,2,3,2,2,1,1,2,4,2,5,2,2,4,2,1,3,3,2,1,4,3,2,1,5,5,1,4,1,1,3,2,2,4
"43",1,1,1,3,2,1,2,4,3,1,2,2,2,2,2,3,4,1,3,2,2,3,1,1,6,2,2,1,2,1,2,3,2,1,4,1,3,4,2,5,4,2,1,1,3,1,1,2,3,5
"44",4,2,2,3,3,2,1,2,1,2,2,2,1,2,5,2,2,1,2,4,2,2,2,2,3,1,2,1,1,3,1,6,7,3,4,2,2,2,1,3,1,1,1,2,1,4,4,1,1,1
"45",4,2,7,4,2,1,1,3,1,2,3,2,1,2,4,1,1,6,2,3,2,2,1,3,1,2,2,2,1,2,6,1,1,2,5,2,4,1,1,4,3,1,3,1,3,3,2,4,2,1
"46",2,2,2,2,3,1,2,4,2,1,2,3,2,1,1,3,3,3,1,3,3,2,1,1,3,1,2,2,1,3,2,1,2,4,3,1,2,2,1,2,2,2,3,1,2,1,3,2,2,1
"47",1,2,4,2,1,2,3,1,3,1,1,2,2,1,2,4,2,1,1,7,3,1,3,1,2,3,1,1,4,5,2,2,3,2,2,1,2,6,2,2,3,1,2,1,3,1,4,1,3,1
"48",3,3,2,4,1,3,3,3,2,2,3,1,3,4,3,1,2,7,2,4,1,1,1,1,1,5,2,3,1,3,3,3,2,4,2,2,2,2,3,1,1,1,3,3,4,7,5,2,2,2
"49",2,1,1,1,1,2,4,3,1,3,1,2,4,2,2,1,3,3,5,5,2,1,2,2,3,1,3,2,2,3,4,1,2,2,5,1,2,2,1,2,4,1,1,1,4,4,2,2,1,2
"50",3,1,1,1,2,2,1,1,1,3,2,5,1,1,1,4,2,2,1,3,5,4,2,2,2,2,3,2,3,4,1,1,5,1,3,2,3,2,1,3,2,2,2,4,3,1,2,3,3,3
"51",1,3,3,1,2,4,1,1,2,2,1,2,3,1,1,2,5,3,1,4,1,2,1,3,1,5,3,1,2,2,2,3,2,2,5,1,1,2,3,2,1,1,1,2,5,3,5,6,3,4
"52",1,2,4,1,2,3,1,1,2,4,2,2,1,4,1,3,2,2,4,4,1,3,1,1,1,1,2,2,4,2,2,2,2,2,4,3,1,3,6,3,1,2,3,3,2,3,4,4,3,3
"53",1,1,1,3,2,1,1,4,3,6,2,3,1,1,2,4,4,3,2,2,2,5,1,3,2,2,2,3,2,4,4,1,5,1,2,2,2,4,3,1,3,3,3,3,2,4,1,1,1,1
"54",1,4,3,1,5,2,1,1,2,4,1,5,1,1,1,2,3,3,2,1,1,4,1,4,1,3,3,4,1,2,2,1,1,1,2,4,3,1,3,2,3,4,4,1,1,1,2,2,2,3
"55",2,4,2,3,3,2,1,2,5,2,2,1,3,1,2,5,2,1,1,3,2,2,4,6,1,1,3,4,2,3,3,1,1,2,2,6,1,4,3,1,2,1,3,3,4,3,4,2,3,3
"56",3,1,2,2,1,1,4,2,3,2,1,2,7,2,1,1,1,1,1,3,3,4,1,3,3,2,3,3,2,7,1,2,1,4,3,2,2,2,1,2,1,1,1,1,2,2,3,2,2,1
"57",2,1,1,2,3,2,2,1,4,2,2,1,1,3,4,2,2,1,2,2,1,1,2,4,1,2,2,1,3,5,3,2,2,2,3,2,2,3,2,2,1,5,4,1,1,5,2,3,2,4
"58",2,4,4,1,1,1,3,2,4,3,3,1,1,2,2,1,2,1,1,2,1,1,1,3,3,2,5,2,2,2,2,1,1,1,1,3,3,5,2,3,2,2,2,5,2,1,4,2,2,1
"59",3,3,4,2,4,1,4,2,1,3,2,2,4,4,2,4,2,2,3,2,3,2,5,1,2,3,2,2,1,4,1,2,4,1,1,1,2,5,3,2,7,2,3,3,4,1,4,1,4,2
"60",2,2,2,4,4,1,5,1,3,1,1,1,3,3,1,2,3,5,2,1,2,3,5,3,4,3,3,1,3,2,1,4,3,3,3,1,2,5,4,1,2,2,3,2,1,2,2,4,3,2
"61",1,2,2,5,1,4,4,5,1,2,1,1,3,2,1,4,3,2,4,1,2,1,2,2,3,3,2,3,2,4,3,2,2,2,3,5,1,1,1,1,1,1,1,4,3,2,3,2,3,1
"62",2,1,2,1,1,1,2,1,4,1,4,7,4,4,2,1,2,2,3,3,3,2,3,1,2,1,1,2,1,3,2,3,4,3,3,2,5,2,2,4,2,2,3,2,4,2,1,1,6,5
"63",1,4,1,1,2,5,2,2,3,2,1,2,1,2,1,3,3,3,1,1,1,2,1,2,4,1,1,1,3,4,3,3,2,4,2,3,1,3,2,3,3,4,2,1,3,1,3,2,1,2
"64",3,1,4,5,1,6,2,1,1,1,2,1,4,1,3,5,2,1,1,5,2,1,3,1,3,2,3,1,1,3,3,2,3,2,3,3,2,3,1,2,2,3,1,2,4,3,3,2,3,2
"65",1,1,2,2,1,1,1,2,1,2,3,4,2,1,4,3,1,3,1,1,3,3,3,5,2,3,2,2,1,4,2,3,3,4,4,4,1,2,1,4,5,1,3,6,2,2,1,2,1,1
"66",3,1,1,2,2,1,1,1,2,2,1,1,2,3,1,1,3,2,6,3,1,1,3,2,2,4,1,1,2,3,2,2,2,2,3,3,3,1,2,3,4,2,1,1,2,6,2,3,2,4
"67",3,3,2,1,3,4,1,1,2,2,2,1,1,3,2,1,5,1,2,3,1,1,3,2,3,1,3,3,3,1,3,5,2,5,4,2,2,1,1,1,3,3,1,1,2,4,2,1,2,2
"68",2,2,5,4,1,1,4,2,2,3,2,3,1,2,2,3,3,1,1,2,4,5,3,3,1,1,2,2,1,3,3,1,3,2,2,2,2,3,2,1,2,2,4,2,1,2,3,2,2,1
"69",1,3,1,4,4,1,3,1,2,4,3,1,1,2,4,2,2,2,2,2,2,6,1,1,6,1,3,2,2,1,2,2,3,4,3,4,1,2,1,2,5,1,2,4,3,3,4,3,1,1
"70",2,3,5,5,5,1,1,2,4,3,2,5,3,3,1,4,6,3,1,3,3,1,1,4,1,3,2,1,3,2,1,2,2,2,1,3,2,3,1,3,2,2,1,1,1,2,2,2,1,3
"71",1,3,3,2,1,1,1,1,1,1,5,2,1,1,2,1,2,1,2,4,3,3,1,1,1,1,6,1,1,6,2,1,1,1,1,3,2,1,2,3,1,2,2,3,2,3,1,4,1,3
"72",1,1,2,2,2,2,4,1,5,1,3,3,3,2,1,4,4,1,5,2,3,3,2,3,3,1,2,3,1,1,3,2,3,1,5,1,3,2,1,1,3,1,2,4,3,1,1,6,1,2
"73",1,3,3,3,1,3,2,4,3,1,2,2,6,3,4,1,1,2,4,4,2,2,1,2,2,3,3,3,3,1,1,3,1,2,1,1,3,2,2,2,1,2,2,1,3,3,4,2,4,3
"74",2,1,1,2,1,1,1,5,2,3,1,1,5,2,3,2,1,1,2,3,3,1,4,2,6,1,3,6,1,2,1,1,4,3,3,2,3,1,3,2,2,2,2,2,2,1,2,4,2,5
"75",3,2,3,1,1,2,1,2,1,2,2,3,2,3,2,3,2,1,1,4,4,1,4,5,4,4,3,4,3,3,2,1,1,1,3,4,2,2,5,3,3,3,1,2,1,2,1,1,2,2
"76",2,3,6,3,1,5,1,3,1,1,1,3,2,2,1,3,2,4,2,1,1,2,4,1,1,1,3,1,2,3,1,2,3,5,2,2,2,6,2,2,6,1,4,2,3,1,3,2,2,3
"77",2,1,4,2,1,2,1,2,1,3,2,3,3,3,3,3,1,2,2,8,1,7,1,1,2,1,1,2,2,1,1,2,3,4,2,1,1,1,1,1,1,4,2,1,1,1,2,1,4,2
"78",5,3,3,2,1,5,4,1,1,1,2,3,1,1,3,1,1,4,2,5,1,4,1,4,2,1,2,1,4,2,1,3,2,2,5,5,1,1,3,1,2,2,2,3,2,2,3,3,4,1
"79",3,2,3,2,3,1,3,3,5,1,1,3,4,3,2,3,2,1,4,2,1,4,4,3,1,3,2,6,2,1,4,1,2,2,3,1,3,1,1,3,2,2,1,2,1,1,2,2,6,2
"80",3,2,4,2,1,3,4,2,2,6,1,3,2,3,1,3,4,1,4,4,4,2,1,3,4,3,1,3,3,2,3,2,3,2,1,5,2,2,4,5,3,2,5,1,3,2,2,3,1,2
"81",1,3,3,1,3,1,2,4,3,1,4,2,1,2,2,1,4,2,3,1,3,1,2,3,2,1,1,2,4,1,1,2,1,1,5,5,1,2,1,2,2,1,2,1,1,4,2,3,1,3
"82",4,1,2,4,1,3,2,2,2,3,1,1,4,4,1,1,1,3,2,4,2,1,4,1,7,4,3,1,2,3,1,3,3,3,3,1,2,7,1,4,1,2,2,3,4,5,3,3,2,2
"83",1,3,3,2,3,4,2,3,3,1,2,1,1,2,3,2,1,3,3,3,1,1,2,4,2,3,2,1,1,2,4,4,3,3,6,1,2,3,1,1,1,5,3,5,3,1,2,1,3,3
"84",1,2,1,1,2,3,1,2,4,2,1,2,4,1,2,8,4,1,4,3,5,5,3,1,5,2,2,2,2,1,4,1,1,3,2,3,2,3,1,2,2,3,1,4,2,2,4,5,2,1
"85",2,4,1,2,1,1,2,1,2,3,1,2,5,1,2,2,4,1,2,3,5,1,2,5,3,4,2,1,3,2,1,3,2,2,4,2,2,3,1,2,2,1,2,4,2,4,3,4,3,4
"86",3,1,5,3,1,2,2,3,1,2,2,2,1,2,1,3,2,2,4,1,3,1,3,2,1,2,4,3,1,3,5,1,2,1,3,2,2,6,5,2,1,4,2,1,6,3,3,1,1,1
"87",2,1,3,5,2,3,3,2,1,2,1,2,7,4,1,3,2,2,3,3,2,1,2,2,2,3,1,2,2,2,4,2,2,2,2,3,3,1,2,2,6,1,3,1,1,1,5,2,1,1
"88",4,2,2,2,1,4,6,4,1,1,3,2,2,3,4,1,4,3,2,4,2,2,4,2,2,1,3,3,1,2,4,1,3,1,3,5,4,3,4,3,6,1,2,2,2,1,5,4,3,2
"89",2,1,4,4,2,1,3,2,1,1,5,1,1,2,2,1,5,3,2,3,2,1,1,2,4,3,3,1,1,4,4,1,1,2,1,3,3,2,3,2,3,2,3,1,2,2,1,3,1,1
"90",2,4,1,1,3,1,2,1,2,1,4,3,4,3,2,4,2,1,1,3,3,1,3,1,4,2,3,1,1,1,1,2,2,4,2,2,1,2,2,2,1,2,2,4,2,4,5,2,3,1
"91",1,2,3,4,1,2,1,2,2,1,1,5,2,4,1,1,1,3,1,2,3,5,2,7,1,3,1,4,3,2,3,3,1,5,1,2,2,1,2,2,5,1,2,3,3,3,2,3,3,2
"92",3,3,4,2,3,1,2,3,1,1,2,1,3,1,2,2,4,2,1,5,1,2,2,2,2,1,2,2,1,4,1,3,1,2,2,5,1,3,2,1,2,2,2,3,4,2,1,2,2,2
"93",1,1,1,1,5,4,5,3,1,3,4,1,1,2,5,3,2,1,2,1,4,2,2,1,1,1,2,1,2,5,4,5,3,3,2,2,3,1,2,3,3,3,3,1,2,4,3,1,4,5
"94",2,3,3,3,1,2,1,1,3,3,1,5,1,2,2,3,3,2,1,4,2,4,3,2,1,2,2,3,3,4,3,2,2,2,4,3,1,1,2,2,2,3,4,1,3,1,1,2,3,4
"95",1,1,1,2,2,3,2,3,2,3,3,3,1,2,2,2,1,2,1,1,2,3,2,1,1,3,2,1,1,2,2,4,2,3,2,1,2,3,5,4,1,2,3,1,1,1,3,5,4,1
"96",1,1,6,4,3,4,1,1,2,3,3,2,3,3,1,3,1,1,2,2,2,3,1,4,2,3,3,3,2,1,5,3,2,1,3,4,3,2,2,3,4,3,1,3,2,2,2,2,1,2
"97",1,1,3,1,2,1,6,5,2,2,2,3,2,3,3,1,1,2,2,3,2,1,1,2,2,3,2,1,2,1,2,3,2,4,3,4,1,1,3,2,1,5,1,2,3,2,1,3,6,1
"98",5,5,2,1,1,2,2,2,3,1,1,3,3,1,2,1,3,2,2,2,1,2,3,3,5,3,3,2,5,3,1,4,3,2,1,1,3,1,1,2,3,7,1,1,1,1,2,1,1,3
"99",1,1,1,3,3,2,2,2,2,5,1,1,2,2,1,1,3,2,4,2,1,2,3,4,4,1,2,5,1,2,3,1,5,1,3,4,1,3,2,2,3,2,3,4,1,2,4,2,4,2
"100",1,3,5,1,3,1,2,2,3,3,2,4,1,2,4,3,1,4,3,3,3,1,1,1,1,5,2,3,2,2,3,2,3,3,1,6,3,4,5,3,4,1,2,1,3,1,3,3,5,1
