"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",3,4,4,1,1,3,1,3,1,3,4,2,4,3,4,3,3,3,3,4,3,4,2,1,3,4,3,3,4,1,4,3,2,2,1,4,1,1,1,2,1,3,2,3,3,2,3,4,1,4
"2",1,1,4,3,4,2,1,4,2,2,3,4,2,1,4,1,4,3,1,3,1,1,2,4,1,2,1,4,3,3,4,1,3,1,4,1,3,3,2,4,3,1,3,3,4,1,3,1,3,1
"3",3,2,1,4,2,2,4,4,2,1,4,3,3,4,2,4,3,4,2,4,4,2,4,3,1,2,2,4,4,2,3,1,1,2,1,4,4,3,2,2,4,4,4,1,4,4,1,3,3,3
"4",3,3,1,2,1,1,4,1,1,4,4,3,3,3,3,1,4,4,1,3,4,3,3,4,2,4,4,4,3,3,2,3,3,3,1,4,3,3,1,3,3,4,4,3,2,1,4,2,1,4
"5",2,2,2,2,2,1,4,1,3,3,1,4,4,4,2,2,1,3,2,2,3,1,3,1,3,1,4,3,1,3,2,1,1,3,4,2,2,4,4,2,2,2,4,2,1,1,1,4,1,4
"6",4,2,3,1,4,3,4,4,2,4,2,1,3,3,3,4,3,3,3,2,4,1,3,4,3,3,4,4,1,1,1,1,1,3,2,1,4,4,4,1,4,3,2,3,2,4,4,2,1,2
"7",1,1,4,3,2,3,4,3,4,2,1,2,3,2,3,3,4,1,4,3,2,1,4,4,2,1,3,2,2,4,3,2,4,4,4,4,2,2,1,1,3,4,1,4,4,4,1,4,1,1
"8",4,2,4,4,4,3,1,4,2,1,2,2,1,2,3,4,4,3,3,1,3,4,2,4,3,4,1,2,4,2,1,3,3,2,1,4,2,4,1,3,2,2,3,2,1,2,2,3,1,4
"9",3,2,4,3,1,4,3,1,4,4,2,4,1,2,1,2,3,1,3,3,2,1,2,2,1,2,2,2,3,1,2,4,3,1,2,1,1,3,2,3,3,2,1,3,4,2,3,4,4,4
"10",1,2,2,3,3,3,2,4,1,1,1,3,2,2,2,4,1,1,1,1,3,1,3,2,3,4,1,4,2,1,1,3,3,4,1,4,1,1,2,2,2,2,2,2,4,3,3,3,4,4
"11",4,1,2,4,1,3,4,4,3,4,4,1,1,1,4,1,4,2,3,1,4,1,1,4,4,1,4,3,2,4,1,2,4,1,4,3,2,1,2,2,3,2,4,3,3,3,4,1,2,1
"12",1,4,4,3,3,1,1,3,4,2,1,2,4,1,3,2,1,2,2,2,2,2,1,2,1,4,4,4,2,4,1,4,3,3,1,4,3,2,3,2,3,4,1,3,1,2,4,2,1,4
"13",1,2,3,4,1,4,4,2,4,2,4,1,1,2,4,4,4,4,4,2,1,2,3,3,1,4,1,2,3,4,1,2,1,4,4,4,3,3,3,2,4,4,3,4,4,1,3,4,3,3
"14",2,3,3,4,3,3,1,3,4,3,2,1,3,1,2,1,4,1,4,4,3,1,4,4,1,2,3,1,3,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,2,1,4,2,3,4
"15",3,2,2,4,2,2,3,3,4,2,3,4,1,2,2,1,4,2,1,1,4,3,3,1,1,1,3,2,1,3,2,4,1,3,4,2,3,1,3,4,4,1,2,4,4,2,1,1,1,4
"16",2,1,4,4,1,2,4,2,2,2,4,1,2,1,4,2,4,2,4,3,1,4,1,4,2,2,3,3,1,3,4,2,1,4,3,1,1,2,2,3,1,1,2,4,3,3,2,2,2,1
"17",3,1,4,3,2,1,2,3,4,3,2,3,3,3,4,1,3,4,2,2,1,4,2,3,3,1,1,4,4,3,2,1,2,1,4,2,1,4,1,2,2,1,1,1,4,3,4,2,3,3
