"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",1,2,2,1,3,2,1,2,1,1,2,1,2,1,2,2,1,2,5,3,2,1,2,2,1,3,1,1,3,1,9,4,3,6,1,1,1,8,4,8,1,3,1,2,1,2,1,2,1,4
"2",2,2,1,3,6,1,2,1,1,9,1,4,2,1,1,2,1,1,2,2,1,9,1,6,1,4,2,2,3,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,8,1
"3",5,1,5,2,1,1,5,1,1,1,1,1,3,5,2,2,1,3,8,2,3,2,2,2,1,2,1,1,1,1,1,4,4,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2
"4",6,2,2,2,1,3,1,2,3,3,1,5,1,2,1,3,1,5,1,2,3,2,3,1,1,2,3,1,3,1,3,1,1,6,1,1,5,6,7,1,4,3,3,1,4,1,1,3,3,5
"5",1,1,1,1,1,1,1,1,4,1,2,6,6,1,1,2,2,2,2,4,3,1,2,8,3,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,3,2,2,3,1,1,4
"6",1,1,3,1,3,1,1,1,1,1,1,1,2,5,3,2,1,1,1,1,1,1,2,2,1,1,3,1,1,2,2,1,1,2,2,1,1,1,6,2,5,1,4,2,2,4,9,1,4,3
"7",1,1,1,2,2,2,1,2,1,2,1,1,4,6,2,2,1,2,2,1,5,1,1,1,1,1,1,1,2,2,1,1,1,2,4,2,1,1,1,1,3,2,1,5,1,2,1,1,3,1
"8",1,1,2,1,9,1,2,1,1,1,4,1,2,1,4,3,1,2,1,5,1,1,1,6,3,5,2,7,1,1,1,1,4,1,1,5,1,2,7,1,1,3,2,3,2,1,1,2,9,1
"9",3,1,1,3,1,1,2,2,1,2,1,3,2,1,3,2,1,1,3,8,1,2,1,1,5,1,1,3,1,1,2,1,3,1,7,1,1,1,1,1,2,1,2,2,6,1,1,5,1,2
"10",1,1,1,1,1,3,1,3,1,3,4,1,3,1,11,5,1,2,2,1,2,2,1,3,1,1,1,5,1,1,3,1,1,1,1,2,1,1,1,7,8,2,4,1,3,1,1,7,1,5
"11",1,1,5,2,5,3,1,1,2,1,9,2,2,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,2,2,3,1,1,3,4,4,2,1,2,1,4,1,2,2,2,1,1,2,2
"12",1,1,1,1,1,1,1,3,2,1,3,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,2,2,2,1,1,1,3,4,1,1,2,2,1,1,4,3,3
"13",2,1,2,1,1,1,2,1,1,6,1,11,1,2,1,7,2,7,4,1,1,2,1,1,2,1,2,1,1,3,2,1,1,1,1,1,3,2,2,1,1,7,1,3,2,1,1,4,4,1
"14",3,1,1,1,1,1,2,2,3,8,2,1,2,2,1,1,1,1,1,1,1,2,4,1,2,1,2,2,1,2,1,4,2,4,2,3,1,2,1,7,4,2,2,1,5,2,1,1,2,4
"15",3,1,1,2,2,1,2,1,6,1,1,4,2,1,1,3,1,1,3,2,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,6,2
"16",2,1,1,3,2,2,1,1,1,2,2,1,1,1,4,3,1,1,2,2,2,8,1,3,2,2,1,7,1,2,1,1,1,2,3,1,1,1,4,2,2,1,2,3,1,1,4,1,1,2
"17",4,2,1,2,1,4,3,2,1,2,1,2,1,5,1,1,5,1,1,3,3,1,10,1,2,4,1,2,1,1,3,2,4,2,1,1,2,1,1,2,2,5,1,2,3,1,1,2,1,1
"18",2,1,2,1,1,1,2,2,3,1,4,2,1,1,1,1,2,2,4,1,1,2,1,1,1,4,1,2,2,2,1,2,5,1,2,2,1,1,6,4,1,2,1,1,8,5,1,2,3,1
"19",1,1,1,2,2,1,5,1,1,1,1,2,7,2,1,1,1,1,2,2,1,4,3,2,1,2,3,1,1,8,1,1,4,1,1,1,1,1,2,1,3,2,2,2,1,2,1,2,2,1
"20",2,2,1,1,2,2,1,1,4,6,2,1,4,3,4,2,3,1,1,2,3,1,1,3,1,3,2,1,2,2,1,1,2,1,3,2,1,3,1,2,1,1,3,1,2,1,2,2,2,4
"21",2,1,2,4,2,2,2,2,4,1,1,1,1,1,1,2,1,4,3,1,1,3,1,1,1,1,1,3,1,3,1,1,2,3,4,2,1,1,1,2,2,3,1,3,1,1,1,1,1,1
"22",2,1,1,2,1,3,1,3,1,5,2,1,2,1,1,2,2,1,9,2,1,2,2,5,2,6,1,6,1,2,3,2,1,7,3,2,1,2,3,2,1,4,8,1,8,2,3,1,2,1
"23",1,2,2,1,1,1,2,2,1,5,6,4,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,4,2,8,2,2,1,2,1,1,3,2,3,2,2,1,1,1,4,2,1
"24",1,4,2,2,4,1,3,2,1,2,5,2,7,1,1,2,1,1,2,3,3,1,1,1,2,1,1,1,3,3,2,2,4,1,2,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1
"25",1,2,2,1,2,1,3,1,3,2,3,5,4,3,1,2,5,3,1,2,5,1,2,1,1,4,1,1,1,1,1,2,1,3,2,3,1,2,1,2,4,2,1,1,2,2,5,2,3,1
"26",2,1,3,2,2,1,1,2,2,1,3,1,1,1,1,1,2,2,1,2,5,1,2,2,1,2,2,3,1,2,1,3,3,1,6,4,2,3,1,1,2,3,1,2,1,2,1,2,1,2
"27",2,2,1,2,2,3,7,1,5,5,3,4,2,6,2,1,2,1,1,2,1,1,2,2,1,3,1,2,1,4,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,5,2,3,2,1
"28",1,2,1,2,1,1,4,2,1,1,2,1,2,3,1,1,1,3,2,1,1,1,5,2,4,5,1,3,1,2,1,1,2,2,4,4,1,3,1,1,1,2,1,1,1,1,1,1,2,1
"29",1,1,1,1,1,1,2,3,1,1,2,6,3,1,1,2,1,1,3,1,2,2,2,2,1,2,6,1,1,1,1,1,5,1,1,3,2,1,1,1,5,1,5,4,1,4,2,2,1,2
"30",2,1,2,1,1,1,2,2,1,2,1,1,1,1,3,1,2,3,1,4,2,3,1,3,2,2,3,4,1,6,1,4,1,2,7,1,1,2,4,2,2,1,1,5,2,1,4,1,1,1
"31",2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,4,2,1,1,2,6,1,2,1,4,1,2,1,6,2,1,3,7,2,1,1,2,3,1,1,1,1,2,1,2,1,2,3,1,1
"32",1,1,1,1,2,1,4,1,1,2,1,1,4,2,2,1,4,1,2,1,1,1,3,10,2,1,3,1,1,2,2,5,2,1,1,2,1,1,2,7,2,2,3,2,1,1,2,1,2,1
"33",1,2,3,1,1,2,4,1,1,2,8,1,1,1,2,1,3,1,8,4,5,2,1,1,1,7,2,3,3,3,2,2,2,1,1,1,2,1,2,1,1,3,1,1,2,5,2,1,8,4
"34",2,1,8,2,2,2,1,1,1,2,2,1,1,2,1,3,1,1,1,2,2,2,4,1,1,1,1,2,4,1,3,3,2,4,2,7,2,3,1,6,1,1,1,1,7,1,1,3,10,1
"35",2,1,4,2,1,1,2,1,3,3,8,1,4,2,2,1,2,5,1,2,1,1,1,2,2,1,1,1,1,2,1,3,5,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,2,3
"36",2,1,1,1,1,4,1,2,2,2,1,1,1,1,2,4,2,2,3,1,1,5,3,1,3,1,1,4,2,1,1,4,2,2,3,3,2,1,1,7,1,2,1,1,3,2,3,2,2,1
"37",1,2,1,9,3,1,1,1,1,2,1,2,3,1,4,2,2,1,2,2,1,1,1,4,1,1,8,2,2,2,1,1,2,3,2,2,1,3,10,1,2,2,1,1,1,1,1,1,1,1
"38",2,6,2,2,1,1,1,3,2,2,1,1,3,1,4,1,1,2,2,1,1,1,2,1,9,2,1,3,1,6,9,1,3,2,1,2,10,5,3,1,3,1,3,1,4,1,1,3,2,2
"39",3,1,1,1,5,1,1,3,2,2,2,1,3,4,1,1,5,1,1,2,2,2,1,2,1,1,1,7,2,2,1,1,4,1,1,1,2,1,3,5,1,2,2,4,2,1,2,1,1,1
"40",1,1,1,1,4,1,1,1,1,3,1,2,4,1,2,2,1,1,5,2,1,1,2,1,2,1,6,1,2,2,1,9,1,4,1,1,2,1,1,2,2,1,1,2,1,1,3,1,1,2
"41",2,2,10,2,1,1,1,2,5,3,3,2,2,6,1,7,1,1,6,4,1,4,2,3,1,2,1,2,4,1,1,1,1,4,2,6,1,3,3,1,3,4,3,1,1,1,2,2,1,1
"42",1,3,1,1,1,1,3,3,1,1,2,2,2,1,6,1,2,2,4,3,1,1,3,2,1,1,1,2,2,1,4,1,1,1,1,1,1,2,1,2,4,2,1,2,3,2,2,5,2,2
