"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"20",6,1,1,2,2,2,3,1,2,1,1,1,1,2,10,1,1,3,1,1,2,1,1,1,2,3,2,1,2,1,1,1,1,2,1,2,1,3,4,1,7,2,1,1,2,3,1,2,4,1
"21",1,3,1,3,1,2,1,1,1,2,1,1,2,2,3,1,2,2,2,6,1,1,2,1,1,2,2,1,1,9,2,2,1,1,7,5,2,1,3,2,2,1,2,1,1,2,2,7,2,2
"22",2,1,1,1,1,1,2,1,2,3,1,1,1,1,2,2,1,2,3,2,2,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,4,4,2,2,4,1,1,1,1,3,2,4,3,1
"23",1,2,1,2,1,2,2,2,2,1,2,1,1,1,3,1,2,1,2,5,6,1,1,3,1,1,8,1,2,1,4,2,5,1,6,4,2,2,3,1,2,2,1,1,1,5,1,1,2,1
"24",3,1,1,4,1,1,1,7,3,2,2,1,2,1,2,1,2,3,2,1,5,3,2,1,2,1,1,4,2,1,5,3,1,2,1,4,1,1,1,1,2,1,1,1,2,1,2,1,2,4
"25",1,2,2,4,5,1,2,2,2,1,1,1,2,1,2,5,1,4,1,4,5,1,6,1,1,1,2,2,2,2,1,2,1,1,1,1,1,4,1,1,1,3,3,8,3,6,1,6,2,1
"26",1,1,1,1,3,2,1,3,1,2,2,1,2,1,2,2,1,1,2,3,1,1,2,2,1,1,1,1,1,4,1,5,1,2,4,3,2,11,1,2,1,1,7,1,1,1,5,1,1,1
"27",1,2,2,2,2,3,1,2,3,2,1,1,2,7,2,3,2,4,2,3,1,6,1,3,1,3,1,3,2,1,1,1,1,1,1,1,2,1,2,3,5,1,1,2,1,1,1,3,1,2
"28",1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,7,1,2,9,2,1,1,2,1,1,1,2,2,3,1,1,2,2
"29",1,1,3,3,10,2,4,5,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,7,2,2,2,3,1,2,11,2,3,2,1,1,1,2,4,1,1,1,2,1,1,3,1,3,1,2
"30",2,1,1,2,1,1,2,2,2,4,2,3,3,1,2,4,3,4,1,3,1,2,1,2,2,1,1,1,1,1,1,1,2,6,1,4,1,1,3,1,3,5,1,3,1,1,1,1,1,2
"31",1,1,7,1,1,3,1,1,1,1,1,1,11,2,2,1,3,2,3,7,2,1,1,1,2,2,1,1,3,2,1,1,2,1,6,1,1,2,3,4,1,1,2,2,2,1,3,1,8,1
"32",2,3,2,1,1,3,2,1,1,1,1,2,4,4,1,1,2,3,2,1,2,1,1,3,6,1,1,3,1,3,1,1,2,4,1,1,6,1,2,2,1,6,1,2,2,1,2,2,1,2
"33",8,7,1,2,2,2,3,1,1,2,2,4,2,1,3,2,1,1,3,1,2,1,2,1,1,9,1,1,1,1,2,2,2,1,3,1,1,3,1,2,1,1,8,2,1,1,2,2,4,2
"34",1,1,2,1,1,4,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,3,1,4,1,3,8,3,2,2,4,1,1,1,2,2,1,1,1,3,1
"35",1,1,6,1,2,2,1,1,10,2,1,1,2,2,6,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,1,1,1,2,1,6,1,2,1,2,3,1,4,8,1,3,8,1,1
"36",3,2,1,1,2,1,1,3,1,1,2,4,1,2,1,2,1,3,8,1,1,1,7,2,3,2,1,1,3,1,6,2,5,2,2,1,1,1,1,1,7,1,1,2,2,2,2,2,1,2
"37",2,2,1,1,8,1,1,4,2,1,1,1,2,2,2,6,3,1,1,1,1,2,4,2,1,5,1,1,4,2,1,2,2,1,2,1,1,3,1,1,4,2,1,1,6,9,2,2,1,1
"38",1,1,2,5,4,1,2,1,5,1,1,1,1,2,1,2,4,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,9,1,2,2,2,2
"39",1,1,2,3,2,2,1,2,3,1,2,2,2,1,3,2,1,2,1,9,1,1,1,1,1,1,3,2,4,1,3,2,1,3,2,1,2,1,1,1,5,1,1,1,4,2,1,1,1,3
"40",2,4,5,1,2,1,3,2,1,1,1,1,2,1,2,2,2,1,1,1,1,4,1,1,1,1,1,1,2,1,3,1,2,1,1,1,2,1,1,1,2,1,1,8,1,1,1,2,1,5
"41",3,1,1,1,3,1,1,1,5,2,1,1,6,1,1,1,5,1,1,2,2,1,1,2,8,2,1,1,2,1,2,3,3,1,2,1,2,2,1,1,3,2,1,1,1,3,2,1,1,1
"42",2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,4,1,6,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,4,1,2,1,1,1,1,3,3
"43",2,1,2,5,1,1,1,2,1,2,1,3,2,1,1,2,2,1,9,1,6,2,1,2,2,1,3,1,8,1,5,2,1,2,3,2,8,1,1,2,1,5,1,2,1,2,2,1,1,9
"44",1,2,3,3,1,4,1,2,2,1,3,1,1,1,6,3,2,4,7,1,1,1,4,2,2,3,3,3,1,2,2,1,1,2,1,2,1,2,1,2,1,2,10,1,1,1,3,1,1,3
"45",4,1,6,1,1,1,1,1,1,4,2,1,1,2,1,2,2,2,2,1,1,2,1,1,4,1,1,1,2,1,1,11,1,2,2,5,3,1,3,2,1,6,1,1,1,1,2,1,1,1
"46",1,7,1,2,2,1,3,1,6,1,8,1,1,2,4,1,1,4,2,1,3,2,1,3,6,1,2,1,4,2,1,1,3,2,2,3,2,1,8,1,1,2,1,4,3,1,2,2,2,1
"47",1,1,1,2,2,3,2,3,1,1,3,1,1,2,1,2,1,1,1,1,1,6,1,3,2,7,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,3,3,5,1,2,1,1
"48",7,1,3,1,7,2,1,4,1,1,2,1,2,1,1,1,2,2,1,3,7,1,2,8,1,1,2,2,1,1,1,1,1,3,1,3,3,3,2,1,1,2,1,1,2,2,2,2,1,2
"49",2,1,2,1,2,1,2,1,1,2,3,6,1,3,2,1,1,1,1,3,6,1,1,1,1,1,2,3,1,3,1,3,1,1,1,3,2,1,6,3,1,1,9,2,1,1,1,1,9,1
"50",2,1,3,1,1,1,1,6,3,2,4,4,3,2,1,3,3,4,3,1,2,3,1,2,1,1,2,1,1,1,1,1,4,1,3,1,1,1,1,3,1,1,2,1,3,2,1,2,2,2
"51",1,1,1,3,2,2,2,6,1,1,3,3,2,5,1,1,2,3,3,2,4,6,1,5,2,1,1,1,2,2,2,4,2,2,1,1,1,6,1,1,2,2,1,1,1,2,1,1,2,1
"52",1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,1,1,2,4,1,3,2,1,2,1,2,1,1,1,1,2,3,2,1,1,3,2,2,1,2
"53",1,1,2,1,8,2,3,1,1,6,6,2,1,1,1,1,9,1,1,1,5,1,1,1,1,1,3,3,1,1,2,2,1,2,2,1,3,2,2,6,1,1,1,2,2,3,8,3,1,1
"54",2,1,3,1,1,1,2,1,2,1,3,1,1,1,1,4,1,2,2,2,2,1,2,1,1,2,1,5,1,1,1,1,2,1,2,1,3,1,1,1,3,1,1,2,1,1,6,1,2,5
"55",2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,1,3,2,1,2,3,3,2,1,1,2,3,2,2,2,4,5,2,1,6,1,1,1,2,2,2,2,2,2
"56",2,2,4,1,1,4,1,1,1,1,3,1,2,1,1,4,2,7,2,1,1,2,1,2,3,3,2,1,1,4,1,2,1,3,1,3,2,2,3,4,2,1,2,1,3,2,1,1,1,1
"57",2,1,2,2,2,7,1,1,2,1,1,1,1,1,1,6,3,2,1,2,6,1,5,1,1,1,3,1,2,7,1,3,2,2,2,3,7,2,2,4,3,1,5,1,3,2,1,2,1,1
"58",1,1,3,1,1,1,2,1,1,2,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,2,3,1,1,1,1,2,2,1,3,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2
"59",1,3,1,1,1,3,2,2,5,3,1,1,8,2,1,1,1,10,2,3,3,2,3,1,1,1,1,9,5,4,6,1,1,5,1,7,2,1,4,3,2,3,1,1,2,2,1,2,2,2
"60",3,1,9,2,2,1,1,2,1,1,1,5,10,1,1,1,1,1,2,2,1,1,3,2,2,3,1,3,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,3,2,1,1,2,4,1
"61",1,1,6,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,7,3,2,6,2,2,4,2,2,1,1,2,8,6,2,2,1,2,1,6,2,3,3,3,2,5,1,1,2,2,1,1
"62",1,4,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,6,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,4,1,5,3,4,10,2,4,3,2,4,2,2,2
"63",1,2,1,2,1,1,2,2,1,5,1,2,2,2,1,1,2,1,1,7,1,1,1,1,1,1,5,1,1,1,1,1,3,2,1,4,1,1,1,2,1,4,1,1,1,2,2,9,4,1
"64",2,2,3,2,2,1,1,9,5,2,3,1,2,3,3,1,1,1,1,2,2,3,5,2,2,1,1,3,2,1,1,5,2,1,2,9,1,1,1,1,3,2,1,3,1,1,2,2,1,1
"65",1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,8,1,3,4,1,2,2,1,1,3,2,2,2,1,2,5,1,2,2,2,1,2,1,1,1,5
"66",1,1,1,2,1,1,2,1,1,4,1,1,6,1,1,4,2,2,1,2,3,1,7,7,2,2,1,2,3,1,2,1,1,1,3,1,1,1,2,4,2,4,2,4,9,1,1,1,7,3
"67",1,2,1,2,1,1,1,1,5,3,2,1,2,4,1,2,1,2,1,5,2,3,2,2,3,3,1,1,1,2,1,7,2,1,1,2,1,5,3,4,3,1,1,1,3,1,4,1,1,3
"68",1,1,1,4,1,4,2,1,2,1,3,1,2,1,1,4,2,1,1,1,2,2,1,5,1,2,1,1,4,2,1,2,1,1,11,2,6,2,1,1,8,2,1,3,4,2,3,1,2,6
"69",1,1,2,2,1,4,1,3,3,8,3,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,4,2,2,2,1,2,4,5,1,3,5,2,1,1,1,2,4,2,6
"70",2,3,2,2,4,1,2,1,2,1,2,2,1,2,2,1,1,1,3,2,2,1,1,5,1,1,2,1,2,2,1,2,2,2,1,3,1,1,2,1,1,2,1,1,2,3,1,1,2,2
"71",2,1,1,8,2,1,1,2,1,1,2,1,3,5,2,3,3,4,2,1,1,2,3,2,1,2,1,1,1,1,1,2,1,1,2,4,2,1,2,1,3,1,1,1,2,1,1,1,2,2
"72",3,1,2,1,2,1,1,3,2,2,1,1,1,2,2,4,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,7,2,2
"73",10,1,2,3,2,1,1,2,5,6,1,2,1,2,2,1,2,2,4,1,2,1,1,1,3,2,2,2,10,1,1,3,2,11,1,1,2,2,2,1,2,3,1,4,5,1,4,4,7,1
"74",1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,3,1,6,2,7,3,1,6,1,1,1,2,1,4,2,1,4,2,1,3,1,1,3,2,1,2,1,1,2,1,2,2,1,1
"75",3,1,1,3,1,1,2,1,1,1,1,1,4,1,1,1,5,2,1,2,1,1,2,2,6,7,3,1,1,1,2,2,1,9,2,2,3,2,2,3,1,1,9,2,5,6,2,1,1,1
"76",1,2,1,1,1,5,1,2,1,1,2,2,3,1,1,2,2,1,1,2,1,3,3,2,2,4,1,1,2,1,1,2,4,1,2,2,1,1,3,1,2,1,2,3,2,2,1,2,1,2
"77",1,4,1,6,2,1,2,4,3,2,2,1,1,2,1,1,1,2,2,3,1,1,4,2,1,3,1,2,2,1,9,1,3,1,2,3,2,1,2,1,2,1,1,3,1,2,2,1,1,10
"78",2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,5,2,3,1,2,2,1,5,4,1,3,3,10,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,4,2,1,2,1,1
"79",1,6,4,1,2,1,4,1,3,2,2,1,3,1,2,1,1,1,1,2,1,1,4,3,4,1,2,2,2,1,7,1,1,2,4,2,4,1,5,4,2,1,4,1,1,2,2,2,1,1
"80",2,1,1,2,2,1,2,2,1,3,1,2,2,3,1,2,1,1,1,2,2,1,5,1,2,2,7,2,4,1,1,6,1,1,1,1,1,1,2,1,1,2,2,1,1,3,2,1,3,3
"81",1,3,1,1,3,5,2,1,4,1,6,1,5,1,1,1,5,9,1,2,1,2,1,2,2,5,8,1,2,1,2,2,2,3,3,10,1,2,1,1,1,1,7,1,2,4,1,2,2,3
"82",2,2,6,1,2,1,4,2,1,1,3,6,1,2,1,1,1,3,2,4,4,1,1,3,2,2,1,5,1,2,2,1,1,1,1,1,1,1,1,1,2,7,3,1,2,1,4,2,1,1
"83",5,1,3,6,1,2,7,1,1,3,2,2,1,1,2,2,1,1,7,1,3,2,5,3,1,1,1,1,3,2,1,2,2,1,5,4,9,1,5,2,1,1,1,1,1,2,1,1,1,1
"84",2,1,2,1,1,1,2,4,1,1,2,1,2,2,1,3,1,1,2,1,1,1,1,6,1,1,3,1,2,2,1,1,1,2,6,2,1,1,1,2,3,3,2,3,1,1,1,2,2,1
"85",2,1,1,3,1,2,1,2,3,2,1,1,1,5,2,1,1,2,1,2,3,4,1,1,7,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,7,2,1,2,1,1,2,3,3,2
"86",1,4,2,3,2,2,2,2,2,3,4,1,1,1,1,1,2,1,3,1,4,1,2,2,3,2,2,1,3,2,1,2,1,3,1,3,2,1,2,2,2,4,1,2,1,3,1,1,1,2
"87",2,2,2,2,2,4,1,2,3,2,2,1,7,1,1,1,1,1,2,1,2,7,2,2,1,1,4,2,1,2,1,2,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,4,1,1
"88",1,1,1,1,3,2,2,2,1,6,1,1,2,1,1,1,1,1,9,2,6,1,1,3,1,1,2,5,2,2,1,1,3,3,1,1,1,2,2,1,2,1,1,1,1,2,1,2,3,6
"89",2,2,1,3,3,1,2,5,1,4,1,10,2,5,1,1,1,1,4,4,2,1,5,5,2,1,2,3,1,2,2,3,2,2,1,2,3,4,2,1,1,1,1,2,3,2,1,1,1,2
"90",7,1,3,3,1,1,1,1,4,2,1,2,2,1,1,1,4,1,1,1,2,2,10,1,1,1,2,1,3,2,1,1,2,9,2,2,1,1,1,1,2,1,4,2,2,3,3,1,10,1
"91",5,1,1,4,1,1,2,1,3,1,3,2,1,3,1,1,2,1,10,1,2,1,2,2,2,1,1,2,1,1,2,3,2,3,1,1,3,2,8,3,1,2,1,3,1,1,1,1,2,1
"92",1,2,1,2,1,2,4,6,2,1,2,1,1,3,1,4,1,2,2,1,1,1,1,4,1,1,2,2,1,2,1,5,3,1,9,1,1,2,2,4,2,1,1,2,4,4,3,1,1,1
"93",2,3,3,1,1,2,2,1,3,3,7,1,1,1,3,2,2,7,1,1,1,1,1,1,3,2,6,4,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1
"94",2,3,4,2,2,2,1,1,1,7,2,4,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,11,1,1,1,1,2,5,2,1,1,1,1,2,2
"95",3,2,1,1,1,1,1,1,5,1,1,1,10,2,2,1,1,3,3,1,1,2,1,1,2,1,3,1,6,2,2,1,1,2,2,1,1,1,2,11,1,4,2,1,1,1,2,2,2,2
"96",2,2,1,1,4,1,1,2,1,1,5,5,1,2,1,2,2,2,5,1,1,1,1,5,1,1,2,2,1,1,1,1,5,1,1,2,2,6,3,2,1,1,2,1,1,3,3,1,7,1
"97",1,2,2,1,1,2,1,2,3,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,6,1,1,1,3,1,1,1,5,1,1,2,2,1,1,1,2,1,1,3,1,2,5
"98",1,4,1,3,1,1,2,2,1,1,1,1,2,4,1,4,2,2,1,2,1,1,1,3,1,1,1,1,3,1,1,8,2,3,1,1,3,2,3,1,1,3,2,2,1,1,1,1,3,2
"99",4,1,11,4,1,1,1,2,1,2,1,1,1,1,1,2,4,2,2,1,6,1,2,10,1,1,3,3,1,1,1,1,1,2,1,1,1,3,6,1,2,2,1,1,2,1,1,2,2,2
"100",1,2,1,5,1,2,2,2,4,2,1,1,1,1,1,2,1,2,3,1,1,5,2,2,1,1,7,2,2,1,9,2,2,2,2,1,1,1,3,3,1,2,2,1,2,1,1,3,1,1
