"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",2,3,3,3,6,7,7,3,2,1,2,7,2,1,2,3,4,1,2,8,2,4,3,2,1,3,3,3,4,2,4,3,2,3,3,2,4,3,2,3,2,3,2,1,4,3,3,5,2,6
"2",5,3,3,1,3,2,8,1,5,3,2,4,6,1,4,3,1,5,4,3,3,4,3,1,4,3,1,5,4,3,4,1,4,3,1,2,4,2,3,5,3,4,4,1,7,4,5,1,2,3
"3",1,4,5,3,3,5,2,2,5,2,2,4,4,2,4,3,4,2,5,6,2,1,3,5,2,3,1,3,6,4,3,4,2,7,1,1,2,4,5,2,3,2,6,6,3,5,3,6,2,3
"4",2,1,3,2,2,2,2,5,2,2,3,2,4,2,2,2,1,5,5,4,4,2,5,3,3,3,5,1,1,4,3,2,2,6,3,1,3,2,3,1,2,2,4,2,2,2,3,1,1,2
"5",4,4,2,2,4,2,4,2,2,3,7,5,1,4,4,3,4,1,2,2,5,6,1,2,1,4,7,1,3,2,3,4,4,2,3,6,4,1,6,4,2,5,2,2,6,4,3,2,3,2
"6",2,2,3,4,2,3,2,3,2,2,5,5,3,4,1,2,1,4,5,5,5,1,2,1,4,3,3,3,3,2,5,2,3,6,1,1,2,2,4,2,5,1,5,2,2,6,4,5,2,7
"7",3,1,5,2,2,2,4,2,1,3,2,1,1,4,1,4,4,1,2,1,2,3,3,1,5,4,2,3,6,4,4,5,5,2,5,1,3,2,5,3,4,2,5,2,6,4,8,4,3,2
"8",4,2,2,3,4,3,1,1,3,2,3,5,2,1,2,6,3,6,5,3,4,2,2,3,2,2,4,5,2,1,3,2,2,1,1,6,1,1,2,1,2,4,5,3,4,3,1,4,4,3
"9",1,4,1,1,1,1,2,6,2,3,4,2,3,5,3,5,2,5,4,2,2,2,2,7,6,3,2,5,4,4,3,2,4,3,6,4,3,4,2,3,3,5,3,2,4,2,1,2,4,2
"10",4,5,5,6,3,3,8,2,6,1,4,1,2,3,3,4,2,3,3,3,2,1,1,1,3,3,4,3,3,3,2,2,3,3,1,1,6,1,4,4,1,2,1,2,2,1,3,8,3,7
"11",4,2,3,2,1,5,1,2,4,2,5,4,5,4,3,9,2,1,1,5,3,2,4,2,6,3,3,3,2,3,2,2,4,3,3,3,4,4,5,2,3,5,4,5,1,5,4,2,2,3
"12",1,4,4,3,2,1,4,4,4,4,3,4,2,3,5,6,2,2,5,6,1,4,2,5,1,2,1,1,2,2,4,1,1,3,3,5,1,3,2,3,5,2,5,3,2,2,4,2,2,1
"13",1,5,2,2,2,3,3,4,3,5,5,4,3,6,3,2,2,6,1,3,3,3,5,3,4,5,5,2,4,1,1,5,5,3,1,4,4,1,4,5,2,2,2,3,3,2,4,8,2,1
"14",5,4,2,1,3,4,5,1,5,1,3,2,4,2,3,1,7,5,1,2,2,3,1,5,3,2,4,1,1,4,4,2,5,2,7,1,4,2,4,1,1,3,2,2,2,4,5,5,3,5
"15",3,2,3,3,1,4,4,1,3,4,3,4,2,6,4,4,5,4,3,2,2,4,4,4,4,2,2,2,4,4,3,3,1,1,8,3,2,3,3,6,1,1,3,2,9,2,3,1,3,6
"16",1,3,1,1,6,4,5,4,3,3,1,1,3,3,1,2,3,2,3,7,1,5,4,2,2,3,3,2,3,3,2,3,3,2,1,1,2,5,5,3,1,3,6,8,3,2,1,2,1,8
"17",2,3,2,4,1,4,3,4,4,4,1,3,4,2,4,1,4,4,3,2,2,5,1,4,7,3,1,5,5,1,3,3,2,7,2,3,3,2,1,3,3,3,7,3,6,4,4,3,2,2
"18",5,3,4,6,2,2,3,4,2,7,4,5,1,3,4,2,3,4,4,3,2,2,4,3,1,3,3,5,2,2,2,2,3,5,6,3,3,1,9,4,1,4,5,1,5,7,1,1,4,2
"19",7,4,1,4,2,2,2,3,3,3,2,1,1,1,10,1,1,12,5,2,3,1,2,1,4,5,2,3,1,2,5,6,2,3,1,2,2,2,5,2,4,2,3,3,1,2,3,2,3,3
"20",4,3,3,2,1,2,3,3,1,5,4,2,1,2,5,2,1,3,3,3,4,3,4,4,3,2,1,2,5,1,3,2,3,4,4,5,6,2,3,8,7,2,4,2,4,2,6,5,7,8
"21",2,3,2,4,4,4,6,4,3,2,5,5,3,6,7,1,2,1,3,3,3,4,4,3,3,1,4,2,9,3,2,3,2,3,6,3,4,2,2,1,3,4,4,4,2,2,2,3,3,2
"22",1,4,5,1,3,6,7,3,2,6,2,1,7,1,4,1,4,4,1,5,2,4,3,6,4,3,3,3,1,4,4,1,4,2,5,2,5,1,2,3,1,3,3,2,2,5,5,1,4,2
"23",2,3,3,4,4,3,4,4,2,4,4,1,1,4,2,2,1,2,1,1,5,1,6,6,2,2,4,3,8,5,4,5,2,1,4,5,4,2,4,4,3,3,3,2,2,2,3,1,6,4
"24",1,5,5,1,3,2,6,2,4,3,2,4,4,3,5,3,3,2,6,1,3,3,1,2,1,3,3,2,4,3,1,3,3,7,2,1,5,4,6,2,4,2,2,1,1,4,1,2,4,3
"25",3,3,1,1,3,3,5,7,3,2,2,2,1,3,4,2,4,2,4,2,1,3,7,9,3,4,5,1,2,1,2,1,1,4,5,5,1,4,1,8,4,3,2,3,3,4,3,2,3,4
"26",2,5,2,3,4,5,4,2,3,6,1,2,1,4,4,3,2,2,3,4,3,3,3,3,2,2,2,3,3,3,2,2,4,3,2,1,4,3,1,1,2,3,3,3,1,2,3,6,6,2
"27",2,4,3,4,2,1,1,1,5,1,1,3,5,1,1,4,2,4,3,4,3,3,3,1,3,3,5,4,6,2,4,5,4,3,5,4,1,5,2,5,3,4,1,3,8,3,3,5,1,6
"28",2,4,4,1,3,3,5,2,2,2,2,2,4,1,1,5,3,5,2,4,6,1,1,4,4,1,3,4,2,2,2,3,4,2,1,3,2,5,2,5,3,6,1,3,5,3,6,3,2,9
"29",5,2,3,4,2,2,2,4,2,2,6,3,1,4,5,1,5,2,4,2,4,3,4,2,2,3,3,4,1,3,3,1,3,4,2,4,1,2,1,1,3,1,2,3,2,3,3,4,2,4
"30",5,2,2,1,2,1,4,1,3,5,2,3,2,4,3,3,4,4,2,4,2,5,8,3,6,6,1,4,7,6,2,1,3,7,3,7,5,2,5,8,1,1,1,2,2,4,4,4,4,1
"31",4,5,2,1,4,3,2,2,2,1,3,3,2,2,7,2,3,3,3,3,6,2,4,5,4,4,2,4,3,5,6,2,2,1,3,5,3,2,3,3,3,1,1,3,2,1,3,2,2,2
"32",5,5,1,3,3,1,4,3,1,1,2,3,3,4,2,3,2,1,3,2,3,5,2,4,1,3,3,2,6,4,2,5,3,5,3,1,5,3,6,1,1,1,3,1,4,3,1,1,3,2
"33",3,5,4,3,3,1,1,7,1,4,4,2,2,2,3,3,1,4,2,4,2,4,1,2,3,3,7,3,3,5,4,2,5,1,2,2,2,8,4,4,5,4,2,3,4,4,2,2,5,4
"34",2,5,3,4,3,2,2,2,5,1,3,8,5,1,6,3,3,2,4,2,4,2,3,3,4,1,5,3,2,6,6,2,4,2,5,1,1,2,3,3,5,3,3,5,7,3,3,6,1,3
"35",3,4,3,4,5,4,4,5,3,3,1,2,2,4,4,1,1,3,5,2,4,4,3,2,2,1,1,3,3,3,3,3,5,3,1,5,2,2,5,6,3,5,3,4,1,4,1,2,5,5
"36",5,2,4,1,4,1,2,1,4,4,4,3,2,4,3,3,3,3,5,4,3,4,3,4,3,4,4,1,1,3,2,3,1,1,5,1,1,6,2,2,5,1,1,1,4,1,1,1,5,2
"37",2,2,5,6,4,1,5,3,4,5,2,3,5,4,2,1,2,4,4,5,1,3,1,1,5,3,3,1,4,1,4,5,4,1,1,6,1,2,4,1,5,3,6,3,5,6,2,1,1,5
"38",2,1,5,3,3,6,3,3,2,4,3,5,3,6,4,3,1,2,1,1,3,4,2,3,1,1,1,2,2,3,4,2,1,2,3,1,2,3,2,1,2,3,1,4,4,5,1,2,6,3
"39",2,4,3,3,4,4,4,1,2,1,2,4,1,3,2,2,1,3,2,7,3,4,4,2,3,3,5,1,5,5,3,1,2,5,4,4,8,1,4,3,2,7,5,2,1,3,4,3,5,2
"40",7,2,2,3,4,3,4,4,2,1,1,4,1,8,3,4,2,4,6,3,4,3,2,3,3,1,2,4,2,1,4,5,6,2,2,4,5,2,4,7,4,4,2,4,3,1,1,4,3,5
"41",5,3,5,1,5,5,2,3,4,4,3,4,6,3,3,4,4,3,3,2,4,4,4,8,1,2,2,1,5,1,1,1,2,1,2,1,5,2,2,2,4,6,3,3,3,3,4,4,3,5
"42",3,4,2,7,5,7,5,8,3,4,4,1,2,2,2,1,3,5,1,1,3,3,7,5,7,6,5,4,5,1,2,3,6,4,1,1,4,1,2,4,5,5,4,1,4,6,3,2,2,1
"43",2,1,6,4,6,5,5,4,2,2,3,5,3,3,6,1,4,1,4,6,6,2,5,2,4,3,3,5,4,3,3,4,2,4,2,6,4,6,2,6,4,2,4,7,1,2,3,4,2,2
"44",3,3,7,2,4,2,4,1,3,4,2,2,2,1,1,1,1,6,4,4,3,6,2,5,2,1,3,4,1,2,4,1,2,2,2,2,8,1,1,4,1,4,5,2,3,2,3,2,1,1
"45",1,5,2,2,3,3,5,2,3,1,6,1,3,6,2,3,4,3,3,1,3,3,7,2,3,1,5,3,5,1,2,2,2,4,4,3,4,7,6,4,6,2,2,4,4,1,2,2,3,4
"46",2,2,2,2,3,5,2,2,2,2,1,1,4,3,4,2,2,2,4,2,2,4,2,3,3,4,3,2,1,1,3,3,4,4,2,1,2,5,2,4,2,2,1,2,3,2,4,4,4,5
"47",2,2,1,2,1,2,1,2,5,2,3,3,4,2,3,2,3,3,4,3,5,5,6,3,3,2,4,5,1,3,3,1,5,6,1,1,4,2,3,1,1,3,1,3,1,1,5,7,2,4
"48",4,3,1,1,3,4,2,2,4,3,9,5,2,1,4,1,3,4,2,6,3,3,7,3,1,8,3,4,6,2,3,7,3,3,2,8,2,6,2,2,4,1,4,1,6,4,3,6,4,2
"49",4,7,2,5,4,4,2,4,3,3,1,5,3,2,5,5,4,2,1,2,4,2,3,2,8,2,1,4,2,1,1,6,6,4,4,4,5,2,5,1,2,2,5,5,9,5,2,10,3,3
"50",4,2,2,2,4,3,4,4,3,2,5,1,3,4,1,5,4,7,4,5,4,3,8,1,1,6,2,2,3,2,2,1,3,5,7,2,2,2,3,3,2,3,2,2,2,4,5,3,3,5
"51",3,4,3,2,5,3,6,1,6,1,2,4,6,5,4,2,2,4,3,2,3,4,6,6,5,3,2,3,1,1,5,2,2,4,4,3,2,4,5,2,3,7,3,2,4,4,2,4,4,5
"52",6,5,2,3,7,1,1,6,1,2,2,4,2,5,3,1,4,4,1,2,5,7,3,3,2,5,1,6,2,2,4,4,1,3,5,3,3,2,4,4,4,3,4,2,1,3,4,3,3,6
"53",8,3,4,1,2,3,3,3,6,4,2,5,2,3,3,3,4,5,1,2,1,4,3,5,4,1,1,3,1,1,7,4,4,2,4,5,3,6,2,3,5,3,1,3,7,3,7,1,2,2
"54",2,1,3,1,4,3,6,7,4,2,4,1,4,2,4,5,8,5,4,2,1,4,2,6,1,3,1,5,3,5,6,2,5,1,3,1,2,1,3,1,3,1,4,2,2,2,8,3,3,3
"55",2,3,2,2,5,5,4,2,3,4,5,4,7,2,9,3,2,8,3,4,4,4,1,6,2,1,4,3,2,5,4,2,4,1,2,3,3,2,1,2,5,6,1,4,1,5,2,1,3,3
"56",1,3,3,5,3,1,1,2,9,3,3,5,5,5,2,5,3,4,4,4,3,1,4,2,5,5,5,5,2,2,1,7,8,2,4,2,2,2,1,1,6,6,2,1,2,4,2,7,2,1
"57",2,6,4,4,4,4,6,3,1,2,1,1,3,6,1,3,1,6,3,4,5,3,3,2,4,2,2,1,2,2,4,4,2,2,2,2,5,5,3,3,1,2,2,3,5,2,2,1,1,1
"58",1,4,5,4,2,3,2,2,2,1,4,5,4,3,2,2,4,4,3,4,2,2,6,3,7,3,5,2,7,1,4,3,8,2,9,1,7,1,5,1,2,1,2,4,4,1,1,1,3,2
"59",1,1,1,4,3,1,4,6,4,3,3,2,3,1,1,2,3,5,5,1,6,3,5,3,3,5,3,2,2,6,4,2,1,6,3,5,7,3,1,6,2,4,3,4,1,3,5,5,1,2
"60",7,3,3,5,4,4,2,6,3,4,5,4,3,2,3,3,2,1,5,2,1,5,2,2,5,2,2,3,3,2,2,3,2,4,3,5,4,3,4,1,4,4,9,5,3,3,3,3,4,3
"61",2,6,2,2,1,2,2,5,2,3,7,3,1,3,1,2,6,3,1,3,3,2,2,3,1,5,1,1,3,3,2,4,1,4,1,3,4,3,1,4,2,2,4,3,2,3,3,3,3,2
"62",1,2,1,4,4,4,6,6,2,2,1,1,1,3,1,3,2,4,2,4,2,3,3,7,3,1,1,4,2,1,5,2,6,4,2,2,3,4,2,2,4,4,4,2,6,4,2,3,3,8
"63",3,3,3,8,3,6,2,1,8,3,2,2,3,2,1,3,2,2,4,3,2,6,8,2,1,6,1,8,7,3,2,2,1,5,2,5,3,1,2,2,6,2,3,6,2,4,8,2,3,3
"64",6,6,1,4,2,2,5,1,5,2,8,5,2,1,4,2,5,7,4,2,2,4,2,6,3,4,5,5,2,3,4,2,5,2,3,3,4,3,5,4,3,4,3,1,3,2,4,4,3,2
"65",2,1,1,7,3,6,1,2,6,3,1,1,4,3,5,3,2,6,4,1,3,2,2,3,1,4,2,1,4,3,6,3,3,3,3,4,5,3,2,6,4,4,7,2,2,4,3,6,3,1
"66",4,4,3,3,2,4,2,3,4,3,5,1,3,3,3,3,7,2,1,1,4,4,6,3,4,2,2,4,1,2,3,7,3,2,2,3,3,1,5,2,4,3,2,2,2,3,3,1,5,4
"67",3,2,5,4,3,8,2,5,4,4,3,4,6,2,8,3,3,7,1,2,2,9,2,6,3,3,7,5,2,4,3,3,2,2,1,3,2,4,1,6,2,2,5,5,5,4,1,2,2,2
"68",3,3,2,4,3,3,4,2,2,3,2,2,4,2,3,2,4,3,4,2,2,3,3,3,2,6,4,4,2,8,6,5,4,3,1,1,7,3,4,3,1,1,5,5,4,5,4,5,6,3
"69",2,3,1,2,8,4,4,1,2,2,4,2,4,4,4,3,1,4,3,1,1,4,2,6,3,1,3,4,1,6,3,2,5,1,1,3,3,2,3,3,3,5,7,3,3,1,3,1,4,3
"70",3,6,6,6,4,1,3,2,6,4,3,1,3,4,3,3,1,3,2,5,5,5,3,3,3,5,1,2,5,1,2,2,5,4,1,2,1,7,7,7,2,4,2,4,1,6,3,5,1,3
"71",1,2,2,5,1,3,3,2,7,1,2,5,1,4,5,5,1,3,3,3,2,1,6,4,3,3,3,3,1,2,2,2,1,2,3,3,6,4,1,3,3,4,4,2,1,2,1,2,2,3
"72",1,3,3,2,2,7,2,2,3,4,1,6,4,5,5,1,2,2,2,5,2,8,1,3,6,2,5,3,1,5,5,2,5,2,1,1,7,4,8,3,4,3,2,2,6,4,6,4,3,3
