"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"13",2,1,1,3,1,1,2,1,2,1,1,1,3,2,2,7,2,1,2,1,2,4,1,2,1,1,3,1,2,1,1,1,3,4,3,7,2,2,1,4,1,1,3,2,2,1,1,1,1,1
"14",1,1,1,3,2,2,1,2,1,1,1,3,1,1,5,2,1,2,3,9,1,1,1,2,2,1,1,2,1,1,1,2,2,7,5,1,1,3,1,1,1,3,2,1,1,1,2,1,5,3
"15",1,2,1,1,1,1,2,7,1,2,5,2,1,6,3,1,1,2,1,6,2,2,4,5,1,1,2,2,2,1,3,1,1,11,2,1,2,3,1,2,5,2,2,3,1,3,3,3,2,1
"16",1,1,2,2,1,1,2,1,5,2,1,1,1,6,1,1,1,2,2,1,4,1,2,7,1,3,9,1,1,1,3,3,1,1,1,5,3,1,1,5,1,2,2,2,1,3,1,1,1,2
"17",2,1,2,6,3,2,1,2,5,2,3,2,1,2,1,2,3,1,1,6,1,2,9,1,1,1,2,2,1,1,1,1,6,1,1,2,1,3,1,3,2,1,1,2,1,1,1,3,1,2
"18",2,1,1,1,4,1,1,1,2,1,2,1,1,2,1,3,1,4,2,1,1,7,1,2,8,1,1,2,1,2,4,1,2,4,1,2,3,1,2,1,2,2,1,3,2,1,1,2,2,1
"19",1,1,3,1,1,1,2,1,7,2,1,4,1,1,6,2,2,1,1,3,1,1,2,6,1,3,1,2,1,1,2,2,2,1,3,5,1,3,2,10,3,9,2,2,2,4,1,2,2,1
"20",1,3,1,1,1,1,1,1,8,1,1,1,1,2,2,1,3,1,2,1,2,1,1,3,3,7,1,2,4,1,3,2,2,2,1,2,1,1,5,1,3,3,2,1,1,1,2,1,1,1
"21",2,3,3,1,2,2,2,4,1,3,5,4,1,2,1,2,2,1,1,2,5,2,5,1,1,5,1,1,1,2,2,3,2,1,2,9,1,2,1,2,1,1,1,1,1,2,2,2,2,1
"22",1,2,1,3,3,4,2,1,1,1,2,1,1,2,1,2,3,1,2,5,2,2,2,2,4,1,2,3,3,2,1,2,2,5,2,4,2,1,1,1,2,2,1,1,3,1,1,1,1,2
"23",1,2,1,7,1,1,1,2,1,1,3,7,3,1,2,2,1,3,1,1,7,1,1,1,2,1,2,2,2,2,1,1,2,1,4,2,1,3,2,2,1,1,2,8,2,1,1,1,3,1
"24",1,3,2,2,6,3,4,3,2,2,2,3,1,1,1,1,1,6,1,1,1,4,2,1,2,2,1,2,2,7,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2
"25",3,1,2,3,1,2,1,1,4,2,1,4,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,5,1,1,7,1,1,11,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1
"26",2,1,2,1,2,1,1,1,5,2,1,1,2,4,3,5,2,7,4,2,1,1,1,2,1,2,3,2,1,2,3,1,1,8,1,1,8,1,1,1,1,1,4,1,3,1,1,2,1,1
"27",9,1,1,7,1,1,1,1,2,1,3,1,3,1,1,3,2,1,9,1,1,10,7,1,1,1,1,1,2,2,1,2,3,1,2,6,2,1,1,3,2,2,1,1,9,5,1,1,2,1
"28",2,1,1,4,2,1,6,1,1,2,2,1,1,4,1,2,1,7,1,1,2,1,2,2,1,2,2,1,1,2,2,4,2,2,4,2,1,1,1,1,2,1,2,5,1,1,3,2,1,1
"29",3,2,2,1,1,1,2,2,1,1,1,3,3,8,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,4,1,1,2,3,3,2,1,1,1,2,1,4,6,2,2,2,2,1,2
"30",1,3,2,2,2,1,2,2,3,3,2,2,1,1,1,3,1,2,1,2,2,1,2,1,1,1,1,3,1,1,1,2,3,2,2,1,1,2,2,2,2,9,2,2,2,1,7,2,1,3
"31",1,2,3,2,1,2,3,2,1,1,1,2,1,1,9,1,2,1,4,2,3,3,6,1,1,1,1,1,2,2,2,1,1,3,2,2,1,2,2,2,1,1,1,6,1,1,2,1,2,2
"32",2,1,1,2,1,2,1,3,7,2,3,1,2,2,1,2,1,2,2,6,2,2,3,3,8,2,1,2,2,1,2,7,2,1,2,2,1,1,8,4,1,3,2,1,3,1,1,1,5,2
"33",2,2,2,3,1,1,2,2,1,1,1,2,1,3,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,5,1,5,2,1,1,2,1,3,2,1,1,2,2,2,1,1,2,1,4,2
"34",3,2,1,2,1,3,4,1,2,1,3,1,1,6,2,1,8,1,1,8,2,2,3,3,1,2,1,8,1,2,1,2,1,1,1,2,1,2,1,1,1,3,3,1,2,1,1,4,2,1
"35",1,2,1,1,2,1,1,2,1,2,2,1,6,2,6,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,1,1,1,1,6,4,2,3,2,1,1,2,1,1,1,2,2,3,2
"36",2,1,1,1,1,2,2,1,2,3,1,1,4,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,4,3,2,2,1,1,4,1,3,3,1,1,2,1,1,1,2,2
"37",2,1,1,1,1,2,3,1,2,1,1,2,1,1,8,4,2,1,1,2,2,1,2,1,2,3,1,1,1,2,2,1,1,4,1,2,3,3,1,1,2,2,1,2,2,1,1,1,3,4
"38",2,2,4,1,1,2,1,3,2,3,1,1,2,1,2,1,3,2,2,8,6,2,6,2,2,1,2,5,1,2,10,1,1,1,1,2,1,1,2,1,1,2,7,1,4,1,2,1,2,3
"39",1,3,1,2,2,1,1,2,1,6,1,2,1,9,1,4,1,2,2,4,1,1,1,1,1,3,8,1,1,2,2,2,2,1,1,6,10,2,3,2,1,3,1,1,3,1,1,1,1,2
"40",3,2,1,2,2,1,1,2,4,1,2,1,1,1,2,4,1,2,1,1,2,1,1,4,1,1,1,1,2,2,2,1,3,3,2,1,1,2,1,1,1,1,6,3,1,2,1,2,2,8
"41",2,1,2,3,2,5,3,1,1,1,1,1,2,3,2,2,1,1,4,1,2,6,10,1,3,9,3,5,2,1,1,4,3,1,3,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1
"42",1,2,2,8,4,1,2,4,1,1,2,2,3,6,3,2,8,3,1,1,1,3,1,1,2,1,4,1,1,1,3,2,3,3,1,10,2,3,1,1,1,2,1,1,2,2,6,1,1,1
"43",2,3,2,1,3,2,2,5,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,3,3,1,2,6,8,3,1,1,2,1,1,1,1,1,3,3,1,2,1,5,1,5,1,3,1,2
"44",1,1,1,3,1,1,1,1,1,4,1,1,1,2,2,1,2,2,4,1,1,10,2,1,1,3,8,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,3,5,1
"45",4,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,7,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,2,1,1,1,1,1,1,2,2,5,1,2,1
"46",2,2,5,1,1,3,3,1,1,7,1,2,1,1,8,1,1,6,8,1,1,2,2,1,2,2,1,1,1,1,3,2,3,1,3,3,2,1,2,2,1,1,4,2,3,1,1,1,4,4
"47",7,8,1,1,1,2,1,1,1,7,2,2,1,1,1,2,2,3,1,4,2,1,1,1,1,1,1,2,1,3,4,1,8,2,1,3,1,3,3,4,2,1,3,2,1,5,2,1,2,1
"48",3,1,5,2,4,1,2,2,1,1,1,3,3,6,1,1,7,2,1,4,1,4,2,3,1,1,2,2,3,4,2,2,1,2,3,2,1,2,3,1,2,1,2,1,1,1,2,1,2,2
"49",2,1,1,1,3,2,2,1,1,1,1,1,2,2,1,1,2,4,1,2,1,1,2,2,2,1,4,2,1,3,2,5,1,1,2,1,1,1,1,2,3,2,3,1,3,2,1,1,1,3
"50",9,4,1,1,2,5,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,5,8,1,1,1,1,3,2,7,2,1,3,11,1,1,2,1,1,2,1,2,2,1,1,2,1,1
"51",2,1,5,1,1,2,2,2,1,1,1,2,1,1,1,1,1,3,3,1,1,2,2,1,2,2,2,5,2,2,1,1,4,1,1,2,1,1,3,1,2,1,1,1,2,6,2,4,2,1
"52",3,2,1,1,2,2,3,1,4,1,1,1,3,1,1,1,3,1,1,1,9,2,2,2,2,1,1,1,1,1,2,1,9,2,5,1,1,1,3,1,2,3,2,1,1,1,2,1,2,1
"53",1,5,1,2,8,2,7,2,2,1,2,2,4,2,3,2,1,1,1,4,1,1,10,2,2,1,1,1,1,1,1,1,9,1,1,2,1,1,1,5,2,2,2,1,1,2,1,1,6,1
"54",3,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,3,1,2,1,2,2,3,2,2,1,3,1,1,2,2,2,2,3,2,8,1,1,3
"55",2,3,1,7,1,1,1,3,1,1,1,1,3,1,2,1,2,3,3,3,1,2,1,2,7,2,2,3,1,1,1,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1
"56",3,2,7,3,1,2,1,2,1,1,1,2,1,4,2,1,1,2,2,3,7,4,2,6,1,2,1,1,6,2,1,4,2,1,6,2,1,2,1,1,4,1,2,1,1,3,1,1,1,1
"57",1,2,1,1,1,1,1,7,3,2,1,3,3,4,1,1,1,1,2,6,2,1,1,1,1,2,2,2,1,6,10,3,1,10,2,2,4,6,5,1,4,2,1,4,1,1,1,7,2,3
"58",1,2,1,1,1,1,2,1,3,1,1,4,1,3,1,4,1,1,1,3,5,2,1,1,2,1,3,2,2,4,1,1,1,1,1,3,1,1,4,4,1,2,1,1,4,1,2,1,1,3
"59",1,2,1,2,4,2,3,2,2,3,1,2,1,3,4,1,2,1,1,1,1,1,1,1,3,2,2,3,1,8,2,1,1,2,2,3,1,2,1,2,3,2,2,3,3,1,1,1,1,2
"60",2,1,3,3,1,1,1,1,1,1,2,1,1,2,3,1,5,1,3,1,3,8,2,2,7,1,5,2,1,2,1,1,3,2,1,1,2,2,7,1,6,1,6,3,2,2,3,1,2,1
"61",2,1,1,2,4,1,2,6,5,1,1,2,1,2,1,1,1,2,6,2,3,1,1,2,1,1,1,4,1,2,1,1,5,5,1,2,1,1,7,2,1,2,1,1,1,2,2,1,2,2
"62",2,1,1,1,1,3,1,5,1,1,1,1,1,1,3,2,2,3,2,1,4,2,1,3,1,1,1,1,1,3,1,1,1,1,1,4,1,4,1,1,1,2,6,3,1,2,2,2,2,5
"63",1,1,1,6,4,2,1,2,6,9,1,2,2,1,1,2,1,1,1,1,3,2,1,1,2,1,3,1,2,2,3,2,2,1,2,8,3,1,2,1,1,2,1,2,2,1,1,2,2,1
"64",1,1,8,1,6,5,1,5,3,2,2,2,1,1,1,3,1,1,1,1,5,1,1,1,2,2,1,1,2,5,3,1,1,1,1,2,1,1,4,1,2,1,2,1,1,1,2,1,3,2
"65",1,1,2,2,1,7,4,1,4,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,2,2,1,1,2,1,3,1,3,1,1,2,8,1,8,1,2
"66",1,6,1,1,2,2,3,10,3,3,2,1,1,3,3,4,1,2,1,1,2,1,3,2,1,2,1,1,2,4,2,1,1,1,1,1,1,1,2,1,1,2,3,2,1,4,4,1,3,4
"67",1,1,2,1,2,2,1,1,3,2,1,2,1,1,2,2,1,1,1,2,3,3,3,1,2,1,1,1,1,7,1,1,4,1,2,2,1,4,1,3,2,1,3,1,3,3,4,1,1,2
"68",1,3,2,2,1,2,1,1,1,1,1,5,2,1,2,1,2,5,1,2,3,1,1,2,2,2,4,4,1,3,2,1,7,2,2,2,1,1,2,2,1,1,2,1,2,1,6,2,1,3
"69",6,1,1,7,1,1,3,3,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,5,2,4,1,2,2,2,2,2,2,2,2,2,1,4,2,1,1,1,8,2,1,2,2
"70",2,1,1,1,1,2,1,2,1,3,4,1,2,1,1,1,6,1,1,1,2,1,1,3,1,2,1,3,2,2,1,1,1,2,3,2,2,2,1,4,1,1,6,2,1,2,3,1,3,1
"71",2,1,1,1,1,1,1,1,7,1,2,1,2,1,2,2,2,1,1,1,1,2,3,3,2,1,1,1,2,1,1,3,1,2,1,1,2,2,2,2,1,1,1,2,1,4,4,1,1,2
"72",2,2,3,3,1,6,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,1,1,2,3,3,1,4,5,3,2,3,1,3,1,1,1,2,1
"73",1,2,2,1,2,3,4,4,2,1,2,2,3,2,2,1,2,1,1,2,2,1,2,2,2,2,8,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,7,2,3,2,4,1,6,1
"74",5,2,2,1,1,1,1,2,1,11,1,5,1,1,3,1,1,2,1,1,4,1,1,1,1,3,2,2,2,5,1,2,1,1,1,1,4,1,1,2,4,2,1,2,1,3,1,1,1,1
"75",2,3,4,1,1,1,5,1,1,2,2,8,1,6,1,2,3,1,2,1,1,4,1,2,7,1,3,2,1,1,2,2,1,3,1,1,1,1,2,1,1,2,2,1,1,3,1,2,10,2
"76",2,3,1,3,1,1,4,1,1,1,1,1,1,8,1,2,1,1,5,2,1,2,1,2,1,1,1,5,2,1,1,2,1,3,2,1,2,1,2,4,5,1,1,1,1,1,1,1,4,2
"77",1,2,1,1,1,1,2,2,2,1,2,3,1,1,2,1,3,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,9,1,1,2,1,2,1,6,1,1,2,2,1,3,1,1,3
"78",1,1,1,2,2,2,1,1,2,3,2,2,1,4,1,1,1,2,2,1,4,1,2,3,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,2
"79",3,1,1,2,3,1,2,1,1,2,4,1,1,1,1,2,8,3,2,2,1,1,1,2,1,2,2,2,1,1,3,2,1,1,2,1,6,2,2,3,2,2,2,1,1,2,1,2,1,3
"80",3,1,1,1,5,4,1,1,2,1,1,1,1,1,2,3,1,3,3,1,1,2,1,3,3,1,1,1,2,3,1,1,1,1,6,7,2,2,1,2,3,6,2,1,2,1,2,2,2,5
"81",2,1,1,2,2,2,1,2,2,4,2,10,2,1,1,1,1,1,2,3,1,1,3,1,3,1,2,2,2,2,2,1,1,5,2,3,2,2,1,5,1,1,4,2,2,3,2,3,2,1
"82",3,2,2,5,1,1,1,3,3,2,4,1,1,9,1,3,1,2,2,7,2,1,2,1,2,4,1,1,2,2,1,1,2,1,1,5,2,1,1,1,2,1,5,4,1,5,2,2,2,1
"83",2,2,1,1,2,1,1,1,1,2,2,2,3,2,1,1,4,2,1,1,4,1,1,3,1,2,2,1,2,1,2,2,2,1,1,6,5,2,1,2,2,3,3,2,2,2,1,1,1,2
"84",1,1,1,2,1,3,1,3,1,1,1,4,1,2,4,1,4,1,4,2,2,1,1,3,1,3,6,1,1,1,1,1,10,3,3,2,1,2,1,1,2,3,2,1,2,2,1,1,1,2
"85",2,1,2,2,1,1,1,1,2,2,3,4,1,2,1,3,2,2,1,1,3,2,1,2,1,3,1,8,1,1,1,2,1,1,1,1,7,1,2,3,9,1,1,1,1,1,2,1,1,11
"86",2,1,2,1,2,1,4,1,2,1,2,1,5,1,2,1,1,6,1,2,4,2,1,2,1,1,2,2,2,1,3,3,1,1,2,1,2,5,4,3,2,1,1,1,1,1,1,3,2,2
"87",3,2,1,2,1,5,1,2,1,1,1,1,1,2,3,1,3,1,5,2,7,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,3,1,2,1,1,2,1,2,1,2,2,4
"88",2,1,11,1,2,1,8,1,4,3,2,2,1,3,1,1,1,3,3,3,1,4,3,2,2,1,2,1,3,1,1,2,1,5,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,6
"89",1,1,9,1,2,1,2,4,2,5,2,1,2,2,3,2,2,2,2,1,2,2,4,1,5,1,1,1,4,1,4,2,5,2,1,1,4,1,1,1,4,6,1,2,5,1,3,1,2,1
"90",1,1,4,1,2,1,2,2,5,1,3,1,1,1,1,5,2,1,1,3,2,4,2,3,4,1,2,1,1,1,4,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"91",1,1,2,1,1,2,2,2,1,1,6,1,2,1,2,2,4,1,1,1,2,2,1,2,1,1,1,1,1,2,11,1,3,2,1,1,2,1,1,1,1,2,2,5,1,5,2,4,2,2
"92",1,1,1,1,3,3,2,1,2,2,3,1,1,3,2,3,6,6,1,2,1,8,1,1,1,2,1,2,3,2,1,2,1,1,8,1,2,2,2,1,1,1,1,3,1,1,3,2,2,6
"93",1,1,2,1,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,2,1,1,1,1,1,1,1,4,1,3,2,10,1,2,1,1,2,1
"94",5,1,4,2,1,2,2,1,1,1,2,1,2,1,2,1,3,1,2,4,10,1,2,2,5,6,3,2,3,1,1,2,1,5,2,2,1,3,3,1,1,6,4,2,2,3,1,1,3,1
"95",1,1,2,1,1,1,1,2,3,2,3,4,2,1,2,2,1,1,1,1,1,1,3,2,1,2,4,2,2,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4
"96",4,1,1,1,4,4,1,7,1,1,1,1,2,1,3,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,4,2,2,2,1,1,6,2,2,3,2,1,1,1,1,2,1,1,1,1
"97",2,2,1,2,1,1,2,1,1,4,2,1,1,3,1,3,4,2,2,2,2,2,2,2,7,2,1,1,1,4,2,2,2,10,2,2,3,1,1,5,2,1,3,1,2,1,1,2,1,5
"98",1,5,1,2,1,3,5,1,2,1,1,1,1,1,1,4,1,2,3,1,1,1,2,1,1,1,4,2,1,1,1,1,3,1,1,4,2,1,1,4,7,1,1,2,2,1,2,3,2,3
"99",3,2,1,3,2,1,3,2,1,2,2,1,2,4,3,2,3,1,1,2,1,6,2,1,1,1,2,3,1,1,2,2,2,1,1,1,2,4,1,2,1,1,1,1,1,2,2,1,3,1
"100",2,3,6,1,1,1,2,1,1,1,2,3,1,2,2,2,1,1,2,2,3,2,1,1,1,2,1,1,2,2,3,2,2,1,3,1,2,3,1,1,1,2,1,1,2,1,2,2,1,2
