"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"11",6,2,6,6,1,3,4,1,4,3,3,1,2,6,5,4,3,6,4,2,6,4,2,2,5,5,3,4,1,6,5,4,6,3,1,1,6,1,4,5,4,4,5,5,6,6,3,5,3,4
"12",4,6,6,1,5,1,1,3,4,3,1,1,4,5,2,3,5,4,5,1,1,6,5,5,6,3,5,5,3,3,6,3,3,1,6,2,3,5,2,5,2,5,3,4,3,5,4,5,1,5
"13",1,5,4,1,1,2,4,3,3,6,1,6,6,3,5,3,3,4,2,1,3,3,3,3,1,2,1,6,1,5,5,6,2,4,3,3,3,4,5,5,3,1,6,6,2,4,6,1,4,4
"14",3,1,3,4,2,4,2,4,6,3,6,5,6,3,6,5,6,6,5,5,5,6,6,6,4,3,2,6,5,3,3,3,1,5,4,5,1,6,1,6,5,1,4,6,1,4,2,2,1,1
"15",2,5,2,6,5,6,4,6,1,4,2,1,3,4,4,4,5,1,1,3,5,5,5,5,5,2,5,4,1,1,2,3,1,6,1,4,5,6,2,4,3,6,1,3,3,2,4,4,2,4
"16",2,2,1,3,6,2,5,4,6,2,4,2,1,2,1,2,3,1,3,3,1,1,3,3,1,6,2,4,5,6,2,5,6,6,5,5,3,1,3,5,6,5,5,4,3,4,5,6,5,5
"17",6,6,1,4,1,4,4,5,6,2,6,5,3,2,1,1,4,2,4,4,6,1,6,2,5,5,4,1,3,1,5,1,4,4,3,3,2,3,5,6,4,5,2,6,1,1,5,3,5,3
"18",3,2,4,3,6,5,2,2,6,3,4,3,4,6,6,5,5,5,2,1,4,5,4,6,6,5,3,4,3,3,5,2,5,4,5,2,5,2,4,6,4,3,2,4,4,2,1,3,4,5
"19",3,5,2,4,6,1,5,2,1,1,3,2,5,1,3,5,4,4,1,4,6,6,3,5,2,4,1,1,4,5,1,6,1,6,5,4,3,6,5,6,3,5,4,6,3,3,2,1,2,5
"20",6,5,5,6,6,4,5,6,1,1,3,1,5,5,4,3,1,4,2,2,2,1,6,4,5,5,3,5,1,5,3,4,5,2,6,4,6,6,1,4,4,2,4,1,2,1,4,5,3,6
"21",6,4,3,4,5,6,2,6,4,3,4,1,2,5,6,4,6,3,3,1,3,4,5,3,5,6,6,5,2,5,5,3,2,1,2,3,4,2,3,3,4,4,6,3,4,4,5,4,5,4
"22",2,3,2,5,5,4,5,1,6,6,1,5,3,5,3,4,6,2,4,2,6,4,2,6,1,6,1,5,6,2,2,2,4,1,3,4,6,1,1,6,1,4,3,4,5,5,6,3,1,5
"23",1,5,3,3,1,6,2,6,2,3,4,5,1,6,4,1,3,4,3,1,3,5,4,6,4,4,3,3,5,2,4,6,4,1,4,3,6,5,6,5,6,3,5,2,6,1,4,6,2,4
"24",6,3,5,6,3,2,4,6,4,6,4,2,6,6,2,5,1,2,5,2,6,2,4,1,3,4,6,6,3,1,3,2,2,1,2,4,6,1,2,6,3,5,3,5,4,5,4,6,3,1
"25",6,2,4,5,6,4,4,1,4,5,2,2,4,6,1,3,4,2,2,5,1,6,5,3,5,1,5,4,6,1,3,2,4,1,3,2,5,4,2,2,1,1,2,2,4,4,5,3,5,2
"26",3,4,1,5,2,3,6,2,4,1,6,2,6,4,3,1,4,6,4,4,6,4,3,2,6,4,1,3,3,5,4,5,5,1,6,4,3,1,6,3,2,1,3,6,2,4,5,1,1,5
"27",5,6,5,2,1,1,5,3,5,1,6,1,6,1,3,2,6,6,2,2,6,3,3,1,4,5,1,6,5,3,5,2,1,6,1,6,2,6,6,6,2,4,5,1,3,3,6,6,5,5
"28",2,2,6,5,5,3,2,5,2,1,6,6,4,4,5,1,6,3,6,2,1,4,6,1,4,1,3,5,4,3,2,6,1,5,2,4,1,3,5,1,3,5,1,1,5,5,2,5,3,4
"29",1,2,6,3,2,2,5,5,2,1,6,3,3,5,4,1,6,6,2,2,6,5,4,4,6,3,5,4,4,6,4,6,4,4,2,4,6,1,5,4,4,4,2,3,5,6,5,4,2,2
"30",6,3,2,1,1,4,6,6,3,1,5,4,3,4,3,1,4,1,5,2,6,3,5,3,5,1,6,5,4,1,3,3,2,5,6,4,4,2,6,3,6,1,6,4,3,3,3,2,4,5
"31",1,6,2,2,6,6,5,1,1,1,4,5,5,1,3,3,1,3,6,2,6,6,3,1,2,4,2,1,1,4,5,1,6,2,2,1,2,2,4,1,4,4,5,1,2,6,4,2,4,3
"32",4,1,5,3,6,3,6,6,4,6,6,6,5,6,6,5,3,5,5,6,2,6,6,4,1,4,2,6,2,3,3,4,1,4,1,2,6,2,4,6,5,5,5,5,1,3,4,6,1,6
"33",4,5,4,4,4,4,4,6,3,3,4,2,1,4,3,3,2,6,6,3,5,2,3,2,4,6,3,1,5,6,1,4,6,1,2,4,3,3,1,5,6,1,1,2,1,1,1,1,3,6
"34",6,3,5,5,4,5,6,3,5,5,6,6,2,5,1,1,5,2,5,6,6,1,2,4,5,3,5,2,1,2,4,4,1,1,3,6,3,1,4,3,2,2,6,2,3,5,3,1,6,1
"35",1,3,2,5,3,6,2,4,2,1,1,4,1,4,5,5,3,4,4,1,6,2,2,1,1,1,3,6,4,5,2,5,3,5,2,5,5,1,6,6,1,3,1,6,2,4,6,4,5,3
"36",1,3,5,5,4,5,3,5,2,6,2,1,3,2,1,5,6,2,2,1,2,2,6,5,3,1,6,3,1,3,2,5,2,2,6,1,4,1,3,4,1,3,5,5,3,2,4,4,1,6
"37",5,3,1,3,4,5,2,3,6,1,6,3,5,5,6,6,6,2,5,4,2,2,6,5,4,3,4,2,3,2,4,3,2,2,2,5,2,3,6,4,1,5,1,2,6,6,5,4,5,4
"38",1,5,3,2,6,5,2,5,5,1,2,4,3,1,6,2,3,4,3,1,2,6,2,4,5,1,5,5,5,5,5,3,1,4,5,6,3,5,1,6,2,1,1,6,2,3,3,4,4,2
"39",6,6,4,2,1,2,4,4,1,2,1,6,6,6,3,3,1,6,1,4,2,3,3,1,1,3,1,5,4,3,4,5,5,4,3,3,3,3,3,5,2,6,6,2,6,3,5,3,5,3
"40",2,4,6,4,6,2,2,4,4,4,1,1,5,3,3,1,6,1,3,4,6,3,1,1,5,6,3,4,4,6,5,4,2,1,2,3,4,2,1,1,6,2,3,5,2,6,6,2,4,2
"41",5,5,1,2,4,5,2,6,5,1,5,4,5,5,2,3,2,2,4,2,4,4,5,4,5,4,4,1,3,4,5,1,4,6,3,4,4,4,1,5,6,1,5,2,2,4,3,1,4,5
"42",6,4,1,6,4,3,4,3,3,3,2,6,3,5,3,1,6,4,4,5,5,2,1,2,1,4,4,2,1,3,1,5,2,5,4,6,2,4,1,1,6,2,5,1,6,6,5,4,6,5
"43",5,4,6,5,1,1,5,2,1,2,4,3,6,6,4,6,1,6,4,5,2,6,4,3,2,3,1,1,3,6,5,2,4,5,6,5,1,4,6,6,6,1,5,2,6,5,4,1,1,4
"44",6,3,1,2,6,2,4,1,6,6,6,4,5,3,6,6,2,6,4,4,5,6,2,4,3,3,3,1,3,6,1,2,1,4,2,1,1,3,2,2,3,1,5,2,3,6,4,2,6,2
"45",5,1,2,5,5,5,1,2,1,6,5,4,2,5,3,5,6,4,1,4,1,4,6,1,2,4,5,5,1,6,4,5,6,5,3,6,4,6,6,6,5,3,5,5,3,6,6,4,4,3
"46",6,1,5,6,4,2,1,2,2,1,1,4,6,2,2,6,1,6,3,1,2,3,5,3,1,3,1,4,1,1,4,2,1,2,1,6,6,1,3,1,2,6,5,2,3,5,4,3,4,6
"47",2,6,2,4,6,4,1,6,1,6,1,5,1,4,1,4,6,4,1,2,3,6,5,1,2,2,1,6,1,1,4,3,4,2,4,6,3,1,2,6,6,5,6,6,6,5,4,3,3,1
"48",4,6,1,3,5,5,2,6,3,3,5,4,6,5,5,6,6,3,2,5,6,3,4,2,1,3,3,1,2,2,4,6,5,6,3,1,4,6,4,4,5,4,2,4,5,6,1,2,2,3
"49",1,4,3,2,2,3,4,1,2,6,4,1,2,1,1,5,6,6,2,6,1,4,4,3,6,6,4,3,1,5,5,6,4,5,1,5,5,4,6,1,4,2,2,3,2,1,2,6,1,6
"50",4,4,6,3,5,4,2,4,6,6,3,4,3,6,4,1,4,3,6,2,4,3,4,3,2,5,2,3,4,6,4,2,4,6,5,4,5,1,2,2,1,6,6,6,1,2,6,1,2,5
"51",3,6,5,2,5,3,6,2,5,3,1,2,2,1,4,5,1,2,1,1,2,2,3,5,6,1,5,5,6,6,3,3,6,2,2,6,5,5,5,3,3,6,6,5,3,4,6,4,2,4
"52",1,4,2,5,5,1,5,6,6,5,1,6,2,2,4,1,1,3,6,4,6,3,6,4,1,2,6,1,2,4,4,4,5,3,1,2,3,3,4,6,5,4,2,2,6,4,5,2,1,3
"53",5,1,5,3,5,6,6,3,6,4,2,6,4,6,3,4,2,1,3,5,1,6,4,1,1,1,5,2,2,3,2,4,1,5,6,6,3,1,6,6,1,6,6,3,1,3,5,4,5,4
"54",1,3,6,3,1,4,3,4,5,1,1,5,6,5,1,4,3,1,3,6,5,4,2,5,3,5,2,3,3,5,3,3,5,5,2,3,4,6,5,3,4,5,3,1,5,6,1,5,4,6
"55",2,2,4,3,2,4,1,1,1,6,4,3,3,3,5,2,1,4,6,3,1,3,4,3,2,1,6,3,5,2,2,4,3,3,3,2,2,6,6,5,5,4,4,1,2,6,5,2,1,6
"56",1,5,1,4,5,6,3,6,4,3,2,1,3,4,2,2,1,4,1,4,6,1,3,1,1,3,6,1,5,1,1,2,2,3,1,6,5,2,6,6,2,3,5,2,6,1,5,4,5,1
"57",6,1,1,3,6,3,4,2,4,4,2,4,5,3,5,6,5,5,2,3,1,4,6,2,2,5,4,1,1,5,6,6,1,1,2,6,6,4,2,4,1,5,5,6,1,3,6,3,3,6
"58",6,6,2,4,2,5,5,2,6,3,6,2,3,1,6,3,2,4,2,2,6,4,5,3,4,3,2,1,5,3,6,4,2,1,5,2,6,2,6,1,2,4,4,1,3,6,6,3,3,6
"59",1,2,4,6,3,3,5,6,4,4,3,5,1,1,4,4,6,4,1,4,1,4,4,3,4,1,5,1,4,4,5,5,6,5,2,5,6,4,1,1,2,5,1,5,1,3,2,1,1,3
"60",5,2,2,4,1,5,6,6,1,2,5,6,3,4,1,5,3,1,2,1,3,2,1,6,6,4,3,4,5,2,2,2,6,5,3,6,2,6,5,5,6,5,4,6,1,5,5,6,2,2
"61",4,6,5,1,6,6,6,1,5,4,2,4,2,3,4,5,5,3,5,2,3,4,3,2,2,5,2,2,5,4,1,6,1,1,2,3,5,4,1,5,2,2,3,1,5,2,1,3,3,4
"62",6,1,2,2,2,3,1,1,3,2,1,2,2,1,3,5,1,5,6,5,5,6,3,1,2,5,3,2,1,2,3,3,5,4,1,4,3,6,4,1,4,2,4,1,1,6,2,1,1,3
"63",3,4,3,4,3,5,4,4,5,5,2,2,4,6,4,2,5,6,2,2,6,5,2,6,5,3,2,1,1,6,3,3,6,2,2,3,5,5,3,6,1,4,2,1,1,3,4,5,2,3
"64",4,4,3,5,5,4,4,1,3,5,1,4,2,6,3,5,1,3,2,3,2,4,3,2,6,2,6,6,3,2,4,1,2,6,5,4,3,5,3,4,3,6,5,3,1,5,2,2,1,1
"65",1,1,3,6,1,2,4,3,4,4,5,4,6,2,1,4,6,4,1,5,6,2,2,1,3,5,5,2,6,5,6,2,4,6,4,5,3,1,2,6,5,5,5,5,6,6,5,4,2,3
"66",2,1,5,1,6,4,4,2,6,3,6,2,4,4,5,1,5,5,6,2,1,6,1,1,5,1,5,5,5,4,3,6,3,4,4,2,4,5,6,1,4,2,4,4,5,2,4,2,4,6
"67",4,4,5,1,6,5,1,4,2,1,4,2,3,3,1,1,6,6,2,3,6,5,1,5,2,3,2,3,6,1,3,4,6,3,5,6,5,4,4,2,2,3,5,4,5,3,4,1,1,6
"68",6,6,5,5,5,3,1,6,1,5,3,4,6,1,3,4,4,6,2,5,4,3,6,1,1,2,3,4,3,4,3,1,5,6,5,1,3,2,4,1,3,4,5,4,5,4,4,6,3,4
"69",1,6,6,3,4,6,3,3,3,6,3,1,6,3,2,6,1,4,2,2,5,5,3,3,3,6,5,4,4,5,2,2,5,2,5,5,3,2,1,2,2,2,6,4,5,3,5,2,2,4
"70",4,1,1,3,1,5,2,5,2,4,2,6,2,6,1,1,6,4,1,5,4,1,3,1,5,1,3,3,3,2,1,5,4,4,5,2,4,1,3,5,5,3,6,6,4,3,1,5,3,1
"71",1,5,1,5,2,2,5,6,5,3,6,1,1,3,5,4,4,6,6,1,5,5,2,5,2,1,2,6,6,4,3,4,2,3,5,6,4,4,3,5,1,4,4,1,3,4,3,5,3,4
"72",6,2,1,4,2,5,2,5,2,2,2,4,6,6,5,6,2,1,5,1,3,3,6,2,1,3,1,1,4,3,4,3,2,3,3,6,1,3,3,1,6,3,4,2,6,2,4,6,6,4
"73",4,2,5,5,1,5,4,6,2,4,5,1,6,3,4,5,4,2,2,6,1,5,5,5,6,1,3,6,6,4,4,3,1,4,1,2,5,1,3,1,2,1,5,1,1,4,2,2,3,5
"74",6,4,2,1,2,4,6,6,6,4,4,6,5,6,6,5,1,3,4,5,2,5,5,5,4,5,2,3,6,6,5,6,3,1,3,1,4,6,1,5,4,6,6,5,2,6,6,2,6,2
"75",4,5,2,3,6,4,6,3,6,5,2,2,2,5,4,4,4,6,1,4,3,2,6,4,1,5,6,1,3,4,5,1,3,4,4,5,2,5,2,3,6,2,1,3,5,4,4,6,6,6
"76",4,3,4,1,3,6,1,2,2,6,3,4,5,3,4,6,1,6,6,1,5,2,2,6,2,6,5,2,5,3,5,2,6,5,6,4,4,6,3,1,3,6,2,4,2,1,3,2,1,4
"77",1,4,5,3,6,4,5,2,4,5,3,3,2,2,2,4,4,4,4,5,6,3,3,4,4,4,6,1,3,4,3,5,6,1,4,5,3,2,1,1,2,5,3,2,6,1,3,5,1,4
"78",2,6,2,6,5,6,2,5,3,4,1,5,3,4,3,3,2,5,3,4,3,3,2,3,4,2,4,6,1,4,3,5,1,6,5,1,1,1,1,6,5,4,4,6,3,3,6,2,1,5
"79",4,4,5,4,2,4,1,6,6,6,4,1,4,3,3,5,2,4,2,6,4,6,1,6,1,2,5,4,3,3,3,3,6,5,4,6,6,3,3,6,1,3,2,5,2,4,6,5,4,6
"80",5,6,6,6,4,2,3,6,4,1,2,1,1,3,6,2,3,3,2,4,5,3,2,1,6,3,3,6,3,6,4,2,6,2,4,2,6,6,5,5,5,5,3,4,4,5,6,3,2,6
"81",4,1,5,2,5,5,4,2,2,4,5,1,3,4,4,1,1,3,3,2,4,3,5,3,3,1,4,2,5,1,3,3,6,2,3,3,2,6,5,6,3,5,6,4,2,6,1,5,2,5
"82",1,5,6,4,2,6,3,3,5,3,3,6,1,3,3,3,4,1,6,4,2,2,5,6,5,1,6,3,3,3,4,2,2,4,5,5,2,3,5,6,3,5,4,6,6,6,4,2,5,6
"83",1,2,3,2,1,2,4,6,6,4,6,4,5,1,2,1,4,6,4,4,5,2,4,3,3,6,5,3,2,3,1,2,3,6,2,3,4,5,2,5,1,5,5,2,3,2,6,4,1,1
"84",3,4,5,6,4,4,4,6,1,6,2,2,1,4,6,5,6,5,1,4,1,1,1,4,6,5,5,6,2,6,6,4,5,5,3,3,5,4,5,2,3,6,6,1,1,2,1,1,5,1
"85",3,2,3,6,5,6,6,4,5,5,3,4,2,2,5,2,3,2,4,3,6,4,4,4,1,2,2,5,3,2,3,4,1,1,3,6,3,3,3,4,4,2,5,2,6,6,5,4,3,4
"86",4,2,6,2,4,4,4,4,4,3,4,2,2,5,5,6,4,3,4,2,4,5,2,1,3,2,4,3,6,6,4,6,5,2,5,6,4,3,3,4,1,5,1,1,2,3,5,1,4,5
"87",3,4,1,3,3,6,4,2,4,5,1,6,4,5,5,4,5,6,6,4,2,2,2,2,5,5,6,5,4,2,4,4,4,1,1,3,3,3,5,1,1,3,4,3,4,5,1,2,4,3
"88",2,4,3,4,5,2,4,2,2,5,6,3,2,5,5,6,6,1,1,3,1,3,6,4,3,5,5,3,1,4,1,1,4,1,4,4,6,3,5,3,2,3,2,4,1,3,3,5,4,1
"89",2,2,1,4,1,5,2,2,6,3,2,5,4,3,6,3,3,5,1,2,4,6,1,2,6,3,6,1,3,5,1,4,5,4,6,4,6,3,5,1,3,2,5,1,5,3,1,5,1,6
"90",5,3,6,5,3,2,4,3,2,6,6,5,5,4,6,3,6,6,4,1,6,3,1,4,2,4,6,3,2,2,1,4,2,1,4,3,4,2,5,6,6,3,5,6,4,2,6,5,2,1
"91",3,5,1,6,2,6,2,5,2,5,6,2,4,1,1,3,1,6,5,5,3,1,3,5,3,1,2,6,6,6,6,6,3,1,3,6,1,3,2,4,4,5,6,6,6,5,4,4,3,2
"92",4,1,4,6,1,2,1,4,2,6,2,4,4,4,1,2,6,2,2,4,2,4,1,4,5,4,5,1,6,4,4,3,5,3,3,1,4,4,2,6,2,1,6,4,4,1,2,3,6,2
"93",5,4,2,2,2,3,1,2,2,6,6,1,1,2,1,4,5,6,1,3,6,1,6,6,3,2,2,4,1,1,4,3,6,4,5,6,2,3,4,3,5,3,1,3,1,4,6,6,3,1
"94",1,2,2,4,1,3,4,5,4,2,4,5,4,5,4,5,1,1,4,5,5,6,6,2,2,4,4,3,4,6,5,3,2,6,2,2,2,2,1,3,2,2,1,1,1,4,2,5,5,1
"95",2,2,5,3,1,3,3,1,5,5,2,4,6,2,3,2,1,5,5,3,5,4,4,3,2,4,5,6,2,2,6,6,4,2,6,6,3,6,3,5,5,5,6,6,2,4,3,5,4,5
"96",1,3,6,3,4,1,3,6,6,6,3,3,6,6,3,1,4,4,3,2,6,5,4,6,2,4,1,5,3,6,1,6,1,5,2,6,2,4,5,1,6,1,5,5,2,6,2,3,5,2
"97",4,2,3,4,5,4,4,4,6,4,4,5,2,6,1,6,5,4,4,2,4,1,3,2,5,5,6,2,1,1,2,1,1,1,4,6,1,3,4,1,6,2,2,1,2,1,6,6,5,5
"98",2,3,1,6,4,4,6,5,1,3,1,6,5,1,2,4,2,5,2,3,3,5,6,1,6,4,2,3,3,5,5,5,4,6,2,2,4,1,3,3,2,5,6,2,3,1,1,6,1,5
"99",2,1,2,5,5,6,3,5,4,1,1,5,2,5,5,4,5,6,5,3,3,5,2,5,4,4,4,5,4,1,4,2,5,1,5,6,6,4,5,2,2,5,1,2,4,1,4,4,3,1
"100",4,5,4,3,4,4,3,3,6,4,5,2,3,2,3,3,6,1,5,3,1,6,1,5,1,1,1,1,1,3,3,2,6,2,1,4,2,5,6,5,1,6,2,6,6,5,3,2,2,6
