"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",2,2,2,1,3,1,3,1,1,1,2,1,1,1,2,3,1,2,1,1,2,1,3,1,2,8,1,1,3,1,2,2,1,3,1,2,2,3,2,4,1,2,1,1,1,3,3,3,2,1
"2",1,1,2,2,2,2,1,1,3,2,1,1,1,1,1,2,3,1,3,2,6,2,1,2,1,3,2,1,1,2,1,6,1,2,2,2,2,2,1,2,1,1,8,2,1,3,4,2,1,1
"3",1,1,3,5,1,1,1,1,1,1,2,2,4,1,1,1,9,5,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,6,1,1,1,1,2,1,1,1,8,1,2,2,3,9
"4",1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,3,3,2,2,1,2,3,1,1,4,1,1,1,1,1,4,1,2,2,1,1,3,2,1,7,2,1
"5",2,1,1,1,1,1,1,4,1,4,1,1,2,1,2,2,2,3,2,2,1,2,1,1,2,1,1,4,1,3,1,2,2,2,1,1,2,1,1,1,1,2,2,4,1,2,4,2,6,4
"6",4,2,1,2,1,1,1,1,1,9,1,2,2,1,2,1,1,3,1,1,2,3,6,1,2,1,1,2,1,1,1,1,1,6,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2
"7",2,2,1,1,2,2,1,1,3,2,2,1,1,3,2,1,1,1,4,2,4,1,5,1,2,2,1,1,1,5,2,2,1,2,1,4,1,1,2,3,1,1,2,1,2,10,1,1,2,1
"8",2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,3,2,1,1,2,7,1,3,1,2,2,3,1,1,1,2,3,1,4,4,1,3,1,5,1,7,1,2,1,1,3,1,2,2,1
"9",1,1,2,2,1,2,2,1,6,9,3,4,1,1,3,1,3,2,1,4,1,5,1,1,3,1,2,1,4,1,1,2,1,1,2,9,1,2,1,4,3,1,1,1,1,1,1,1,3,2
"10",2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,5,1,1,1,1,1,3,3,2,1,4,1,2,1,1,1,1,2,1,3,1,1
"11",2,1,5,1,2,1,1,1,2,9,2,2,2,1,1,1,1,2,1,1,2,2,4,1,5,2,1,2,2,1,1,1,1,7,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1
"12",2,2,5,1,1,3,1,2,1,1,1,1,2,2,1,2,2,3,3,2,2,1,1,7,1,1,8,3,2,1,1,1,1,1,1,2,3,2,1,1,8,1,3,1,2,1,1,1,5,1
"13",1,1,3,5,1,2,1,2,2,2,2,4,5,1,1,1,1,1,1,1,2,1,4,2,1,2,2,2,4,2,1,1,1,2,2,1,2,8,1,1,2,1,1,1,1,1,3,3,1,2
"14",2,1,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,11,3,1,1,2,1,1,2,2,2,2,2,1,1,1,7,1,1
"15",2,4,2,5,1,1,1,1,2,1,1,1,3,2,1,5,1,1,1,1,2,1,2,2,5,1,1,1,2,1,6,1,1,1,3,2,1,2,1,1,1,2,1,1,4,2,1,1,1,1
"16",1,1,4,3,1,2,1,2,2,2,6,3,1,1,1,1,1,9,4,1,1,1,1,2,5,2,2,3,1,4,1,1,2,1,1,1,1,2,3,2,4,5,1,1,2,1,1,2,4,3
"17",1,1,3,1,2,3,1,1,1,1,2,1,2,3,1,1,1,1,2,1,1,7,1,2,1,7,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,3,3,2,4,1,2,1
"18",1,5,1,3,1,1,2,1,3,2,1,2,2,1,2,1,2,3,1,6,1,1,2,1,1,2,1,1,1,2,2,2,1,2,6,1,3,5,1,1,1,2,1,2,1,5,1,1,1,1
"19",2,1,4,1,5,3,1,1,1,1,1,3,5,1,2,1,2,1,2,1,2,2,1,1,2,1,4,1,1,5,1,1,1,2,2,1,2,1,1,3,1,1,1,1,3,2,1,2,2,1
"20",2,2,2,2,9,8,1,3,2,2,5,1,1,1,2,2,6,3,1,1,2,3,2,1,1,1,1,2,1,2,3,4,1,2,2,4,5,3,1,2,2,2,1,2,3,1,2,2,3,1
"21",2,1,1,2,3,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,3,6,2,2,1,2,1,1,1,1,2,5,1,2,4,2,2,1,1,1,1,5,1,4,1,2,2,2,3,1
"22",1,1,3,1,1,2,2,2,1,2,1,2,1,3,2,2,1,1,5,1,3,2,1,2,2,3,1,1,1,3,2,1,1,1,2,3,4,4,1,5,3,5,2,1,2,1,1,1,2,6
"23",1,1,2,2,2,1,4,1,1,1,4,1,3,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,6,2,1,3,2,2,1,2,1,1,1
"24",1,3,1,1,1,1,3,1,2,1,2,2,5,6,1,3,2,1,5,2,1,1,1,5,1,1,1,1,4,8,1,2,4,3,1,2,4,2,3,1,2,1,1,1,9,1,1,1,1,1
"25",2,3,2,2,2,2,1,4,2,5,7,1,1,1,2,1,2,1,3,3,1,2,1,4,10,1,2,3,6,1,9,1,1,3,1,6,2,1,1,2,3,10,1,2,4,1,1,1,2,1
"26",6,3,2,2,2,1,1,2,4,1,6,2,1,2,7,1,1,4,1,2,2,1,3,7,3,4,3,2,1,1,1,3,2,1,1,2,1,1,8,1,2,1,4,4,1,4,1,1,2,1
"27",1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,5,1,4,1,3,2,1,1,2,2,1,4,1,1,1,1,2,1,2,1,4,7,2,1,1,1,4,3,2,1,2,1,2,1,5
"28",1,2,4,1,2,1,2,5,2,2,2,2,1,1,1,3,2,2,2,1,1,4,1,3,2,1,1,2,6,2,3,1,1,1,1,2,1,3,4,2,1,1,1,2,2,1,1,1,2,2
"29",4,7,4,2,5,4,2,1,1,1,1,2,2,2,3,3,1,1,1,1,2,1,1,2,1,1,1,2,11,3,1,1,1,1,2,2,5,2,5,2,3,2,2,2,3,1,1,1,1,1
"30",1,1,1,2,4,2,1,1,1,2,1,6,2,2,1,6,6,2,6,1,2,1,1,1,1,2,2,1,8,1,1,4,1,1,1,1,1,2,4,1,3,2,3,1,1,1,1,1,3,1
"31",1,5,3,2,1,1,1,1,1,1,1,4,1,5,1,2,4,1,1,1,2,1,3,1,2,4,1,2,3,2,1,1,2,1,1,2,2,1,1,1,2,10,2,2,1,1,2,1,2,7
"32",1,2,2,1,2,1,5,1,2,1,1,1,3,1,1,1,1,1,1,5,1,2,2,2,2,5,1,3,1,2,2,1,2,1,1,3,2,2,1,2,5,2,2,3,3,1,1,3,1,2
"33",2,2,3,1,1,2,9,1,1,2,1,1,2,2,2,1,1,1,2,1,1,9,2,2,3,1,2,2,1,1,3,2,1,4,2,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1
"34",1,2,1,3,1,1,1,1,2,2,3,1,1,3,3,1,1,2,1,4,4,3,4,2,1,1,7,1,1,1,1,1,1,2,1,2,5,4,1,2,1,1,2,1,1,2,2,1,1,2
"35",2,2,2,1,1,2,7,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,1,3,1,1,1,1,1,2,3,1,2,1,1,2,2,2,2,2,2,2
"36",1,5,1,1,2,2,1,1,1,1,2,1,2,7,2,3,1,3,1,2,1,1,2,2,1,10,1,1,1,2,3,1,1,3,1,2,2,3,2,1,2,1,1,3,1,2,1,2,1,2
"37",3,2,2,4,1,2,2,2,1,1,1,1,1,1,2,1,3,1,2,2,1,5,1,1,1,2,1,2,10,3,2,1,2,1,6,1,2,2,1,6,1,1,1,5,1,2,1,2,3,2
"38",2,1,1,1,1,3,2,2,2,2,1,2,2,1,2,1,4,3,2,2,3,2,9,2,1,1,1,2,2,1,3,1,1,1,1,3,1,2,1,1,4,2,1,1,1,1,2,2,1,2
"39",2,4,2,1,1,2,2,2,3,2,1,1,4,1,2,2,2,1,1,11,3,1,1,1,3,1,1,1,1,4,1,7,2,4,2,1,1,2,2,1,3,2,3,1,1,4,1,2,2,1
"40",2,7,3,2,1,1,2,3,1,1,2,1,1,2,2,1,1,3,7,2,1,1,2,1,2,2,2,2,1,1,6,3,1,1,7,9,2,2,1,1,1,1,1,2,1,7,1,1,1,1
"41",1,4,1,1,3,2,2,4,1,2,1,2,2,3,2,3,1,3,1,1,1,3,1,6,2,1,1,3,1,1,3,2,1,1,2,2,4,1,1,1,1,1,1,1,1,2,1,2,4,1
"42",2,2,1,1,2,4,1,2,2,2,1,1,6,2,1,2,3,2,2,3,1,1,2,3,1,6,5,1,3,1,2,1,1,1,1,1,1,2,3,1,2,2,1,2,3,1,11,1,1,1
"43",1,1,6,1,2,2,4,5,2,1,5,3,7,1,6,1,1,3,1,2,1,2,1,6,1,2,3,2,1,2,1,2,2,2,1,4,1,1,8,1,3,3,1,2,2,2,1,4,3,1
"44",1,1,3,2,2,3,8,2,2,1,3,1,1,8,2,3,5,2,1,1,1,1,2,2,3,2,2,2,1,2,2,3,1,1,1,1,2,11,1,4,2,1,2,2,1,2,1,2,2,2
"45",2,1,2,2,1,4,4,3,1,4,5,3,3,2,1,3,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,5,2,3,3,1,1,2,2,1,5,2,2,1,1,3,2,1
"46",3,1,1,1,2,2,2,3,2,3,1,2,1,2,4,2,3,1,1,1,2,1,4,1,1,1,1,1,1,3,2,2,4,6,1,2,4,2,1,1,3,2,2,2,1,1,2,2,4,1
"47",1,2,1,2,4,7,4,1,4,2,2,3,2,1,3,1,3,2,2,5,2,1,2,2,2,1,2,6,1,2,1,2,2,5,2,1,1,1,3,3,2,1,1,8,1,2,1,2,1,1
"48",1,1,2,4,2,1,2,5,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,3,1,1,1,1,1,1,1,2,2,4,2,1,2,1,1,1,1,2,2,3,7,2,2,1,1
"49",3,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,8,2,2,1,1,3,1,3,1,1,1,1,3,1,2,2,3,2,2,1,3,1,1,1,2,1,1,3,2,2,1
"50",1,2,1,1,2,1,1,1,4,1,4,2,1,2,1,1,7,1,1,2,1,1,2,2,10,1,1,2,1,2,1,7,2,4,2,1,2,2,2,1,1,1,1,8,3,1,2,6,2,2
"51",1,4,1,2,2,1,5,3,1,1,4,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,10,1,3,2,5,2,2,1,3,3,1,5,8,1,3,1,4,1,1,2,2,1,1,1
"52",1,11,1,1,4,2,2,2,1,3,1,1,1,4,7,2,3,2,4,3,1,4,2,1,1,1,2,2,2,3,1,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,3
"53",1,2,2,2,9,6,2,1,1,2,1,1,1,1,2,2,3,6,1,3,2,2,1,1,8,6,2,8,1,2,3,1,1,2,5,7,2,1,2,1,2,8,2,1,3,1,1,4,2,1
"54",2,1,1,1,1,1,2,1,1,4,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,6,5,2,3,2,4,2,2,1,1,1,1,3,1,2,9,2,5,4,3,2,2,1,1
"55",2,3,3,2,2,3,3,1,2,2,1,2,6,2,3,4,1,2,2,1,11,1,1,1,2,3,2,1,1,1,1,2,4,2,2,2,1,4,1,3,1,1,2,1,2,3,1,2,1,1
"56",1,2,1,1,1,3,1,3,1,8,2,1,3,2,1,1,1,1,2,1,2,5,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,8,2,1,1,3,2,1,2,2,3,1,2,2
"57",2,2,3,1,3,1,4,1,3,2,3,1,5,1,2,2,3,1,6,2,1,1,1,2,1,1,1,1,1,1,3,2,3,1,7,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2
