"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",3,1,3,2,4,3,1,4,1,3,4,3,1,2,1,3,4,4,2,2,3,2,2,4,1,2,2,1,4,4,2,4,1,1,1,1,1,3,2,1,4,3,2,2,3,3,1,4,3,1
"2",4,3,2,1,2,4,1,2,1,1,3,2,2,3,4,3,2,4,4,1,2,3,2,3,3,3,1,2,4,3,2,4,4,3,2,1,1,2,2,3,1,3,3,1,2,1,1,2,3,1
"3",4,4,4,2,3,2,4,1,2,1,2,3,3,3,4,2,4,2,3,3,2,2,1,1,3,4,1,1,1,2,3,1,1,3,3,1,1,4,1,4,1,1,2,2,3,1,2,3,3,2
"4",3,4,3,4,4,3,4,3,2,1,3,3,4,2,3,3,4,3,4,1,2,3,1,4,3,1,2,1,1,3,1,4,3,3,1,4,2,3,1,1,4,3,1,1,3,2,3,4,2,2
"5",3,3,1,1,1,3,3,4,4,2,2,2,4,2,3,4,2,1,1,2,2,2,3,2,1,3,4,2,3,1,1,1,4,3,1,3,2,1,4,4,2,4,3,2,3,3,3,1,1,1
"6",1,2,2,1,1,4,1,2,1,3,3,4,4,3,3,4,1,1,3,1,1,3,2,2,2,4,4,2,1,3,4,2,3,1,4,1,1,1,4,1,2,4,4,3,2,2,4,2,1,3
"7",3,4,2,1,4,3,1,3,2,2,2,2,3,2,3,2,2,4,4,3,3,3,1,3,1,4,1,2,1,1,4,4,1,3,1,3,3,4,1,3,1,1,1,3,3,1,4,2,2,2
"8",3,2,2,3,1,2,1,2,2,4,2,3,1,2,4,4,2,1,2,2,1,4,4,3,1,2,3,4,4,2,4,3,4,4,4,4,2,4,1,4,2,4,2,4,1,4,4,2,2,4
"9",4,4,1,1,2,3,2,3,1,3,4,3,1,3,2,2,4,2,1,3,2,2,2,4,2,2,4,3,2,3,1,2,2,4,3,1,1,4,2,4,1,3,1,3,4,1,1,4,4,2
"10",4,4,4,3,4,3,1,3,4,2,2,1,1,1,1,2,3,3,3,3,3,4,1,3,1,1,2,1,2,3,4,2,2,2,3,4,3,3,1,1,3,3,2,4,4,1,3,2,4,1
"11",3,4,1,4,4,4,4,2,1,3,4,3,3,1,4,1,3,1,3,3,4,3,2,3,2,2,4,3,3,1,2,2,1,1,4,2,3,4,2,3,2,2,3,4,4,3,2,1,3,4
"12",2,1,3,2,3,1,3,3,4,3,4,1,2,3,2,2,3,3,2,4,1,1,1,3,1,3,1,3,1,3,1,4,4,1,1,1,3,1,4,2,2,4,1,1,3,4,3,3,3,3
"13",4,3,4,1,4,3,3,1,2,3,4,1,3,2,2,1,2,3,4,1,2,3,1,1,2,3,1,2,3,2,1,3,3,3,1,4,2,1,3,4,2,1,2,2,1,1,1,1,4,3
"14",3,4,4,1,4,2,1,3,3,4,4,2,3,4,2,4,1,3,2,1,1,3,3,2,1,3,4,3,1,2,2,1,1,3,4,1,4,3,2,2,3,2,4,1,2,1,4,3,4,3
"15",1,2,2,3,4,2,4,4,4,1,3,2,1,1,3,3,1,2,3,3,2,1,1,1,2,4,2,2,4,3,3,1,3,2,4,2,2,2,2,4,2,4,2,3,4,1,4,4,3,4
"16",1,4,3,2,2,4,4,2,1,1,1,4,2,3,3,3,3,3,3,1,3,3,4,2,1,4,3,4,2,3,1,2,3,4,4,3,4,1,1,3,4,4,2,3,4,4,4,2,1,3
"17",1,2,2,2,2,3,3,4,3,4,1,3,3,1,3,2,3,4,4,2,4,3,2,3,1,3,4,2,3,3,1,4,1,1,3,1,3,4,3,3,1,3,3,3,2,3,1,2,3,2
"18",1,4,1,3,4,1,4,2,2,2,1,2,3,3,4,1,1,3,4,1,4,3,1,1,3,3,4,3,3,3,2,3,3,4,3,4,4,2,1,2,4,1,2,4,4,4,3,2,4,3
"19",1,3,3,4,3,3,1,2,4,4,1,1,1,3,4,3,3,2,4,2,2,3,2,2,2,2,3,4,4,3,1,4,3,2,3,1,3,4,3,3,3,3,3,1,3,1,3,3,2,2
"20",3,2,3,1,3,3,2,1,4,3,3,2,3,2,4,2,4,3,2,2,4,4,3,2,2,4,4,3,4,1,2,3,3,1,3,3,2,1,3,3,4,3,4,1,3,2,3,3,3,4
"21",4,1,1,1,2,2,2,2,3,3,2,3,2,2,1,4,2,3,2,4,3,1,1,2,2,3,1,4,4,1,1,3,1,1,3,1,4,3,2,2,4,2,3,4,1,2,2,3,1,3
"22",4,2,4,4,3,1,1,1,1,3,1,4,3,1,4,2,3,2,2,2,4,1,3,1,1,2,4,2,2,4,3,2,2,2,3,4,2,1,2,4,4,3,3,4,3,4,3,4,1,2
"23",4,3,4,1,1,1,4,3,1,2,3,1,3,4,4,3,1,2,4,2,4,4,2,1,4,1,4,3,2,4,4,3,4,2,3,1,3,1,1,3,1,3,1,4,1,3,3,3,1,3
"24",1,1,2,4,2,4,4,2,2,1,4,4,3,3,1,3,2,4,4,4,2,2,4,4,3,3,2,2,3,3,2,3,2,4,4,4,3,4,3,2,2,1,2,1,4,3,2,3,2,3
"25",2,1,2,4,4,1,4,3,4,1,2,4,2,4,3,4,3,3,4,4,1,4,2,1,3,4,1,4,1,1,2,1,1,1,3,4,3,2,4,3,4,3,2,4,1,3,3,2,3,1
"26",2,4,1,2,1,1,3,2,2,2,1,3,1,4,1,4,4,4,4,4,3,2,1,1,3,1,2,1,2,4,2,4,4,3,3,2,2,1,4,1,2,1,1,2,3,1,2,4,2,3
"27",4,3,1,3,2,3,4,1,4,2,3,2,3,4,4,2,3,4,3,4,1,3,1,1,2,2,2,1,1,1,3,2,3,4,2,4,3,4,4,3,4,1,3,3,1,4,1,2,3,3
"28",1,3,3,2,2,3,3,3,1,4,2,3,1,2,2,2,2,1,3,4,3,2,3,4,1,4,3,3,2,4,1,4,4,3,1,2,3,1,4,3,2,4,2,1,3,4,3,1,3,3
"29",2,4,1,4,3,4,2,4,3,4,4,1,2,3,3,2,1,1,2,1,2,4,4,3,4,3,1,3,2,3,3,4,2,1,1,3,2,1,2,3,3,1,1,4,2,2,2,3,1,1
"30",3,4,4,1,3,2,1,2,2,4,1,4,2,3,3,4,1,2,3,2,2,3,2,2,3,2,1,2,1,1,2,1,3,4,4,2,1,2,2,4,3,2,3,3,2,1,2,2,1,4
"31",4,3,2,1,2,2,3,1,1,2,2,2,3,2,3,1,2,4,4,4,3,3,3,3,3,1,3,3,4,1,3,2,1,4,4,1,1,3,2,2,4,4,2,1,4,4,2,3,2,3
"32",2,1,3,1,2,1,4,2,1,4,3,3,1,2,3,1,4,1,3,4,3,4,2,4,2,1,2,4,4,3,4,2,4,1,1,1,2,1,3,4,2,1,1,2,1,2,3,2,2,3
"33",3,2,3,3,4,2,4,2,4,3,2,2,4,4,2,3,1,1,1,4,4,4,4,3,1,4,3,1,1,3,4,2,1,1,1,3,1,2,2,3,4,4,3,2,3,2,1,1,2,3
"34",4,2,2,1,1,1,3,1,1,4,2,4,1,3,1,3,3,2,3,4,2,2,2,4,1,1,3,3,2,1,1,3,2,1,1,4,1,2,3,2,3,2,2,1,4,2,1,1,1,2
"35",2,4,1,4,1,1,2,4,4,1,2,1,2,2,4,4,3,4,1,2,4,4,2,1,2,1,2,1,2,3,3,1,1,1,1,2,4,3,4,4,4,2,4,3,4,2,2,3,4,4
"36",2,2,2,1,4,2,3,2,1,3,2,2,3,3,2,4,4,1,4,4,4,2,3,1,3,1,1,1,3,4,1,4,1,1,2,1,2,4,2,2,1,4,4,2,4,2,2,2,2,2
"37",3,2,4,3,1,4,3,2,2,2,1,3,2,1,2,4,4,1,2,3,4,4,2,2,3,1,2,4,4,3,3,1,2,1,4,4,1,1,1,2,1,1,4,4,3,3,2,1,1,2
"38",4,1,3,2,4,3,2,2,1,4,3,1,3,3,3,4,1,2,2,2,4,4,4,1,4,2,1,3,1,2,3,4,4,4,4,4,1,1,4,2,4,4,2,1,3,4,4,4,3,1
"39",1,1,1,2,1,1,3,1,3,4,3,1,3,4,2,2,3,1,4,4,1,3,3,4,4,2,3,1,1,4,1,2,2,1,4,3,1,2,3,4,1,3,4,1,3,1,2,4,4,3
"40",1,2,4,3,2,2,2,4,2,4,1,1,2,3,2,3,3,4,2,2,1,3,2,2,3,4,4,3,1,3,4,3,4,3,4,2,4,2,1,4,2,1,4,1,3,2,4,2,2,1
"41",4,1,2,4,4,4,4,3,3,4,2,3,1,1,2,3,2,3,4,2,2,4,2,4,3,2,2,3,2,4,1,2,1,4,4,2,2,1,4,1,4,2,1,4,1,3,4,4,4,1
"42",2,3,4,1,3,2,4,1,2,4,1,2,1,1,1,4,1,2,4,3,4,3,3,2,2,2,3,3,4,1,2,2,3,1,1,3,4,4,4,3,4,4,1,1,2,4,3,1,2,1
"43",4,3,4,2,2,3,2,3,3,4,4,4,3,1,3,2,4,3,2,4,2,3,2,3,1,1,3,2,1,4,4,1,4,3,3,2,3,2,1,2,4,2,2,1,3,4,4,2,3,1
"44",2,1,2,3,1,1,2,1,3,3,3,1,1,1,3,3,4,2,3,3,3,1,4,2,4,1,1,2,4,4,4,3,1,2,2,1,3,1,1,2,4,4,1,4,1,2,2,4,2,1
