"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"11",4,2,1,1,4,3,2,3,3,2,1,4,4,3,1,2,1,4,3,3,1,2,4,4,1,1,2,2,2,1,3,2,4,4,2,2,4,2,3,4,4,3,1,2,4,3,1,4,2,4
"12",2,1,4,1,2,1,4,3,3,1,2,1,4,2,2,1,4,3,3,2,3,2,4,1,4,1,3,1,1,2,4,3,3,4,3,2,4,1,3,2,3,2,4,3,2,3,2,4,1,1
"13",1,1,3,3,3,3,3,3,3,4,4,4,1,4,3,4,2,3,1,2,1,4,1,1,2,2,3,2,3,1,2,1,1,4,2,1,4,2,3,2,1,3,2,2,2,4,1,4,1,3
"14",3,3,2,2,1,3,4,2,2,4,1,4,1,1,3,4,2,3,1,4,2,3,1,3,3,1,2,4,3,2,1,4,2,3,2,3,2,3,1,2,1,4,3,2,1,4,1,2,1,4
"15",2,4,1,4,4,1,3,4,1,2,4,3,2,4,1,3,1,3,4,3,2,4,4,3,1,3,2,2,2,1,4,4,1,4,1,3,4,2,3,3,4,2,2,3,1,1,2,2,4,2
"16",2,1,2,4,3,3,3,4,3,1,2,1,2,3,4,3,2,3,2,1,1,2,3,4,2,1,3,2,2,2,4,1,3,4,3,3,1,1,4,4,4,2,4,2,2,1,3,4,1,1
"17",3,1,2,3,3,1,3,4,2,1,3,1,3,3,2,2,4,2,1,2,1,2,4,3,4,4,1,4,2,1,2,2,1,3,2,4,3,2,1,3,4,4,3,2,1,2,1,2,2,2
"18",2,4,2,2,2,2,4,4,1,4,4,3,2,4,3,1,4,1,1,3,4,4,4,4,2,2,1,4,3,4,1,4,2,3,1,3,1,1,2,4,2,4,3,4,4,4,4,2,1,2
"19",1,4,2,1,3,4,2,1,4,2,2,1,4,2,4,4,4,1,3,4,4,2,1,2,2,1,1,1,2,1,4,1,2,2,2,2,4,2,2,2,1,2,4,1,2,2,1,2,2,1
"20",3,3,1,3,2,2,2,3,1,1,1,2,2,2,3,4,4,4,1,2,3,3,1,2,2,4,1,4,4,4,4,3,3,2,1,3,3,3,3,3,4,1,1,2,1,4,1,1,4,1
"21",2,1,2,2,3,1,2,2,1,2,3,4,2,3,4,1,3,4,2,1,1,2,1,2,3,1,4,1,2,2,4,1,3,3,1,4,3,3,3,2,3,2,3,1,3,1,1,4,1,3
"22",2,3,2,3,1,4,2,1,1,4,1,1,2,3,3,1,1,3,4,2,1,4,4,4,4,4,4,2,1,1,3,2,1,2,2,4,1,1,1,4,3,3,4,4,1,3,4,3,1,2
"23",4,1,1,3,2,4,4,1,2,3,3,1,4,3,1,3,2,3,4,4,2,1,4,2,3,4,3,1,1,4,4,4,2,2,1,3,3,1,1,3,2,2,4,1,3,2,4,3,1,3
"24",3,4,2,2,3,1,3,4,2,1,4,4,2,4,1,1,2,4,4,1,3,2,4,2,1,4,3,1,3,1,2,1,2,4,1,2,1,4,4,1,4,3,3,1,4,2,3,2,4,1
"25",1,3,3,4,3,3,4,4,3,3,3,3,1,3,1,1,3,3,1,2,1,2,1,4,4,4,1,3,2,4,4,2,3,2,3,4,4,1,2,2,4,2,2,3,3,2,1,1,4,4
"26",3,4,1,4,2,3,1,4,3,2,3,1,4,1,1,2,1,3,1,3,1,1,3,4,1,3,3,4,1,1,1,2,2,2,2,1,1,1,2,4,4,1,2,3,1,2,2,3,4,2
"27",2,2,2,2,3,4,1,2,1,3,2,1,4,4,1,3,2,3,1,4,1,4,4,3,1,1,2,1,3,4,1,4,4,3,4,4,1,4,2,3,1,1,3,1,1,3,2,2,3,3
"28",2,3,3,1,1,3,3,1,2,4,3,4,3,2,1,1,3,3,4,3,2,2,2,1,1,4,3,3,4,1,1,1,3,4,2,2,2,1,3,2,2,2,4,2,1,2,1,3,3,4
"29",3,2,4,4,2,2,2,3,3,4,3,4,1,2,3,1,2,1,4,4,1,3,3,2,1,3,1,1,3,4,4,3,2,3,2,4,2,4,4,4,3,4,3,4,4,1,4,4,3,2
"30",3,1,4,3,3,4,3,3,3,4,2,1,3,4,1,1,3,4,1,3,1,3,2,1,2,2,2,2,3,3,4,1,3,1,1,2,4,4,2,1,4,2,2,2,1,1,3,2,1,1
"31",4,1,4,2,3,2,2,2,4,1,2,2,4,3,1,2,4,4,4,4,3,2,4,3,1,2,3,1,1,3,2,4,1,4,4,2,1,1,3,2,1,3,2,3,1,2,1,2,4,3
"32",4,4,2,4,3,4,2,3,2,2,3,2,3,4,4,3,1,4,4,3,3,1,1,4,1,4,3,1,4,4,1,3,1,1,3,1,3,4,4,2,3,3,4,1,4,4,3,4,4,2
"33",2,4,1,2,4,2,3,2,1,4,1,4,3,3,4,3,4,1,3,2,3,4,2,3,1,3,4,4,4,3,3,4,1,1,1,2,3,1,3,3,1,3,3,2,4,3,3,2,4,4
"34",2,4,2,2,4,2,2,3,2,2,1,1,1,1,4,3,3,3,1,2,3,1,1,2,1,1,3,4,1,2,2,4,3,4,3,2,1,1,3,1,2,4,1,1,2,1,1,4,4,3
"35",3,3,4,3,1,4,2,2,1,3,4,2,3,1,2,1,2,3,3,3,3,3,4,1,2,2,4,4,3,2,3,3,4,1,4,3,4,4,2,1,3,1,1,4,4,3,4,3,3,3
"36",2,2,2,1,2,2,4,3,4,2,2,2,4,1,3,1,1,4,4,4,3,1,2,2,2,2,1,3,2,1,4,2,4,1,4,2,2,2,4,1,2,4,3,1,2,1,4,3,1,1
"37",1,3,1,3,2,2,1,1,1,3,4,3,3,2,4,3,1,4,2,1,2,1,3,4,3,1,3,4,4,1,3,2,3,4,4,1,2,4,3,1,1,4,3,1,1,4,2,4,1,2
"38",3,4,3,1,2,2,2,1,1,3,1,3,2,4,3,3,3,2,1,3,3,1,1,4,4,2,1,3,2,3,2,3,2,4,3,2,3,1,2,3,2,3,2,4,2,1,4,1,4,4
"39",3,1,4,3,1,1,3,2,3,4,4,1,2,4,2,2,3,2,2,1,3,2,4,3,4,2,4,1,3,3,1,1,3,2,2,4,3,4,2,2,4,3,1,4,2,4,4,2,1,1
"40",4,2,1,3,3,1,2,4,3,4,3,4,4,3,4,3,1,3,1,2,2,2,2,2,3,3,2,3,2,1,1,4,2,2,1,3,1,1,1,4,2,4,1,2,3,3,1,3,2,1
"41",3,2,3,2,3,2,2,3,4,4,4,2,3,4,1,1,2,3,2,4,1,4,3,3,3,4,3,4,3,4,2,3,4,3,3,4,3,3,3,4,4,3,3,4,1,4,2,1,3,1
"42",4,2,3,4,1,2,3,3,2,4,1,3,2,4,3,2,2,2,1,4,4,3,2,4,4,4,3,1,1,1,1,4,2,4,1,1,1,4,2,4,3,1,4,1,1,3,3,1,2,1
"43",2,4,1,1,2,3,2,4,3,3,1,2,2,4,4,3,4,1,4,4,2,4,2,3,4,2,3,1,4,2,2,4,2,4,4,2,2,2,4,3,2,2,1,3,2,4,2,3,1,3
"44",4,2,4,3,1,3,2,1,4,1,2,2,3,3,3,2,3,1,2,4,1,2,1,4,4,2,2,1,4,2,4,2,3,2,3,4,3,1,4,3,3,2,3,3,3,1,1,4,1,1
"45",2,2,3,1,4,1,2,3,3,3,1,3,3,2,3,4,3,3,3,4,4,1,2,2,4,4,1,4,4,3,3,2,4,4,2,3,1,1,3,4,3,4,2,1,1,2,4,4,3,4
"46",2,1,3,1,1,2,2,1,3,1,3,4,3,1,2,4,3,4,2,3,3,2,2,2,1,2,2,2,2,1,2,2,1,1,3,3,3,2,1,4,4,3,1,4,2,1,1,2,3,4
"47",3,3,1,3,3,3,1,2,3,1,2,4,2,1,1,4,4,2,4,3,2,3,3,2,3,2,4,4,1,1,1,3,2,4,4,2,4,1,4,2,3,2,3,1,1,4,4,1,1,3
"48",1,2,2,2,1,1,2,2,4,1,4,2,2,3,4,4,4,3,2,1,1,4,1,3,2,3,3,4,2,2,1,2,4,2,3,1,4,1,1,2,2,4,1,1,3,4,3,4,2,4
"49",3,1,3,4,1,4,3,3,4,3,2,3,3,3,2,1,4,2,3,3,3,4,2,1,4,2,1,1,4,1,2,4,1,3,3,1,3,1,1,2,2,4,4,3,3,2,2,1,3,2
"50",1,4,3,2,1,3,1,4,4,4,3,3,1,4,4,2,2,4,4,3,4,3,4,1,3,4,2,4,4,4,1,3,2,1,2,4,4,2,3,2,4,4,2,4,1,3,1,3,1,4
"51",2,4,1,1,3,2,1,1,3,3,2,2,3,4,2,1,3,4,4,1,4,3,1,1,4,2,2,2,2,3,4,2,3,2,4,2,2,4,3,4,1,4,3,4,3,2,1,1,4,2
"52",2,2,4,4,3,4,2,3,2,3,3,1,2,4,4,4,1,3,2,2,3,4,1,1,3,3,1,1,1,3,4,2,4,1,1,3,4,3,2,1,4,4,1,3,4,2,2,3,4,2
"53",2,2,4,4,1,2,2,4,3,1,3,2,3,4,3,2,2,3,1,2,1,1,4,1,4,4,2,4,2,2,3,4,3,4,4,4,1,4,3,3,1,4,4,3,4,2,2,3,2,4
"54",2,3,1,3,1,2,2,1,4,2,4,1,2,2,3,3,3,4,2,3,4,4,2,4,3,4,3,1,3,2,2,2,3,1,2,1,2,3,2,3,3,2,2,2,3,3,4,4,4,3
"55",4,1,1,3,4,1,2,4,3,3,3,2,1,3,3,3,4,3,3,2,4,1,4,2,1,4,4,3,4,2,3,2,3,3,2,3,1,4,3,1,3,3,2,3,4,4,2,4,3,1
"56",2,4,4,2,2,1,4,4,4,4,3,4,2,1,1,2,1,2,2,4,1,3,3,1,4,4,1,2,2,3,1,2,4,3,1,4,1,1,1,3,2,2,1,1,1,4,3,1,1,3
"57",1,2,2,4,4,4,1,3,3,3,1,3,1,3,3,2,2,2,2,3,4,1,1,4,3,1,2,1,1,2,2,1,4,4,2,2,2,3,4,1,1,3,4,1,4,3,2,2,3,2
"58",2,1,4,4,1,2,2,1,4,2,4,1,1,4,2,3,3,1,2,4,1,3,3,4,3,4,4,4,4,4,3,1,3,4,1,4,1,4,2,2,2,4,4,4,2,2,1,1,1,2
"59",3,2,4,1,1,2,1,3,3,1,3,2,2,2,4,1,1,2,2,3,3,2,1,2,3,1,3,1,3,3,2,4,3,4,4,2,4,2,4,2,4,3,3,4,2,4,3,3,2,1
"60",2,2,2,2,1,2,4,1,4,2,3,4,3,4,4,1,1,2,4,1,4,1,3,2,1,2,1,3,2,4,3,3,3,3,3,2,4,4,4,4,3,3,1,3,4,4,1,2,2,1
"61",4,2,1,1,2,2,2,2,1,2,3,3,4,4,3,4,2,3,1,4,3,4,2,1,1,3,2,4,2,3,2,2,2,2,1,3,2,1,1,3,2,1,3,3,4,3,1,4,4,4
"62",4,4,3,3,2,4,3,3,3,4,2,3,2,4,3,1,3,3,4,2,4,1,1,4,3,1,2,2,3,1,3,1,1,3,1,2,2,4,4,4,1,2,4,3,4,1,2,3,1,1
"63",3,4,1,1,2,3,4,4,4,4,1,3,2,1,1,2,2,2,3,3,1,2,1,1,4,1,1,4,2,1,2,2,4,3,4,2,4,1,3,2,4,3,4,4,3,1,1,2,2,4
"64",3,1,2,4,3,3,2,4,1,3,2,2,3,3,2,3,4,4,4,4,2,2,2,3,3,2,4,1,4,4,3,4,3,2,3,2,4,2,2,4,4,2,1,3,2,4,1,1,4,4
"65",4,2,4,2,2,1,3,4,1,2,3,3,4,2,3,2,2,1,3,4,1,3,4,3,2,1,2,3,2,3,3,3,2,3,2,4,4,2,3,2,2,2,2,3,2,2,3,2,3,1
"66",3,2,3,3,1,4,1,3,4,1,3,4,2,2,4,3,3,4,4,2,3,1,1,3,1,2,1,3,2,2,1,2,3,3,4,4,4,1,4,2,3,3,4,1,1,4,1,4,4,3
"67",1,1,3,3,4,3,2,2,3,1,3,4,1,3,4,4,1,2,4,2,3,1,2,4,2,3,1,2,1,3,3,1,1,4,1,3,4,2,3,3,2,1,1,4,3,4,4,3,1,1
"68",4,3,4,1,2,2,3,3,1,2,4,2,4,2,2,2,2,4,4,1,3,3,1,2,3,3,2,1,1,4,3,2,1,2,2,1,3,3,4,1,3,4,2,2,2,1,3,1,1,1
"69",3,4,2,3,2,3,2,4,1,3,3,3,4,2,1,3,2,1,3,3,2,4,4,3,3,1,3,2,3,4,2,2,4,1,3,3,1,3,4,4,2,1,4,2,3,1,2,1,1,3
"70",2,1,1,1,2,4,1,2,3,1,1,2,2,2,2,1,3,4,2,2,4,2,2,1,3,1,2,2,2,4,2,3,2,1,4,4,1,1,4,3,3,2,2,4,3,1,3,2,4,3
"71",2,2,3,2,1,3,1,1,2,3,2,1,2,4,1,3,2,3,4,3,3,2,1,3,4,4,2,1,4,4,1,3,1,3,2,4,4,3,4,2,1,1,1,1,3,2,4,1,3,4
"72",3,1,2,2,1,1,3,3,3,3,2,2,1,1,4,3,4,2,1,1,2,1,2,1,1,4,2,4,1,1,3,3,4,4,1,1,4,1,3,2,1,3,3,1,2,3,4,3,3,2
"73",4,2,2,2,3,2,3,3,4,4,1,4,4,1,2,1,3,3,3,4,4,4,4,3,1,1,2,1,2,3,1,2,2,1,1,1,3,3,1,3,3,4,3,3,1,3,4,3,1,4
"74",4,4,1,1,2,2,1,4,4,1,1,1,1,2,1,2,1,3,1,2,2,3,1,2,3,3,2,4,1,1,4,2,4,2,3,1,1,1,1,4,1,1,3,3,2,2,2,4,1,2
"75",3,3,2,2,3,3,2,3,3,2,2,1,4,1,4,3,3,3,1,3,1,3,3,4,1,1,4,4,2,4,3,2,2,2,2,1,2,3,4,1,1,4,3,4,1,3,2,3,2,1
"76",4,1,4,4,4,3,2,2,2,1,1,2,1,1,2,1,4,2,1,3,3,1,3,1,1,2,3,4,2,4,3,4,3,4,4,3,4,1,4,3,3,3,1,2,3,2,1,1,2,1
"77",3,3,3,3,1,4,3,2,3,1,4,2,2,3,4,2,4,2,3,4,1,4,2,3,3,2,3,2,4,2,3,1,2,4,1,3,1,3,4,4,4,1,4,1,1,3,1,4,4,3
"78",4,2,4,2,2,3,4,3,1,4,4,3,2,2,3,2,1,2,1,3,4,3,4,3,3,1,1,3,3,4,2,2,2,3,4,4,4,1,1,1,4,4,1,3,2,1,3,1,3,1
"79",2,3,2,3,2,3,1,2,2,1,1,1,3,2,2,2,1,3,1,1,4,2,1,4,2,1,4,4,1,4,4,3,1,4,3,4,3,2,3,1,3,3,1,2,4,4,3,4,2,1
"80",2,3,1,2,1,4,1,4,1,2,2,4,2,3,4,2,2,2,3,3,3,1,2,2,2,3,4,4,2,3,3,2,1,1,3,3,2,1,1,3,4,4,2,4,2,3,2,1,3,2
"81",3,2,1,2,2,1,1,4,2,4,2,2,1,2,3,4,2,2,1,1,2,2,2,3,2,4,4,2,3,2,1,1,2,1,2,3,2,1,1,1,1,2,2,4,1,3,4,1,4,3
"82",4,4,2,4,4,2,4,1,4,2,1,3,1,2,3,2,4,1,3,4,1,3,2,4,3,4,2,3,3,2,1,2,3,4,4,2,4,1,3,3,3,2,2,3,2,2,2,1,3,3
"83",1,2,1,3,3,2,3,4,3,4,2,3,3,4,4,3,4,3,1,3,3,2,4,4,1,2,3,3,2,2,2,1,4,1,3,4,4,2,1,4,1,4,2,1,1,4,1,4,3,4
"84",2,1,3,4,2,2,1,1,4,4,3,1,2,3,2,1,3,1,4,2,3,1,4,4,1,2,2,3,3,4,1,4,1,4,1,1,1,2,3,3,4,1,4,3,4,2,1,3,1,4
"85",4,4,4,4,3,1,3,1,2,4,3,1,3,1,2,3,4,3,1,4,2,2,4,4,2,2,1,3,2,1,2,2,3,4,2,1,2,1,4,1,3,2,1,3,4,3,4,2,1,4
"86",2,1,1,1,3,2,1,3,4,1,4,3,2,3,1,4,2,1,2,1,4,3,3,4,4,2,2,3,1,1,4,4,3,4,1,3,1,2,3,1,4,2,3,4,3,1,4,4,3,2
"87",2,1,1,2,1,2,2,3,2,3,3,2,1,1,3,2,1,3,2,4,1,4,4,2,3,3,1,2,1,3,3,1,4,1,2,1,4,2,2,2,4,1,1,4,4,4,4,1,3,1
"88",2,4,3,2,2,2,2,4,3,1,4,1,4,4,2,2,3,1,1,3,4,2,2,4,4,2,2,3,2,1,2,1,3,2,2,2,1,2,1,4,3,1,3,4,4,4,1,3,3,2
"89",2,3,1,3,4,4,3,4,1,3,3,2,4,3,1,3,4,3,2,1,1,2,2,3,4,3,4,2,3,4,4,4,1,2,3,3,1,4,2,3,3,1,1,1,4,2,1,2,2,3
"90",2,4,4,1,1,4,2,1,4,3,3,4,4,1,1,1,3,4,4,3,1,4,1,2,2,2,1,3,1,4,1,4,2,4,3,4,3,2,3,3,1,3,2,1,2,1,2,4,4,3
"91",3,2,3,2,3,1,4,1,2,2,3,2,1,2,2,4,3,2,1,3,2,3,3,2,4,4,4,2,2,3,4,2,3,4,2,3,4,2,2,2,2,4,1,2,2,1,4,1,1,1
"92",2,3,1,3,4,2,3,2,4,3,4,2,1,4,4,2,4,3,1,3,3,3,1,1,4,4,4,1,2,1,2,1,1,3,3,3,2,1,1,2,1,2,1,2,4,1,1,4,3,3
"93",1,3,1,1,3,4,3,3,4,2,3,2,4,2,1,4,4,4,1,3,2,4,2,3,3,1,4,3,3,1,4,1,2,1,2,2,4,3,2,2,4,3,1,4,1,2,1,3,2,3
"94",2,1,3,1,2,1,2,3,3,3,1,2,2,2,4,2,1,4,3,4,4,2,1,4,1,4,2,2,2,4,2,1,2,3,2,1,3,4,3,3,4,1,2,2,1,3,3,2,4,3
"95",2,3,2,3,4,1,4,3,1,1,3,1,2,4,3,1,1,3,2,2,3,2,3,3,4,2,3,4,2,2,1,3,1,3,1,1,4,1,1,4,1,4,3,4,3,3,3,1,2,4
"96",3,1,2,4,3,4,2,3,3,3,3,4,2,4,1,1,4,4,2,2,1,3,1,3,1,2,3,3,2,4,1,1,3,1,1,4,2,4,2,3,2,3,2,1,2,1,2,1,4,2
"97",2,1,3,4,3,2,1,2,2,1,4,3,4,2,3,4,3,2,4,3,2,4,4,4,2,4,1,1,3,2,4,1,2,3,2,3,3,1,1,2,3,4,1,2,3,1,1,3,1,2
"98",2,4,4,1,1,2,1,4,4,3,4,3,2,4,1,4,3,2,2,4,2,4,4,2,3,2,4,3,3,4,4,4,4,1,4,4,2,2,4,3,3,2,3,3,2,2,1,2,4,3
"99",1,3,2,4,2,1,3,1,4,3,3,4,3,1,1,3,4,1,4,3,2,3,3,4,3,4,2,3,2,4,4,2,1,3,3,4,2,1,1,2,3,4,2,4,4,1,2,3,1,2
"100",2,1,1,3,2,3,2,3,1,4,4,1,1,2,2,4,1,1,2,2,4,1,4,1,2,3,4,1,4,1,2,3,2,2,2,3,2,4,3,4,2,2,1,2,3,2,1,4,4,1
