"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"40",1,1,1,10,2,3,1,1,1,1,4,6,1,2,3,2,7,2,1,1,1,1,3,3,1,1,2,1,1,1,4,1,2,4,2,1,4,2,2,1,2,1,1,1,2,1,1,1,1,1
"41",1,2,1,2,1,1,1,1,3,2,1,1,1,2,2,1,6,5,5,1,1,3,2,1,1,3,1,2,1,6,1,1,3,7,3,1,1,1,1,1,2,3,3,5,1,1,1,2,2,1
"42",1,1,1,1,2,2,2,2,1,2,4,2,3,1,2,2,1,3,3,1,2,1,1,1,2,5,1,1,1,1,1,2,3,2,1,2,1,3,2,1,2,1,3,1,1,1,1,1,2,3
"43",2,1,3,1,3,1,5,1,2,1,2,5,2,1,2,1,1,1,3,2,6,2,5,3,1,2,2,2,2,2,3,2,2,1,7,1,2,1,2,2,1,3,1,1,1,1,2,2,1,1
"44",3,2,1,1,1,2,1,1,3,1,2,1,2,2,2,1,2,1,3,1,1,1,1,2,5,4,10,5,4,3,2,2,1,4,1,1,1,2,2,7,2,1,3,1,2,1,1,1,2,2
"45",1,1,1,9,3,1,2,1,3,1,1,5,1,1,1,2,2,1,1,3,2,1,1,6,2,2,4,3,2,1,3,1,1,1,1,2,2,1,1,1,2,2,1,3,1,1,1,1,1,3
"46",1,1,2,1,1,1,3,7,1,2,3,4,1,2,5,1,2,1,1,1,1,1,2,2,3,1,2,1,1,2,1,1,1,4,4,1,1,1,3,6,2,1,1,3,2,2,2,1,1,1
"47",2,1,1,1,1,1,1,1,1,2,1,2,4,5,1,1,8,2,1,1,1,3,4,2,1,4,2,1,3,2,1,1,2,1,4,2,1,2,2,1,4,1,1,2,1,1,1,2,1,2
"48",1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,3,2,1,5,2,4,1,5,1,2,3,2,7,1,10,1,1,2,2,3,3,2,2,1,1,2,1,2,1,2,1,1,1
"49",1,1,2,11,1,1,1,8,1,1,1,3,1,2,7,1,1,2,1,1,1,4,1,1,1,2,2,1,4,1,1,2,1,1,2,1,1,2,1,2,4,1,3,2,3,3,2,1,2,2
"50",1,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,3,2,2,2,1,1,7,1,3,5,1,1,7,1,1,2,2,2,1,2,2,1,4,3,2,2,5,2,1
"51",1,2,5,1,8,1,1,1,3,3,1,1,1,1,2,4,1,1,2,1,1,1,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,2,1,2,2,5,2,3,1,2
"52",4,2,1,1,1,2,3,1,2,1,1,1,1,1,2,1,1,2,1,2,3,2,9,2,1,2,2,2,1,2,3,1,2,3,1,1,1,2,3,2,1,2,1,1,1,1,2,3,1,3
"53",1,3,1,2,1,1,2,1,2,1,1,1,7,3,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,1,2,3,1,3,1,1,2,2,1,1,2,1,1,3,2,6,1,3
"54",3,1,9,3,2,10,2,3,1,4,2,3,1,2,8,2,2,3,3,3,1,2,1,6,3,1,3,1,2,1,1,1,3,1,2,1,1,2,1,1,3,1,1,1,1,2,2,1,1,2
"55",1,1,1,2,2,2,1,4,1,1,2,1,2,2,1,8,1,2,1,2,1,1,2,1,2,1,1,4,7,1,2,3,1,10,2,4,2,1,2,2,3,2,1,1,3,1,1,4,2,1
"56",1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,7,4,3,1,1,1,1,1,1,1,2,2,1,1,6,1,4,3,4,2,1,2,2,2,1,1
"57",2,1,2,1,1,1,3,1,1,3,1,1,5,1,1,1,1,4,1,2,1,3,2,2,2,1,1,2,2,6,2,1,3,1,2,2,2,2,2,5,1,2,3,1,2,2,3,1,1,7
"58",2,5,1,1,2,2,1,1,1,1,1,5,2,4,3,2,1,3,2,3,1,3,2,2,3,1,2,1,7,3,1,2,3,1,2,1,4,1,2,3,1,1,1,1,1,2,1,4,1,2
"59",1,1,1,1,1,2,5,2,4,1,4,1,2,2,3,2,2,3,3,6,1,2,1,2,2,1,1,4,3,1,2,7,1,3,1,3,2,1,1,7,2,7,6,2,2,1,1,1,3,1
"60",1,2,1,10,2,1,1,2,6,2,1,1,1,1,3,2,2,2,3,4,2,9,4,1,2,2,1,1,1,1,1,3,3,1,1,2,1,1,1,1,2,2,3,2,3,2,2,1,1,3
"61",1,1,1,1,3,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,4,2,1,2,1,2,1,4,1,1,2,2,2,1,1,2,2,2,2,1,2,2
"62",4,6,1,2,1,2,2,2,1,1,1,2,2,4,1,2,1,4,2,4,1,2,2,2,2,2,4,2,1,2,2,2,1,1,2,1,2,1,3,1,2,1,2,3,1,1,2,2,4,2
"63",1,5,1,1,1,1,1,2,3,1,5,2,2,3,1,1,1,1,2,1,2,1,1,1,1,2,2,3,2,2,4,1,1,1,1,1,1,1,1,2,1,2,3,1,2,4,4,3,2,2
"64",2,1,3,1,2,2,2,3,3,1,2,1,1,2,3,1,1,2,2,1,1,1,7,1,10,1,2,1,1,2,1,2,2,2,2,4,1,3,1,2,4,1,3,1,1,2,1,1,3,2
"65",1,1,4,2,2,10,1,1,9,4,7,1,1,1,5,4,1,6,1,3,3,1,5,1,1,2,2,2,5,1,1,1,4,1,1,6,2,1,1,1,1,3,1,1,1,1,1,1,4,1
"66",1,1,1,2,5,1,1,2,4,1,3,1,4,2,6,2,2,3,2,1,1,4,3,1,3,1,2,3,1,2,4,1,1,1,2,1,2,5,2,2,1,1,1,4,1,1,1,4,1,2
"67",2,1,2,1,6,3,2,8,2,3,2,1,2,1,2,2,1,1,2,1,1,2,3,2,2,1,2,3,3,1,2,1,1,1,2,2,4,1,2,5,5,1,3,5,1,1,2,3,1,1
"68",2,2,2,3,1,1,1,1,1,1,1,1,1,8,1,1,2,1,2,2,3,1,1,1,2,1,2,5,2,2,2,2,2,1,2,1,2,2,6,1,1,1,1,1,1,1,6,6,2,2
"69",3,2,2,3,2,2,2,3,1,6,1,1,1,1,1,1,4,1,1,1,1,1,2,1,4,1,2,5,2,1,1,1,3,4,2,2,1,1,3,1,2,1,1,2,6,1,1,2,2,2
"70",1,3,4,1,2,4,2,1,1,2,2,3,1,1,3,2,2,2,5,2,3,1,1,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,3,2,2,4,2,2
"71",3,2,1,2,2,4,1,5,2,1,1,1,1,2,1,1,1,3,1,7,8,6,1,5,1,3,1,1,2,3,1,1,2,1,3,2,1,2,1,3,2,3,1,7,2,1,1,1,1,1
"72",3,2,2,2,1,1,1,2,3,2,2,1,2,1,1,2,1,1,6,1,1,1,2,2,1,8,1,1,4,2,2,1,2,2,1,2,1,2,1,8,2,1,1,6,2,1,2,1,2,9
"73",2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,3,1,2,1,3,1,1,2,1,1,1,1,3,2,2,1,1,1,2,2
"74",3,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,7,1,3,2,4,2,2,1,1,1,2,1,6,11,4,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2
"75",2,3,2,1,2,1,2,4,1,1,2,1,1,1,1,1,2,1,2,2,2,1,3,2,1,1,1,1,1,1,2,2,3,2,1,6,1,2,1,1,2,2,2,1,5,1,1,1,1,2
"76",1,1,2,4,3,1,1,2,1,8,1,1,1,1,3,1,3,1,3,1,2,1,1,1,1,1,1,2,2,5,1,1,2,1,2,5,1,2,4,4,3,1,2,4,1,2,1,1,1,4
"77",1,1,6,2,2,6,2,1,1,2,3,3,4,2,1,1,1,2,3,1,1,9,2,3,1,1,2,2,4,2,3,1,1,4,1,1,1,1,2,1,3,1,2,2,1,2,1,1,5,2
"78",1,2,11,2,1,3,4,2,1,1,4,2,1,3,2,1,1,1,1,1,2,2,1,1,3,7,1,2,3,2,8,3,3,1,2,1,10,2,5,2,1,1,1,1,2,2,3,4,2,2
"79",4,2,2,1,1,2,3,2,2,1,1,1,1,2,2,2,2,3,3,1,1,4,1,2,3,2,1,2,2,1,1,2,1,1,1,2,4,1,5,5,2,2,1,6,1,1,2,3,1,2
"80",2,1,1,2,4,2,2,1,8,2,2,1,2,1,2,1,4,4,1,1,8,5,2,2,3,1,1,2,2,2,3,1,2,1,1,8,3,1,5,1,2,1,1,2,1,2,2,3,1,3
"81",1,1,5,5,1,1,1,1,7,1,1,1,2,2,3,1,1,2,5,1,1,1,5,4,1,1,2,4,1,2,1,2,3,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,6
"82",1,2,5,2,2,1,1,2,1,2,1,7,2,2,4,1,1,1,1,1,1,3,1,2,10,1,2,1,1,7,3,1,1,1,2,2,1,1,1,2,1,3,1,1,2,1,5,2,4,1
"83",1,4,4,2,1,1,1,4,5,2,1,1,2,2,3,2,1,1,1,4,2,1,2,1,2,1,3,1,1,1,7,3,1,2,1,1,1,1,1,2,1,6,2,1,10,5,2,2,1,2
"84",2,3,2,1,1,2,6,2,1,3,2,1,3,1,1,5,2,1,2,2,1,1,3,1,2,6,2,1,1,4,1,2,2,2,1,1,1,9,2,1,5,1,1,1,2,1,1,1,1,1
"85",2,1,1,1,3,2,1,1,1,2,2,4,2,1,1,1,4,1,2,5,4,1,1,2,1,4,1,2,5,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,8,4,1
"86",6,1,1,1,1,2,1,2,1,1,2,3,2,2,1,3,2,1,1,1,2,1,1,1,1,3,1,6,1,4,10,1,1,1,1,1,2,4,1,2,1,2,1,2,2,2,1,1,4,2
"87",2,5,1,1,1,2,1,1,2,3,1,2,1,2,1,1,1,4,2,1,2,1,1,2,5,7,3,2,2,4,2,1,1,1,1,1,2,3,6,2,1,1,1,3,1,3,3,2,2,1
"88",3,3,2,2,2,1,6,1,1,1,2,4,1,1,2,6,1,1,4,3,1,1,1,1,2,11,1,2,1,1,2,5,1,1,2,1,1,2,1,4,2,1,1,1,1,1,2,1,4,2
"89",2,2,2,2,2,2,1,6,2,2,3,1,1,1,1,1,7,2,1,1,1,1,4,4,1,2,1,3,1,1,1,2,1,1,1,1,2,7,1,2,1,1,1,1,2,2,2,1,1,1
"90",1,3,2,1,3,2,1,2,3,4,3,2,1,1,1,2,1,1,2,1,1,1,2,4,4,1,1,2,1,2,2,1,3,1,1,2,1,1,7,1,2,1,3,1,1,4,1,1,1,2
"91",1,2,5,2,1,5,1,1,1,1,1,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,3,1,2,3,2,1,1,1,1,1,1,4,7,1,1,2,3
"92",2,1,1,1,1,2,2,2,3,2,2,2,5,1,2,2,3,3,1,2,3,1,2,1,2,1,3,1,3,3,1,1,1,5,1,2,2,1,2,2,2,2,1,1,2,4,2,1,1,1
"93",2,1,2,1,3,1,1,7,1,2,4,1,2,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,4,1,2,1,5,1
"94",2,2,4,4,3,6,1,2,4,3,1,2,1,4,1,1,2,1,1,6,3,2,1,1,2,1,1,1,1,1,2,2,1,7,2,1,1,1,1,1,4,10,1,2,1,2,3,1,1,1
"95",2,1,5,3,2,1,1,2,2,2,4,5,2,2,8,1,1,1,2,2,2,1,2,2,1,1,1,2,2,3,1,7,1,7,1,5,3,2,3,1,1,2,3,1,2,4,3,1,2,2
"96",3,4,2,1,2,1,2,2,2,1,1,1,2,3,2,1,1,1,2,2,1,1,3,7,2,1,1,5,1,1,2,1,1,1,2,1,1,1,6,1,2,1,1,2,1,4,3,1,1,3
"97",1,2,1,2,1,2,1,4,1,1,3,1,1,5,3,3,2,1,3,2,3,2,2,2,1,1,1,2,1,1,1,5,2,6,3,1,1,2,1,3,2,1,1,3,1,2,1,2,1,4
"98",4,4,1,4,3,3,1,2,1,2,2,1,2,1,4,1,2,2,1,1,1,2,2,2,1,2,1,10,2,1,2,5,1,4,2,1,1,2,1,2,1,1,6,2,1,1,2,1,4,2
"99",2,2,5,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,3,3,4,1,1,3,2,1,6,1,1,1,1,5,2,1,1,1,3,2,2,1,1,1,1,3,1,4,2
"100",2,1,1,3,2,1,1,3,3,1,2,1,1,1,1,1,2,3,1,1,1,1,3,1,2,1,8,2,1,1,1,1,3,2,1,1,1,1,3,2,2,4,2,2,2,3,1,1,11,7
