"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"31",2,5,5,4,5,4,3,7,5,4,3,7,5,5,2,5,6,6,4,4,4,1,2,4,5,1,6,5,2,4,3,3,4,10,8,4,7,3,5,6,7,2,8,3,6,9,3,5,4,3
"32",2,4,1,1,2,4,2,9,5,5,3,5,4,2,6,2,2,2,6,1,2,3,4,9,4,3,9,2,4,6,5,3,2,6,9,6,3,8,1,3,3,4,2,3,3,7,7,5,2,2
"33",4,5,1,4,3,6,2,4,2,10,4,3,3,3,1,8,2,6,3,5,4,4,5,3,9,3,7,2,2,5,4,7,2,3,5,4,4,1,4,3,7,4,7,3,4,2,1,5,5,4
"34",5,3,2,4,3,4,6,4,4,4,6,2,6,3,5,4,2,4,2,4,3,2,1,5,4,2,1,6,8,2,5,5,6,3,6,2,3,6,3,2,2,7,2,2,3,10,7,4,5,7
"35",6,7,5,4,4,6,5,8,3,2,2,5,4,1,4,5,4,6,4,2,5,6,3,5,2,2,5,4,2,3,4,3,3,6,6,4,5,4,6,4,4,2,4,1,5,6,5,1,10,5
"36",7,4,7,1,1,6,5,4,1,3,2,4,4,1,6,3,1,4,3,4,6,3,3,6,5,4,4,2,6,4,1,4,4,5,1,5,3,2,5,2,6,4,1,4,5,4,3,7,2,1
"37",7,8,4,1,3,4,2,2,4,4,2,6,3,4,5,2,4,5,3,6,5,6,1,5,1,3,3,5,2,5,5,3,3,3,6,3,4,4,2,4,2,11,2,6,2,6,3,3,2,4
"38",2,4,7,4,9,4,4,1,7,1,6,2,7,3,5,5,3,7,3,6,3,3,5,3,4,4,7,6,5,3,2,1,4,4,3,10,1,2,7,4,5,1,4,3,3,4,2,5,2,5
"39",4,2,5,4,7,2,5,4,5,4,2,2,5,4,3,3,5,8,2,5,3,5,3,1,4,2,1,7,4,3,4,9,6,5,3,1,4,8,3,1,5,8,7,5,4,6,3,4,5,4
"40",9,2,4,2,3,1,6,4,4,9,3,4,8,5,3,2,4,6,1,6,4,3,5,4,5,4,4,3,3,2,5,4,5,4,3,8,3,2,7,4,5,4,4,5,3,6,4,3,5,6
"41",2,7,6,4,3,3,7,7,7,1,2,4,6,4,5,6,5,2,5,3,2,6,5,5,6,2,6,4,4,5,3,2,1,6,3,5,2,2,6,5,4,4,4,8,6,5,6,5,2,4
"42",9,1,4,5,4,8,4,4,3,6,8,5,6,2,1,1,2,3,3,4,3,5,3,7,2,4,2,5,4,8,2,6,5,10,5,2,2,5,9,3,3,7,4,3,2,3,3,1,2,6
"43",3,4,3,2,3,6,3,2,2,4,5,3,4,6,1,2,4,3,6,3,6,4,6,4,7,4,1,2,7,2,4,3,5,3,4,3,4,3,3,8,4,8,1,1,1,4,2,1,2,4
"44",8,5,2,3,3,4,2,4,5,4,3,5,4,7,4,5,3,5,3,3,7,2,8,2,6,8,6,4,2,2,2,6,5,7,4,4,3,8,8,2,7,4,6,3,2,3,4,4,3,3
"45",1,2,5,4,4,1,2,5,4,6,3,1,3,5,3,7,5,5,2,8,8,4,5,4,4,7,3,4,8,4,6,3,5,2,8,5,9,1,1,5,4,5,5,5,1,1,3,3,6,7
"46",2,2,7,2,5,5,3,5,3,2,4,4,1,4,3,5,3,4,2,5,7,7,3,5,2,2,3,1,4,4,2,5,4,5,1,5,4,4,5,5,4,6,3,8,11,5,4,8,3,2
"47",6,5,4,4,1,4,1,2,1,4,5,4,6,6,4,4,2,3,6,4,2,4,2,3,2,5,3,3,2,3,1,1,5,3,6,1,5,4,8,4,1,1,3,5,5,3,4,4,5,4
"48",7,3,3,5,5,2,3,3,6,6,6,7,3,4,5,3,5,3,5,6,5,3,6,5,4,3,3,5,4,4,2,1,5,1,3,1,5,3,2,5,2,7,5,4,3,8,4,4,7,2
"49",4,3,4,2,7,1,4,4,5,6,6,2,2,4,2,1,6,2,6,5,3,5,4,4,1,6,4,4,10,8,4,2,3,6,7,8,4,3,6,7,6,5,3,4,6,4,5,4,3,6
"50",3,7,6,3,8,2,3,4,7,3,5,4,3,1,4,1,2,8,6,7,5,6,4,5,2,1,3,4,3,5,8,2,5,4,7,4,2,2,5,3,4,8,4,8,4,4,4,5,3,7
"51",4,5,7,3,2,4,7,6,5,1,3,1,1,9,5,2,7,3,5,4,5,3,4,5,3,2,4,5,3,4,5,7,5,1,1,2,10,2,7,6,2,9,2,5,3,2,5,5,2,4
"52",7,5,1,1,2,3,4,6,2,1,2,6,3,2,6,4,3,7,4,3,5,4,4,5,4,6,2,3,4,8,13,7,8,3,4,4,4,3,4,5,3,6,4,8,7,3,4,3,2,5
"53",7,6,8,2,5,3,5,1,2,5,3,5,1,2,4,2,3,3,2,4,7,2,5,4,4,8,2,2,6,2,3,5,5,3,3,8,3,4,9,1,3,5,5,2,6,3,4,6,4,4
"54",2,2,4,2,3,4,3,3,4,8,4,5,4,6,5,4,3,4,1,2,1,1,4,2,2,7,4,5,2,3,5,4,4,5,5,7,2,3,4,2,5,2,3,3,6,3,3,2,3,4
"55",4,5,4,6,3,6,6,5,3,4,3,5,5,6,8,3,4,5,11,4,6,4,5,4,5,5,4,4,3,2,3,7,2,3,2,1,4,3,4,2,2,3,2,3,3,1,2,3,6,3
"56",4,4,1,3,3,4,6,2,6,6,3,6,6,4,1,6,5,6,1,6,3,4,2,8,5,5,5,2,8,2,3,2,3,3,1,1,3,5,6,7,7,2,7,4,2,4,3,7,3,2
"57",2,4,8,2,2,3,2,2,3,1,4,3,3,4,7,5,5,4,6,6,1,6,3,2,2,5,3,3,7,1,4,3,5,6,2,7,10,3,5,5,2,2,1,2,4,4,7,3,3,3
"58",5,3,7,5,2,4,4,4,4,3,7,3,10,5,7,2,1,3,6,5,3,2,7,6,2,7,4,5,10,6,3,3,4,4,3,5,3,3,7,7,5,4,2,8,5,3,1,2,5,5
"59",2,2,5,3,4,4,1,6,4,4,3,4,2,3,5,4,6,5,4,2,2,7,1,7,4,4,12,4,8,6,9,7,6,2,4,7,5,8,3,3,1,4,3,3,5,3,4,4,3,5
"60",4,3,2,4,6,2,6,7,4,2,5,4,2,1,4,3,4,3,6,4,4,3,5,7,4,1,2,6,8,2,4,1,4,4,2,6,7,3,4,1,8,7,1,6,3,5,8,6,4,7
"61",4,7,4,4,6,2,1,2,2,2,2,5,4,4,4,2,5,4,4,3,4,1,8,2,7,6,4,8,2,2,3,3,7,5,3,2,6,4,8,5,5,6,5,4,3,3,2,8,4,4
"62",6,5,1,1,6,4,1,5,3,7,7,8,3,1,4,4,2,5,4,4,7,5,2,5,8,7,5,2,5,3,5,7,6,5,3,2,5,3,3,2,5,5,7,6,1,1,1,3,2,4
"63",4,2,1,3,2,3,5,2,2,4,1,4,6,3,2,2,3,3,5,3,3,6,3,3,4,3,3,3,3,4,2,3,2,3,2,1,3,1,7,8,8,2,5,3,2,2,6,2,5,1
"64",10,2,3,3,3,4,1,3,7,6,2,3,4,3,1,1,3,2,3,9,5,5,4,3,3,5,5,5,5,4,1,2,4,2,5,4,3,4,4,5,2,2,3,2,2,3,5,5,7,2
"65",7,2,5,6,5,3,2,2,8,4,8,5,6,6,2,3,4,2,5,3,5,1,8,8,7,6,1,5,5,7,4,4,2,4,4,4,10,6,3,5,1,3,4,4,4,4,1,7,4,3
"66",4,1,2,5,4,2,3,3,2,4,4,4,5,1,1,2,5,4,5,3,6,5,4,4,4,5,2,7,4,4,2,6,7,5,2,1,4,4,2,3,5,8,1,3,3,3,5,3,3,2
"67",2,5,3,3,5,8,7,9,3,6,4,2,4,3,5,5,3,2,5,4,2,2,4,3,4,3,3,4,1,5,5,5,3,3,1,4,6,3,3,10,4,6,1,3,4,5,5,2,5,5
"68",5,3,5,3,5,2,2,8,6,3,6,3,4,2,2,2,6,3,2,3,2,8,1,4,7,4,3,6,4,3,4,4,5,5,4,4,9,3,6,4,3,7,2,5,1,1,1,2,7,7
"69",2,5,4,7,4,5,7,5,10,3,7,4,3,4,5,5,2,2,10,3,4,4,4,3,5,1,3,2,5,7,5,5,3,7,5,7,6,5,4,6,3,5,3,5,4,5,7,4,6,4
"70",1,3,2,3,6,5,3,2,2,4,2,4,6,4,8,5,4,1,3,6,2,5,2,4,3,8,2,3,2,1,1,4,4,6,2,6,6,6,7,4,4,5,4,3,1,6,6,2,7,6
"71",2,11,6,5,6,4,6,6,3,4,6,6,6,4,2,7,4,7,3,7,7,3,3,5,4,3,4,7,5,2,6,3,2,3,4,4,5,4,6,4,6,3,4,5,2,5,5,7,7,3
"72",4,5,3,6,1,6,6,6,5,3,5,4,5,4,4,6,3,2,1,4,3,6,7,4,4,4,5,4,4,3,1,4,4,2,5,2,4,3,6,4,3,5,4,4,7,5,3,3,3,5
"73",5,6,3,4,2,13,4,4,4,4,4,7,4,1,5,3,5,4,6,3,2,3,3,7,3,3,4,1,1,5,5,5,4,4,2,7,4,8,7,3,3,6,1,5,2,1,3,1,5,8
"74",5,4,4,4,6,6,7,2,2,3,3,10,3,2,4,4,6,3,5,5,5,6,5,3,3,7,3,6,10,2,5,4,2,3,6,5,2,2,4,5,2,3,2,4,5,4,6,5,3,6
"75",4,10,5,3,5,3,4,6,1,7,2,7,4,3,3,3,2,3,1,5,4,6,5,4,4,8,3,9,4,2,1,6,4,6,7,3,6,5,2,3,3,4,4,5,2,5,4,2,5,3
"76",5,5,2,4,6,4,3,2,6,6,2,2,4,6,6,6,3,4,3,7,3,3,6,3,2,4,8,6,5,4,2,4,7,6,4,6,2,3,7,9,4,5,4,3,1,7,3,2,4,4
"77",8,9,3,1,1,4,2,1,4,10,2,3,6,4,2,3,5,1,8,4,4,5,3,6,3,4,2,2,2,1,4,7,3,4,8,4,2,5,6,5,5,3,5,2,4,2,3,2,2,5
"78",2,2,2,5,1,3,10,3,5,3,4,5,2,3,4,4,7,8,1,2,6,4,3,3,2,7,2,4,3,6,2,3,5,2,6,5,3,6,2,3,7,6,7,1,5,7,3,6,1,4
"79",6,4,3,6,7,5,4,4,6,6,3,7,5,8,11,4,6,3,1,2,2,2,3,4,2,2,6,3,1,4,4,3,5,6,3,5,1,6,9,1,3,5,2,4,5,2,3,9,5,2
"80",2,3,3,7,11,4,5,3,5,6,5,6,2,8,1,5,6,8,4,6,3,2,2,1,8,5,4,1,2,6,7,5,3,6,4,3,4,4,2,7,3,4,7,6,4,5,6,4,2,6
"81",4,5,1,3,3,1,2,4,6,2,3,4,4,4,6,4,3,5,5,3,4,2,5,3,2,6,7,6,1,4,2,2,4,5,8,2,3,3,7,6,6,5,2,4,5,5,2,5,2,4
"82",3,2,3,3,8,8,5,4,3,2,3,4,2,2,2,5,6,2,3,6,5,1,3,4,1,8,5,5,4,3,2,6,4,2,2,1,5,6,2,3,2,1,5,2,3,4,5,2,3,6
"83",4,4,8,6,2,5,2,4,5,7,3,5,2,3,2,6,1,2,5,2,7,6,2,2,3,3,4,5,2,4,5,4,10,2,5,5,4,4,4,7,2,3,2,7,8,3,4,3,5,5
"84",5,6,5,3,5,5,5,4,6,3,5,4,4,7,2,4,2,6,4,2,5,6,2,3,6,3,2,5,3,7,6,5,4,3,2,4,2,4,6,3,2,4,6,4,10,5,4,6,3,2
"85",4,4,1,3,5,5,1,2,4,1,6,5,5,1,4,4,8,3,8,5,6,5,4,4,2,6,4,5,6,4,3,4,3,4,6,5,8,2,4,3,2,4,3,3,6,1,2,3,5,5
"86",4,8,5,6,9,3,7,4,7,7,4,5,4,2,5,3,3,2,6,11,3,6,5,4,4,5,7,3,2,2,3,10,6,5,6,5,3,3,4,5,4,4,6,7,5,4,5,2,2,2
"87",4,3,4,3,4,3,1,1,3,1,1,1,6,3,5,2,3,5,5,3,1,4,2,7,3,5,7,3,5,4,3,3,2,2,1,3,2,3,3,2,4,5,3,3,4,7,4,3,1,5
"88",5,5,3,5,4,4,2,3,3,3,3,7,8,5,3,3,2,4,1,2,6,3,3,4,3,5,9,4,5,4,4,4,2,3,1,7,5,2,1,8,5,2,4,7,4,6,5,9,2,5
"89",6,5,2,5,3,5,3,4,3,3,1,5,6,3,6,3,4,7,4,2,5,4,5,4,1,5,3,6,6,6,5,3,7,7,1,3,4,2,5,7,8,3,4,3,5,4,3,5,5,3
"90",6,3,7,8,4,4,6,2,5,4,3,3,6,2,6,6,6,6,2,3,2,3,3,4,1,7,7,5,2,4,3,4,8,3,5,4,2,4,5,5,2,5,4,3,4,3,4,1,4,1
"91",6,5,6,5,5,3,2,2,3,8,2,4,2,4,5,2,6,5,6,5,2,2,6,1,4,2,3,4,3,3,4,4,4,5,10,6,4,5,2,6,4,2,1,3,6,1,1,4,2,3
"92",2,3,3,4,2,3,3,7,2,3,1,7,4,7,2,6,9,5,3,10,4,5,2,8,7,7,8,6,6,4,2,5,6,3,9,4,8,4,2,4,5,6,1,1,5,3,4,6,9,3
"93",6,5,6,6,2,7,4,1,4,3,4,2,3,3,6,3,6,2,1,3,5,3,1,5,2,2,2,6,4,4,3,1,6,9,4,3,5,5,3,3,5,5,7,5,1,3,2,5,4,3
"94",6,2,6,9,2,5,4,4,3,3,1,3,6,3,4,5,7,7,4,3,2,8,6,2,1,3,2,6,4,4,4,2,7,8,2,5,4,3,5,3,4,3,6,4,3,6,3,2,2,5
"95",3,6,3,3,5,9,2,5,3,4,6,2,4,5,8,1,6,6,4,6,1,2,3,1,7,3,5,3,3,6,5,4,4,5,2,4,3,6,5,7,4,8,4,5,4,3,4,5,5,3
"96",5,6,6,8,6,2,8,4,4,2,2,1,4,1,5,2,4,4,3,5,2,5,6,4,4,1,7,6,5,2,4,2,5,2,5,4,4,4,3,6,5,3,2,1,5,7,8,5,3,1
"97",3,3,3,5,3,4,6,2,10,3,4,3,2,7,4,4,1,4,4,2,4,4,4,9,2,5,5,6,7,4,7,3,3,5,3,5,3,3,2,6,6,7,3,5,4,3,4,2,5,9
"98",3,6,4,5,4,3,1,3,5,2,3,6,2,2,2,4,7,5,2,7,2,3,3,4,3,6,2,5,5,5,5,3,4,3,3,4,7,2,2,6,3,2,3,3,2,6,2,6,4,4
"99",2,4,4,4,4,9,1,2,3,3,4,8,3,3,4,3,1,4,4,6,5,1,3,2,4,3,8,2,4,3,3,5,6,4,5,4,4,2,4,3,6,1,5,5,4,5,6,6,5,4
"100",3,2,2,8,4,6,7,4,3,1,3,3,4,5,3,3,9,2,3,2,3,3,4,3,4,3,5,5,9,5,2,2,3,3,4,6,5,10,3,6,2,3,5,3,2,4,4,4,5,6
