"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"29",2,1,6,1,1,2,1,1,2,2,2,1,3,2,1,2,1,4,2,1,2,2,2,3,3,2,1,1,2,1,1,1,1,1,1,4,1,1,4,1,2,6,5,1,1,1,1,2,2,1
"30",2,1,1,1,5,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,4,2,6,1,3,2,4,2,2,1,1,4,6,1,8,1,1,1
"31",2,1,2,5,2,1,2,3,2,2,1,3,1,3,2,1,1,1,2,6,5,1,3,2,1,1,4,3,1,3,5,4,1,3,1,1,3,1,2,2,8,2,1,2,1,1,4,2,1,1
"32",2,2,6,1,4,5,2,1,2,5,1,1,2,1,1,1,1,2,2,1,2,2,5,2,2,2,2,2,1,1,3,2,1,2,5,3,1,1,1,1,1,2,2,1,1,1,2,2,2,1
"33",2,3,1,1,2,2,1,1,2,1,2,2,2,6,2,1,2,3,2,1,1,1,1,4,2,3,2,1,1,1,2,4,1,1,5,1,1,1,1,5,1,2,1,2,1,2,1,1,1,1
"34",1,1,10,3,3,2,1,1,2,1,1,2,4,3,2,3,3,1,1,1,8,1,6,1,3,2,1,2,2,1,8,1,1,2,1,1,4,2,3,2,2,1,2,2,1,1,1,3,1,1
"35",3,2,1,2,4,1,2,2,3,2,2,1,2,1,1,1,4,2,1,1,1,2,3,3,1,1,1,2,2,3,1,4,2,1,1,5,8,1,1,1,1,1,3,2,1,2,2,1,1,1
"36",2,2,2,2,7,3,1,4,2,7,2,1,4,3,2,1,1,1,1,2,1,3,2,1,1,5,1,1,1,1,5,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,3,1,1
"37",2,1,1,1,2,1,3,2,1,5,2,1,1,3,1,1,2,2,3,3,2,1,1,1,2,1,1,3,1,1,2,1,1,5,1,2,1,1,1,2,1,2,1,4,1,1,1,2,1,1
"38",2,1,5,1,1,2,1,3,2,9,1,1,9,3,1,1,2,2,1,4,2,1,2,1,3,1,1,2,1,1,2,2,1,3,1,1,2,1,3,1,1,1,4,1,1,1,1,2,1,2
"39",2,1,1,1,2,2,3,2,1,1,8,1,2,2,1,3,1,2,4,1,1,5,2,2,5,1,1,2,4,1,3,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1
"40",1,1,2,1,2,2,6,2,3,2,4,2,1,2,2,2,1,2,1,1,4,2,5,3,2,1,3,1,2,2,1,4,1,2,1,6,1,1,1,2,1,1,1,3,1,5,2,1,2,3
"41",2,2,1,3,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,3,1,1,6,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,3,1,1,3,3,1,1,2,1
"42",1,1,1,3,4,1,2,1,1,1,3,4,3,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,4,4,2,1,3,1,2,1,3,4,5,1,1,1,2,1,2
"43",1,1,2,2,1,3,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,4,7,2,2,1,1,2,2,1,5,1,2,1,3,1,1,3,4,2,1,2,1
"44",2,1,1,1,1,1,1,1,1,7,2,1,1,1,3,1,1,6,2,3,1,5,1,5,4,3,6,1,2,3,2,2,4,2,1,1,1,1,1,1,2,4,1,4,1,2,1,1,2,1
"45",4,5,1,1,1,1,4,1,1,5,2,2,3,2,2,1,1,1,1,1,1,1,9,1,11,2,1,3,1,1,2,1,4,2,1,2,1,2,3,6,1,2,2,1,1,2,2,2,8,1
"46",2,1,2,1,5,1,2,1,1,1,1,1,2,1,3,2,2,1,1,2,1,1,1,1,5,3,1,4,2,1,6,1,8,2,2,1,2,8,3,2,2,5,3,1,5,5,1,2,1,4
"47",2,1,2,1,4,1,2,2,2,1,1,1,1,1,2,1,1,7,2,2,3,2,1,10,3,1,4,2,1,2,1,2,2,1,1,1,4,2,1,2,6,1,2,2,1,3,2,3,2,1
"48",1,1,1,1,1,1,3,2,3,1,4,1,1,1,2,1,3,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,3,1,1,1,2,1,1,3,2,1,2,2,2,2,2,2,1
"49",1,1,7,1,1,2,2,1,2,1,3,1,1,3,2,2,7,3,2,2,2,3,2,3,4,1,1,2,4,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1
"50",1,1,1,1,2,1,5,2,2,5,2,3,1,1,2,4,1,2,1,2,2,2,2,4,1,2,1,4,1,1,5,2,2,1,2,2,2,1,1,1,2,1,1,5,1,7,3,6,2,2
"51",1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,4,1,1,2,1,2,1,1,1,1,2,1,3,1,2,1,2,3,1,9,1,1,2,1,3,1,2,1,2,1,3,1,5,2
"52",2,1,3,3,1,1,1,1,2,1,3,2,2,1,1,2,5,1,1,1,1,2,1,3,9,2,2,2,1,3,1,2,1,2,2,1,2,1,1,2,3,4,2,2,2,1,1,2,1,3
"53",1,1,1,1,4,2,4,1,2,1,2,1,2,1,2,1,3,2,1,1,3,2,1,2,1,1,1,4,2,2,1,1,1,1,1,5,2,1,4,1,1,2,1,1,1,3,4,4,1,3
"54",1,1,2,1,8,2,3,2,2,2,2,1,10,7,2,1,4,2,1,1,3,2,2,9,1,4,1,1,1,2,2,1,1,3,3,1,1,1,1,1,2,3,1,5,8,1,9,4,1,5
"55",1,4,2,1,1,2,4,2,2,1,2,2,2,1,3,3,1,1,1,1,1,2,4,1,3,2,1,5,1,3,2,2,1,3,2,3,3,5,6,1,6,1,1,1,3,2,1,1,1,2
"56",3,1,1,9,1,4,1,4,4,1,4,2,2,1,3,2,1,3,2,10,1,1,1,2,1,1,2,1,2,2,1,4,2,4,2,2,4,4,1,6,2,1,1,2,2,1,2,1,1,1
"57",1,2,1,2,1,1,2,2,1,2,1,2,1,3,1,1,1,1,1,3,2,2,1,1,1,1,2,7,2,1,6,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1
"58",2,1,2,1,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,3,1,1,3,2,3,1,1
"59",1,1,1,5,3,6,2,1,1,1,2,1,4,2,1,2,1,10,1,1,2,3,2,2,7,2,2,1,2,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1
"60",1,1,4,3,3,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,3,2,1,2,2,1,2,3,2,2,1,2,1,1,1,1,3,1,1,3,1,1,3,7,6,1,1
"61",1,3,2,1,7,3,2,3,2,2,6,5,3,1,2,3,1,1,2,1,2,5,4,2,3,1,4,6,3,2,2,1,2,1,10,1,1,2,2,1,1,1,1,1,1,7,1,2,2,1
"62",1,2,1,1,2,4,2,1,2,2,1,7,1,2,1,2,2,1,1,5,1,2,2,1,2,2,2,2,4,2,5,1,1,2,2,1,1,2,2,4,1,3,8,1,1,1,3,3,1,1
"63",4,2,1,1,1,1,3,1,1,5,2,1,2,5,4,9,1,1,5,4,3,2,1,1,2,1,2,5,1,2,1,1,2,3,2,2,2,1,2,1,2,1,2,1,1,2,1,4,4,1
"64",3,1,4,3,2,1,3,1,1,6,3,2,2,2,1,1,3,8,6,2,2,1,1,1,2,1,1,2,2,1,5,1,4,1,1,4,2,3,2,1,1,1,1,1,2,2,1,1,3,4
"65",2,3,1,3,1,1,4,1,3,1,7,5,1,2,1,3,2,4,2,1,1,2,1,3,2,1,1,1,1,2,3,2,1,3,1,1,1,1,4,2,1,1,1,2,1,1,1,2,1,2
"66",2,2,2,2,3,2,4,1,4,1,1,2,3,3,2,1,2,3,1,2,1,1,1,1,1,9,2,2,1,1,1,2,1,1,1,2,2,8,6,1,4,2,2,1,1,4,3,1,2,2
"67",3,1,2,2,2,1,1,1,1,1,2,4,1,1,3,1,1,1,4,1,1,3,1,2,3,2,4,1,1,1,2,5,1,9,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2
"68",1,2,2,3,1,1,1,1,1,2,1,1,3,1,2,1,3,1,1,1,1,2,1,6,2,3,3,3,1,3,2,1,4,2,1,1,1,2,1,2,1,2,1,1,3,2,2,2,1,1
"69",1,2,1,1,1,2,3,2,2,2,1,2,5,1,1,1,1,1,1,1,1,4,1,2,1,2,2,1,3,1,10,8,2,1,1,3,1,2,3,2,2,4,1,5,1,2,1,1,4,1
"70",1,1,2,1,1,1,2,2,5,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,11,2,1,3,2,7,5,1,1,3,1,1,3,8,1,2
"71",1,1,2,2,1,2,1,1,3,2,1,2,1,1,2,2,4,1,1,1,1,1,1,2,1,5,1,2,2,1,1,3,4,2,4,1,1,7,1,3,10,1,1,1,1,2,3,2,1,2
"72",1,2,1,1,2,1,2,1,1,1,1,3,1,3,1,1,1,1,2,2,2,1,8,2,2,3,2,5,2,1,1,1,1,3,1,9,3,2,1,7,7,1,1,1,1,3,2,1,5,2
"73",1,9,1,1,1,3,2,1,1,3,1,3,1,3,1,2,1,2,5,3,1,1,1,1,1,2,5,1,1,3,2,1,3,1,2,1,2,2,2,3,1,1,1,2,1,3,1,4,1,2
"74",9,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,7,2,1,6,1,4,3,1,2,2,1,2,11,3,1,2,1,7,2,2,1,2,5,1,7,1,1,2,2,2,2,1,1
"75",1,2,1,1,1,2,1,1,2,4,1,1,2,1,2,1,2,1,2,3,2,1,4,1,1,3,1,1,2,1,3,1,2,1,5,6,2,3,2,1,1,5,4,2,1,1,2,4,4,1
"76",1,1,1,1,2,1,2,1,1,1,1,1,5,1,1,3,1,3,2,1,1,2,1,4,2,3,3,1,1,2,3,1,1,4,1,2,1,1,1,1,6,1,1,2,3,1,2,1,5,1
"77",4,10,1,2,1,6,1,5,2,2,1,1,2,3,1,2,5,3,2,2,1,4,3,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,3,1,2,1,3,2,1,1,1,1,1,1
"78",1,1,1,5,6,1,6,1,1,2,1,1,4,2,1,1,1,2,1,3,1,1,2,1,3,1,9,1,7,4,2,1,1,1,1,7,4,2,1,1,2,1,2,2,1,3,1,1,3,2
"79",4,1,1,3,2,2,1,2,2,4,1,1,2,3,1,2,3,2,1,1,5,2,1,2,1,1,2,1,1,2,4,1,1,2,2,1,1,1,2,10,2,3,2,3,1,2,1,2,1,1
"80",1,3,2,1,1,1,7,2,1,2,1,2,2,2,3,1,9,2,1,1,1,6,2,1,2,2,2,1,1,1,2,2,1,2,4,2,1,1,2,1,1,1,1,3,1,4,2,3,2,2
"81",1,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,3,2,3,2,1,2,2,1,2,2,2,10,2,1,1,1,2,1,1,1,2,2,2,4,1,3,1,1,7,1
"82",2,1,2,1,1,2,1,2,3,1,2,1,2,1,1,1,2,10,2,6,2,2,2,2,1,2,1,2,1,3,1,1,3,3,1,3,1,1,2,5,1,2,2,1,3,3,1,2,1,1
"83",4,1,1,1,2,2,3,2,1,2,2,1,1,1,2,3,1,6,1,1,1,2,1,2,2,2,2,6,2,2,1,1,2,1,2,3,1,1,1,1,1,4,3,2,1,1,1,1,2,1
"84",2,1,5,1,1,2,1,2,4,1,2,2,1,2,1,2,1,1,1,3,2,3,1,1,2,3,2,1,1,6,2,2,4,2,1,1,3,3,3,1,1,1,1,2,1,1,1,2,1,1
"85",2,2,1,1,2,3,2,1,7,1,1,5,2,1,1,8,2,2,1,1,1,1,3,1,1,2,1,2,2,1,1,3,1,2,5,1,1,1,1,2,3,2,2,3,1,1,1,1,1,1
"86",1,2,1,5,2,1,1,1,1,1,6,1,2,5,1,1,2,2,1,3,2,4,1,3,1,2,1,1,1,1,5,2,2,1,3,1,2,2,2,5,3,3,2,1,1,2,3,1,1,2
"87",1,2,4,1,3,2,2,2,5,2,2,1,1,2,1,1,6,1,3,1,1,1,1,2,3,1,1,2,1,2,1,4,1,1,1,3,1,5,2,1,3,1,1,2,1,1,1,1,3,9
"88",1,3,2,2,1,1,2,1,1,10,1,1,1,1,3,3,2,1,4,2,3,2,1,2,1,2,1,4,1,2,1,1,1,6,1,1,5,2,1,1,1,1,2,2,2,1,1,2,2,1
"89",7,1,2,2,1,1,3,2,2,2,2,2,1,3,4,10,2,1,1,1,1,1,1,1,2,1,1,3,1,2,3,1,1,2,4,1,1,2,3,3,1,2,4,1,5,1,1,1,1,2
"90",1,2,1,1,3,7,2,1,1,3,1,1,2,1,1,6,2,1,1,2,3,2,1,2,2,2,3,1,3,2,1,1,3,3,1,2,1,1,3,1,1,1,1,9,2,1,5,1,2,1
"91",1,2,2,2,3,4,4,1,1,2,1,5,2,2,1,1,2,2,4,1,1,1,1,1,4,1,9,1,1,1,1,1,2,2,2,5,2,2,1,1,3,4,2,1,1,1,1,5,7,1
"92",1,1,4,2,2,2,1,1,1,1,2,1,2,3,3,2,2,3,3,1,1,1,3,2,1,2,3,4,2,1,5,1,4,8,1,5,2,1,1,2,2,1,2,2,1,1,6,1,6,1
"93",4,2,1,1,4,3,2,1,4,2,1,2,2,1,1,1,5,1,1,2,1,1,3,1,1,2,4,1,2,3,3,2,1,2,2,3,1,1,2,2,2,3,3,1,3,1,2,7,2,1
"94",1,1,1,1,1,1,1,1,2,1,1,2,5,1,1,3,2,2,1,3,1,3,2,1,1,2,3,1,3,1,2,1,2,1,2,2,2,1,1,1,2,4,3,4,1,1,2,1,1,1
"95",2,1,1,1,2,2,2,4,1,1,1,1,2,1,1,4,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,3,2,1,2,1
"96",1,1,2,10,1,1,1,4,2,2,6,2,2,1,1,4,1,2,1,9,1,1,1,1,2,1,7,1,1,2,1,2,4,2,2,1,1,5,3,1,2,3,2,1,2,1,1,1,3,3
"97",1,1,2,2,4,2,1,1,1,2,1,4,1,2,2,2,1,3,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,7,3,2,2,10,2,1,1,4,3
"98",3,1,1,2,3,1,1,2,3,1,1,1,1,4,1,1,2,8,1,1,3,1,1,1,8,1,2,2,1,3,5,1,4,1,1,3,3,2,2,2,2,1,1,10,3,2,1,2,2,1
"99",1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,5,3,1,6,1,1,1,1,1,2,2,3,1,1,6,1,2,2,9,1,2,1,1,3,3,1,3,9,2,2,1,2,5,1
"100",1,1,5,2,1,2,1,2,2,1,2,1,1,2,2,4,4,6,1,2,5,1,2,2,2,1,1,1,2,1,2,3,5,2,1,1,3,1,1,3,1,7,1,1,1,1,2,1,1,3
