"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"44",6,1,2,1,6,1,1,2,1,3,1,1,1,6,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,1,1,2,2,2,4,1,1,2,1,3,1,2,3,1,1,2,1,1,1,4
"45",1,1,2,1,3,1,1,2,4,2,6,2,2,1,4,2,2,2,2,1,1,3,1,1,6,2,5,4,2,2,1,3,7,1,2,1,4,7,1,9,2,1,2,3,1,5,1,2,1,1
"46",1,1,7,1,1,4,2,2,1,3,2,2,1,2,2,1,2,1,1,1,1,3,2,1,4,1,1,1,2,2,1,3,2,1,1,2,1,3,3,2,6,1,1,1,1,1,1,1,3,1
"47",1,1,1,1,2,2,1,2,1,1,1,1,3,1,2,2,5,1,2,2,1,1,1,1,6,1,1,3,3,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,3,1,2,2,3,2
"48",4,2,1,1,4,1,1,2,5,2,2,1,6,1,2,6,1,2,3,1,10,1,1,1,1,1,3,2,2,1,3,2,1,1,2,1,1,1,2,1,2,1,5,2,2,1,7,4,2,1
"49",3,1,5,1,2,4,1,1,1,1,3,1,1,2,2,2,2,1,3,1,6,1,2,1,2,2,5,1,2,1,1,4,1,3,1,1,2,1,1,1,5,2,1,1,3,2,2,1,1,1
"50",1,2,2,2,1,7,1,2,10,2,2,3,2,1,1,6,3,1,1,2,1,2,1,1,2,1,1,2,2,1,2,6,1,1,1,4,1,2,1,2,1,1,1,2,3,1,1,3,1,1
"51",4,1,4,3,1,2,2,1,2,11,1,1,2,2,1,1,2,2,3,1,1,1,1,2,1,1,6,4,1,1,7,1,1,2,2,2,2,1,2,1,1,2,1,1,3,7,3,2,4,3
"52",1,1,2,3,1,4,4,1,4,3,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,4,5,2,2,2,2,1,1,2,1,1,2,1,2,1,1,4,2,2,7,1,2,1,2
"53",2,1,2,2,4,2,2,4,1,2,1,3,3,1,2,3,5,1,1,3,1,3,3,1,1,2,5,2,2,6,3,2,3,4,3,2,9,1,3,2,1,1,3,2,2,2,1,1,2,2
"54",2,4,3,2,4,1,1,2,1,1,1,2,1,1,2,5,8,2,2,4,1,1,2,1,2,2,3,1,2,1,3,3,3,1,2,1,1,1,8,3,2,3,1,2,1,1,1,1,3,3
"55",1,1,1,1,3,1,3,1,3,1,8,1,2,2,1,1,2,5,2,2,5,1,5,2,1,2,1,2,5,2,2,1,4,3,2,2,1,1,6,1,2,2,1,2,1,1,6,1,1,1
"56",1,1,1,1,1,1,6,1,1,3,2,2,2,1,1,2,3,2,1,2,4,3,2,2,3,4,1,1,3,1,1,1,1,1,1,4,2,1,1,1,4,2,1,3,1,2,2,2,1,4
"57",9,2,1,1,4,2,1,3,2,1,1,1,2,1,2,2,3,2,1,2,1,1,1,5,1,1,8,1,2,4,1,1,2,2,2,3,1,1,1,1,2,1,2,1,2,3,1,2,2,1
"58",2,2,1,2,2,6,1,3,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,1,6,2,3,1,7,2,2,1,2,4,1,1,1,1,2,2,2,2,3,1,1,1,1,3,1,1
"59",1,2,1,1,1,2,5,1,1,1,2,2,5,2,2,2,2,1,3,1,1,5,2,2,2,1,1,4,2,2,2,1,1,1,2,4,2,2,1,2,2,8,2,1,6,1,1,1,2,1
"60",9,4,11,3,2,1,2,1,2,4,2,2,1,1,2,1,3,2,1,1,1,1,4,2,3,2,2,2,2,1,1,4,7,2,2,1,1,2,1,7,2,1,2,7,1,2,1,3,1,2
"61",2,2,1,10,1,1,1,1,1,1,2,2,1,2,1,1,1,3,2,4,4,2,2,2,1,2,1,3,2,6,1,5,2,2,11,2,2,3,1,1,4,1,2,1,3,2,1,1,2,1
"62",2,2,1,1,1,1,1,2,6,2,2,1,1,2,2,2,2,2,2,1,3,2,1,2,2,5,7,1,1,2,6,3,1,2,1,7,4,2,7,1,1,1,1,2,1,1,3,3,1,1
"63",1,3,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,3,1,2,1,1,2,1,1,1,1,2,1,1,6,1,2,2,1,7,1,4,1,1,1,4,2,1,2,4,3,1,2,2
"64",2,1,1,1,1,2,2,6,3,3,2,5,2,2,1,1,2,2,1,4,2,3,3,1,1,2,2,1,6,6,2,2,1,4,1,2,1,1,1,11,4,2,1,2,1,1,4,1,3,1
"65",2,1,1,1,4,2,1,2,1,4,1,1,2,1,3,1,1,7,2,1,1,1,2,2,1,3,1,1,3,2,3,2,1,2,2,2,1,2,1,1,1,7,1,2,4,1,2,1,1,2
"66",1,2,4,1,1,2,2,1,3,2,2,1,1,1,2,7,1,1,1,1,1,3,2,2,2,4,2,1,1,1,7,5,1,2,2,2,1,1,1,1,1,2,7,1,3,1,2,1,5,1
"67",2,2,1,3,1,1,4,1,1,4,2,4,3,3,1,2,3,7,1,2,1,2,1,1,2,1,2,5,1,1,2,1,2,2,1,1,1,1,1,7,1,1,1,1,3,3,1,1,2,1
"68",1,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,3,4,3,2,4,2,2,7,2,5,2,1,1,2,1,1,1,1,1,1,3,1,1,2,1,3,4,2,1
"69",2,4,1,6,1,2,7,1,2,1,1,1,2,1,1,3,4,3,1,1,1,1,1,2,2,3,1,1,1,3,1,1,1,1,1,2,2,10,1,2,3,2,6,4,2,4,2,1,1,1
"70",2,8,1,1,2,1,1,2,2,1,2,2,1,1,2,4,2,2,2,1,1,3,3,3,2,2,2,1,2,1,1,6,2,2,5,2,3,4,1,1,3,1,4,1,5,2,1,3,2,1
"71",1,1,1,2,1,2,3,2,3,2,1,1,3,3,1,2,1,2,1,2,4,1,1,2,1,2,2,2,1,4,1,4,1,4,1,1,3,2,1,2,1,1,6,5,1,1,3,2,2,1
"72",2,1,1,1,1,2,1,2,1,1,6,2,1,1,1,1,1,1,1,1,1,1,2,10,3,4,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,3,2,1,1,2,1,1,1,1
"73",1,4,2,3,4,2,2,2,2,4,2,2,1,9,2,5,1,3,2,3,2,2,3,2,2,2,1,1,3,5,2,1,2,2,2,1,2,2,7,7,2,2,3,5,1,2,6,2,1,2
"74",3,1,3,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,3,1,2,5,1,1,1,3,4,4,1,1,5,1,2,2,1,3,2,6,1,3,1,1,3,1,1,2,2,1
"75",2,3,4,3,6,2,5,1,2,2,2,2,3,1,3,1,3,2,1,1,2,2,1,1,1,2,1,1,2,2,3,2,1,1,2,2,1,1,11,1,1,1,7,4,1,2,1,2,1,4
"76",2,6,1,1,1,1,9,1,1,2,2,1,1,3,2,2,1,5,2,2,1,3,2,1,1,1,4,2,1,1,2,2,2,1,3,2,4,1,1,2,3,2,1,1,1,1,1,1,3,2
"77",1,1,2,2,1,4,2,1,1,1,2,2,4,3,2,7,1,2,10,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,1,1,2,1,1,7,2,1,1,10,2,4,1,2,1,1
"78",2,1,3,4,1,1,1,2,2,1,3,2,3,1,2,2,2,1,3,2,2,3,2,1,3,1,3,2,2,1,5,2,1,1,2,2,1,1,3,2,2,1,1,1,1,4,1,4,1,1
"79",2,1,2,2,2,1,3,2,1,1,2,2,1,2,6,3,3,3,1,1,4,3,1,2,1,1,5,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,4
"80",1,1,1,4,3,2,3,1,3,2,1,1,2,1,10,1,1,2,9,1,5,3,4,2,1,1,2,7,1,1,9,1,2,2,1,1,1,2,1,1,3,4,1,3,1,1,1,1,2,1
"81",1,1,10,2,4,1,1,1,1,6,1,6,2,2,1,2,8,1,1,2,1,5,2,2,2,1,2,1,1,1,2,2,1,1,6,2,1,1,1,8,1,1,1,1,1,1,1,1,1,1
"82",1,1,6,1,1,2,1,1,2,2,3,1,2,1,3,4,1,2,3,2,4,1,2,1,2,3,2,2,1,5,2,2,2,2,2,2,1,1,7,2,2,1,3,1,1,1,1,2,3,2
"83",2,2,1,2,1,5,2,1,3,1,2,3,1,3,2,4,1,1,3,1,2,2,2,4,4,1,2,2,2,2,1,9,1,3,5,4,1,1,3,1,2,2,7,1,2,1,2,1,3,2
"84",3,1,2,2,1,1,2,2,2,1,1,3,2,1,1,2,4,2,1,2,7,1,1,1,3,1,3,4,2,3,3,4,10,2,1,2,1,1,2,2,1,5,3,4,2,1,1,2,4,3
"85",1,2,1,1,1,1,2,1,2,1,1,5,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,2,1,3,1,1,2,4,1,2,1,1,1,1,1,1,1,2,1,1
"86",2,2,2,1,1,3,1,1,1,1,3,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,5,2,1,1,1,1,2,2,1,1,2,3,1,2,1,2,3,2,2,1,1,3
"87",1,6,2,3,1,1,1,5,1,4,2,1,1,1,3,9,2,1,1,2,2,6,1,2,1,1,1,5,2,2,1,1,5,1,1,3,1,2,1,3,4,4,1,1,1,2,2,3,1,1
"88",3,2,1,4,1,3,1,2,1,1,1,4,8,1,2,3,1,6,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,4,1,3,5,1,1,3,1,3,1,2,2
"89",3,2,1,1,3,1,2,2,2,4,8,1,2,1,1,2,1,1,2,1,2,7,1,2,1,2,4,2,2,3,2,2,3,3,5,4,1,1,2,1,1,2,1,2,2,4,2,3,3,4
"90",1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,4,1,3,1,4,6,4,1,1,3,4,1,2,1,9,6,2,1,2,7,1,3,1,1,2,3,2,2
"91",2,1,6,2,1,1,1,5,9,1,2,1,2,2,1,1,1,3,1,1,1,2,1,2,4,2,2,4,2,2,2,2,1,1,2,1,3,1,2,1,2,1,2,1,2,1,3,2,1,2
"92",1,1,3,2,2,2,1,2,2,6,2,1,2,2,1,3,1,3,1,1,8,1,2,1,6,6,1,5,2,3,2,2,3,1,3,2,2,1,2,2,2,2,1,1,2,1,2,1,1,3
"93",1,1,7,4,2,3,1,1,1,1,5,1,1,1,2,1,2,2,3,4,3,1,3,1,1,2,1,2,1,1,2,3,1,1,3,2,1,1,1,1,2,2,3,2,2,1,2,2,2,1
"94",3,1,1,6,2,9,1,1,3,1,2,3,5,1,3,6,2,6,2,1,1,1,2,1,1,2,1,3,3,2,1,2,6,2,1,1,3,1,6,2,2,2,2,3,1,1,1,2,1,1
"95",2,1,4,2,1,1,8,2,3,1,2,11,2,1,1,2,1,1,1,1,4,1,1,2,1,3,1,1,2,2,2,1,2,8,1,2,2,1,1,3,7,2,1,8,1,1,2,6,5,1
"96",11,4,2,2,1,10,3,2,1,1,1,3,1,1,1,2,3,1,2,1,1,1,5,2,2,4,2,1,3,1,3,1,1,1,3,3,2,1,2,1,1,1,1,2,5,2,2,1,2,6
"97",4,3,1,2,2,6,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,3,10,1,4,1,2,1,1,3,1,1,1,1,1,1,1,2,3
"98",1,3,5,1,1,1,1,1,1,7,3,1,2,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,1,2,2,1,2,1,3,1,1,1,1,1,1,2,10,1,2,4,1,1,2,1
"99",1,2,1,11,1,1,1,1,5,2,5,1,2,1,1,4,2,6,2,1,1,2,1,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,1,2,4,1,2,5,1,6,1,6,2,1
"100",1,1,1,1,1,2,2,1,1,2,1,5,1,1,3,1,1,1,1,1,1,1,1,3,3,4,2,1,1,11,8,1,2,4,8,1,1,1,6,2,1,1,4,5,1,1,2,2,2,1
