"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"12",2,2,4,2,4,1,3,1,2,1,4,1,2,2,1,1,4,4,1,4,1,1,4,1,3,3,1,2,3,4,4,3,4,4,1,3,3,4,2,2,1,3,4,2,4,2,3,4,1,2
"13",3,2,4,4,3,1,3,4,4,3,2,4,1,3,4,3,2,4,2,1,4,1,3,1,2,1,1,3,3,2,4,2,1,3,3,1,4,4,1,1,2,2,3,1,3,2,2,3,4,2
"14",3,3,3,4,2,2,4,2,2,3,2,4,4,1,4,1,2,2,2,1,2,1,1,4,2,4,3,1,4,3,2,1,2,4,2,3,4,1,4,3,4,2,3,2,3,3,1,3,4,3
"15",2,3,4,2,3,4,4,3,2,4,1,3,1,3,3,1,3,1,4,2,1,3,2,3,4,2,2,4,2,3,4,3,3,4,1,1,4,4,4,1,1,3,4,3,4,1,3,4,2,3
"16",4,3,4,3,1,3,1,4,2,2,1,4,4,3,4,2,4,2,1,4,4,2,3,2,3,3,3,4,2,2,1,4,1,3,3,4,2,4,2,3,2,1,4,1,3,1,1,1,3,3
"17",3,2,2,3,4,2,1,3,2,3,1,3,1,2,1,3,3,1,2,2,4,4,1,3,3,1,3,4,3,4,3,3,4,3,4,3,1,1,4,4,1,2,1,3,4,4,1,3,2,3
"18",3,1,4,2,2,1,3,2,1,4,3,3,1,4,1,2,1,3,3,3,3,1,1,3,2,2,3,3,3,4,4,4,1,4,4,1,1,1,3,2,3,4,4,2,1,1,2,2,2,3
"19",2,4,1,2,4,1,1,4,4,1,4,1,1,1,2,2,4,1,3,2,2,3,3,2,3,1,4,3,3,1,3,2,4,3,3,3,4,2,1,1,2,4,3,4,4,3,4,3,2,4
"20",2,2,4,4,2,1,4,2,2,1,2,4,4,4,2,4,4,3,3,4,2,3,1,2,1,3,1,1,2,2,3,3,1,2,3,2,1,1,4,1,4,4,4,2,3,4,1,4,3,3
"21",4,1,4,1,2,1,4,4,3,1,4,4,2,3,3,1,1,1,4,4,4,3,4,3,2,3,1,3,3,4,1,2,2,1,2,2,1,4,4,3,3,2,4,2,4,2,1,1,1,1
"22",1,1,4,1,1,4,3,2,4,4,4,3,4,4,2,4,4,3,3,4,2,2,1,3,1,4,2,3,3,3,4,4,3,4,1,1,1,2,2,2,2,3,2,1,3,4,2,2,4,2
"23",4,4,4,4,1,2,4,3,1,1,1,4,4,4,2,4,1,2,1,4,3,1,1,2,1,3,1,1,4,3,1,4,1,1,1,3,2,1,1,2,3,3,3,1,1,4,4,1,2,1
"24",1,1,3,2,2,4,1,2,1,3,3,1,4,2,4,1,1,3,4,1,1,4,2,1,2,3,4,3,4,2,1,4,4,1,3,2,1,2,2,4,3,4,1,4,1,4,2,2,3,3
"25",2,3,3,2,4,1,1,3,3,2,2,3,1,4,1,3,2,4,2,2,4,4,2,3,2,3,4,3,2,2,4,4,4,4,3,2,1,1,1,1,2,1,3,4,1,4,3,2,2,1
"26",4,3,1,4,3,3,1,4,3,2,4,4,2,2,1,2,1,1,2,1,3,2,3,1,4,3,1,4,4,4,4,2,2,3,2,4,1,1,2,2,4,1,3,3,2,2,2,2,3,2
"27",3,1,4,4,3,1,1,2,2,2,4,2,4,4,1,1,1,3,2,1,1,4,4,4,1,1,1,4,3,2,4,2,3,3,3,4,2,4,4,3,2,3,2,2,4,4,4,4,1,1
"28",2,1,1,1,3,1,1,4,4,2,3,2,1,3,1,3,4,2,3,4,4,1,2,2,3,2,2,1,3,1,3,3,2,1,4,2,3,1,4,4,3,4,1,3,1,3,2,1,2,2
"29",1,2,3,1,3,2,3,3,1,3,4,2,3,1,1,3,3,1,1,2,3,2,3,1,3,1,1,3,2,3,2,1,4,2,1,3,1,1,1,1,2,1,4,1,1,1,4,1,2,4
"30",3,3,3,4,1,1,2,3,1,2,1,2,1,3,2,2,3,2,4,1,3,3,2,1,1,3,4,1,4,2,4,4,3,4,1,4,1,1,2,2,4,4,1,4,2,3,1,1,1,2
"31",3,4,2,2,1,1,1,3,3,3,4,1,1,4,3,4,4,4,1,1,4,3,1,2,4,2,1,4,4,2,3,4,3,2,2,4,3,1,2,2,2,4,2,4,4,4,1,4,3,1
"32",1,3,1,3,1,3,3,2,2,3,1,4,4,3,4,3,1,1,4,2,4,2,2,3,3,2,3,3,2,1,2,1,1,2,2,1,3,3,1,2,4,3,2,3,1,4,3,2,3,1
"33",2,2,1,4,4,1,3,3,3,1,3,2,3,1,1,2,1,3,4,3,3,1,3,3,3,3,4,1,3,4,4,3,4,4,2,2,4,3,2,2,4,1,2,3,4,3,2,1,4,4
"34",4,3,2,3,4,4,4,2,2,3,2,3,3,1,3,4,3,4,1,1,3,3,1,3,3,2,3,2,4,3,4,2,4,4,4,3,2,1,1,2,2,4,3,1,2,4,3,1,4,1
"35",3,4,3,4,1,2,2,2,2,4,4,2,4,2,4,4,3,1,2,3,3,4,4,2,1,2,1,4,2,3,3,2,3,3,3,4,1,2,2,2,4,2,2,1,2,2,1,4,4,4
"36",2,2,4,1,2,1,3,2,2,4,3,3,3,2,4,2,2,2,4,1,3,3,2,3,3,2,1,2,2,4,4,1,3,2,2,1,3,1,1,2,3,4,4,4,2,4,4,2,1,1
"37",1,3,4,4,2,1,2,3,4,2,1,1,3,3,2,4,4,3,1,4,3,4,3,3,2,4,2,1,4,2,2,2,3,1,1,2,1,3,2,1,2,3,2,4,4,2,1,1,3,1
"38",4,4,4,2,3,1,1,3,1,4,4,2,1,4,3,1,2,3,2,3,4,2,4,3,3,1,2,4,2,4,2,4,4,1,2,4,4,1,2,1,3,1,4,2,4,2,1,4,1,2
"39",4,1,4,2,1,4,2,4,1,3,4,4,3,4,4,1,4,3,2,3,1,4,1,3,4,4,3,4,2,4,4,1,1,3,1,4,1,4,3,4,3,4,3,1,4,3,2,1,2,4
"40",4,2,2,3,2,4,3,4,4,4,1,4,4,1,4,4,4,4,2,2,2,2,4,4,2,2,2,4,3,3,2,3,2,1,4,3,4,3,3,4,3,4,4,2,1,1,4,4,3,2
"41",4,4,1,2,2,3,2,4,1,3,1,3,2,2,1,3,2,2,4,1,2,2,4,4,3,1,1,2,3,1,3,4,2,1,1,2,2,4,3,2,3,1,2,2,4,4,2,4,3,1
"42",2,2,4,4,4,3,4,1,2,2,1,2,4,1,4,2,2,1,3,3,3,4,2,1,4,3,1,3,2,1,4,3,3,2,2,1,1,1,3,4,4,2,3,3,4,3,3,2,1,4
"43",1,1,1,3,1,3,2,3,2,2,2,2,2,1,4,1,4,3,4,1,3,2,2,2,3,1,2,2,1,3,3,1,3,1,2,2,3,4,1,2,4,2,2,2,3,3,1,3,2,1
"44",4,4,1,4,1,1,3,2,4,1,3,1,4,1,1,1,2,1,1,4,1,3,4,4,2,1,1,3,4,3,4,1,1,3,2,2,4,4,1,4,1,1,4,4,2,1,2,4,4,2
"45",3,1,3,4,4,2,2,2,4,1,1,3,1,1,4,4,3,2,2,3,1,4,2,3,1,1,4,1,1,2,2,2,1,4,1,1,3,4,2,2,1,4,4,3,1,3,3,2,4,4
"46",2,2,4,1,1,4,4,3,1,2,3,2,2,2,1,3,2,1,3,1,4,1,1,1,3,3,3,3,3,1,3,2,4,2,4,4,2,3,1,3,4,4,2,3,3,3,2,3,4,4
"47",1,3,2,1,4,1,2,1,1,2,2,2,2,2,3,3,3,4,1,2,3,2,4,1,1,4,2,4,4,1,4,1,1,2,2,4,3,4,3,4,1,2,1,4,1,3,3,2,2,1
"48",4,3,1,3,3,4,2,3,1,1,4,1,3,2,3,2,4,4,1,4,2,4,3,4,2,1,2,1,4,2,4,4,2,1,2,2,2,1,2,3,4,2,2,4,4,3,1,2,4,2
"49",1,1,1,4,4,3,4,2,4,2,4,2,1,4,4,3,2,4,1,1,4,4,3,1,3,2,3,1,4,2,2,1,3,1,2,2,2,3,2,3,3,1,3,1,2,1,3,3,3,1
"50",1,1,1,1,4,2,4,2,2,3,2,4,1,2,3,3,4,3,4,1,1,4,4,4,4,1,3,1,1,3,1,4,4,4,1,4,4,3,4,2,2,3,2,2,2,3,3,3,2,2
"51",2,1,1,2,2,4,1,1,1,2,3,1,2,4,4,2,1,2,1,1,2,3,4,2,1,1,3,1,2,1,1,2,2,3,4,2,4,1,2,2,4,3,2,4,2,2,3,3,4,2
"52",1,1,4,4,3,2,1,3,1,3,2,2,3,1,2,3,2,1,3,2,1,4,2,3,4,4,1,2,2,4,2,3,2,4,1,2,4,2,4,1,4,4,1,4,4,2,1,4,4,2
"53",1,1,4,4,2,4,2,4,2,4,1,1,1,1,4,4,4,1,1,1,3,3,2,2,4,2,3,1,3,1,1,4,4,1,1,3,1,1,4,1,1,3,2,3,1,3,3,4,1,1
"54",3,4,4,1,3,1,3,4,2,2,2,2,4,1,4,4,4,1,3,3,4,1,4,2,3,4,2,3,2,1,1,1,3,2,4,2,3,3,4,4,4,2,3,2,2,2,3,1,4,3
"55",1,3,2,2,2,3,1,3,1,2,2,1,4,1,1,4,2,4,4,2,4,4,3,3,2,1,1,4,4,1,2,3,3,1,1,1,4,1,4,3,4,3,2,1,4,2,2,4,1,2
"56",3,4,4,2,3,2,3,4,1,4,2,4,4,4,3,2,3,1,2,3,2,3,2,2,1,3,1,4,2,2,4,1,4,3,3,1,4,2,2,1,2,1,3,1,2,1,2,4,1,1
"57",2,1,4,4,1,4,3,1,4,3,2,2,3,3,2,1,2,1,2,3,1,2,1,2,1,1,1,4,2,3,1,4,4,3,2,1,4,1,4,1,4,2,4,1,2,4,2,2,1,1
"58",4,4,4,4,3,3,2,3,4,3,1,1,4,4,2,1,4,1,1,1,3,1,4,2,1,3,1,1,1,4,4,2,3,3,4,1,1,2,3,4,4,4,1,2,4,3,2,2,2,4
"59",2,1,1,1,4,4,4,3,1,4,3,1,2,2,3,4,1,2,2,3,3,3,3,4,2,1,4,1,2,3,1,1,2,2,2,2,2,2,3,1,1,1,2,2,3,3,4,3,4,2
"60",3,2,2,4,4,3,1,1,1,1,1,3,2,1,3,1,1,3,1,4,3,2,2,4,2,4,3,2,1,2,3,1,4,1,4,3,1,4,4,4,3,2,3,3,1,1,2,4,1,1
"61",2,4,1,1,4,1,2,2,1,3,4,3,2,4,2,3,3,4,1,4,1,3,3,3,2,2,1,2,4,3,1,1,1,4,1,3,3,3,4,4,2,1,3,2,4,2,4,4,3,1
"62",2,3,2,3,2,3,3,3,4,4,1,1,4,4,2,1,3,3,4,4,1,2,4,2,4,4,3,3,2,3,4,3,2,2,3,2,2,1,1,1,2,3,2,3,2,2,1,1,3,3
"63",3,4,1,2,1,1,2,2,4,2,3,3,1,2,4,1,4,3,3,3,3,2,1,4,3,4,4,4,4,3,2,1,3,2,1,4,4,3,1,2,3,3,2,1,3,3,4,2,4,2
"64",2,2,1,3,4,1,4,3,3,3,3,4,2,2,2,3,4,1,1,1,1,1,1,4,4,1,3,3,2,4,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,1,1,1,4,2
"65",1,2,4,3,3,1,3,4,3,4,1,3,4,3,4,4,4,1,1,1,2,3,1,2,1,1,3,4,4,3,2,2,3,4,3,3,4,3,3,2,3,3,4,4,2,3,3,2,2,3
"66",2,4,3,4,1,2,2,4,4,3,4,3,4,3,1,1,4,4,4,1,4,2,2,1,2,4,1,1,2,1,1,1,3,1,2,3,3,2,4,1,4,4,3,2,3,3,1,1,3,4
"67",2,1,2,4,2,3,1,4,4,2,3,3,1,4,2,2,4,3,4,3,4,1,3,4,3,2,4,2,3,3,3,2,2,4,2,4,4,1,1,4,1,4,1,1,3,3,3,3,2,3
"68",2,3,3,4,4,1,4,4,1,1,3,3,4,2,2,3,2,1,4,2,1,1,3,1,1,1,3,3,3,4,2,4,2,2,2,3,2,2,4,1,4,1,1,2,2,2,2,3,3,1
"69",1,1,2,3,4,3,3,3,2,3,4,2,1,4,1,3,3,1,1,1,3,2,2,4,1,4,3,3,2,1,2,2,4,1,1,3,1,1,2,3,2,3,2,1,4,1,3,4,3,4
"70",1,1,4,1,1,2,2,2,2,1,3,2,3,2,4,1,3,3,2,1,3,2,1,2,4,4,3,2,3,1,1,3,3,3,2,4,4,2,3,2,4,2,2,2,4,2,4,4,3,2
"71",2,4,4,1,3,3,1,3,2,4,3,2,2,4,3,1,1,4,2,3,1,2,1,2,3,2,4,3,2,4,4,1,2,3,3,3,4,1,3,1,2,4,1,1,4,2,4,4,1,2
"72",3,2,3,1,2,3,4,2,1,1,3,1,3,2,1,1,4,2,3,3,3,4,3,4,2,2,1,2,1,1,1,4,2,3,3,3,2,2,1,3,2,3,3,1,4,1,4,1,1,4
"73",2,2,4,2,2,1,3,2,1,1,1,4,4,4,1,3,4,3,3,3,1,1,3,4,1,4,3,4,4,3,1,2,1,4,1,4,2,4,3,4,1,4,4,2,1,4,2,1,4,2
"74",4,4,4,4,1,3,1,2,3,1,2,1,1,1,1,1,1,2,3,3,4,2,2,3,4,4,2,3,2,1,1,4,3,1,1,1,4,4,3,1,1,2,1,2,1,4,3,1,2,1
"75",2,3,1,2,4,4,3,3,3,4,3,3,2,3,2,3,3,4,4,4,3,4,1,3,3,4,3,4,1,1,3,2,2,1,1,4,2,4,2,2,3,2,1,4,4,2,4,1,1,3
"76",2,3,4,3,3,4,4,3,3,2,4,4,2,3,1,1,3,3,4,1,4,3,1,3,4,3,2,2,4,1,3,1,2,2,2,3,1,1,2,1,3,2,1,3,2,4,3,1,4,3
"77",1,1,1,3,1,1,1,2,4,4,4,2,1,2,4,3,3,2,4,3,2,3,4,1,4,4,2,4,4,3,1,4,1,3,2,2,1,2,1,4,3,3,3,1,4,4,3,1,4,4
"78",3,1,4,1,2,3,2,2,3,3,3,2,2,3,2,2,1,2,1,2,1,1,2,1,2,3,1,2,3,3,2,4,1,1,4,4,4,4,2,4,1,4,4,4,1,4,3,1,3,2
"79",2,3,2,2,1,1,2,4,4,2,2,3,3,2,1,4,4,4,1,3,3,4,4,2,4,3,2,2,4,4,3,4,3,1,1,1,4,2,2,1,4,2,2,3,4,4,4,4,1,2
"80",1,3,3,2,1,2,4,2,3,2,4,2,1,2,2,3,1,1,2,1,4,2,1,2,1,2,4,1,4,3,1,4,2,4,1,1,3,2,1,3,3,2,3,4,1,3,1,2,2,2
"81",1,1,2,4,2,2,3,1,1,2,4,4,4,1,4,4,2,4,4,2,4,2,3,4,4,4,1,3,1,4,1,2,2,3,3,4,2,1,1,1,3,2,1,1,4,1,4,4,3,1
"82",1,4,2,1,3,1,3,2,3,3,1,3,1,2,1,1,3,2,3,3,2,1,3,4,3,2,2,3,4,3,1,4,4,4,2,4,3,1,4,2,4,1,2,4,1,3,3,1,3,1
"83",4,3,1,2,2,3,1,4,4,2,4,3,3,1,4,1,1,3,4,4,3,2,1,1,1,2,4,2,2,2,2,4,4,3,4,3,4,1,3,3,3,3,1,4,2,2,3,1,4,3
"84",4,3,3,3,1,4,1,3,3,1,3,1,2,1,4,3,3,4,1,2,4,4,4,1,4,2,4,4,1,1,1,2,4,3,1,3,1,1,4,2,4,4,1,2,3,2,4,1,1,3
"85",1,2,3,1,3,2,2,1,1,1,3,3,3,2,1,1,1,1,1,3,2,2,2,3,3,3,3,3,3,4,2,4,2,3,3,1,2,3,2,4,1,3,2,3,4,2,2,2,1,3
"86",2,4,1,2,3,4,3,4,2,2,3,3,2,3,4,1,3,1,2,2,3,1,4,3,2,1,1,2,1,3,2,1,1,2,4,3,1,3,4,3,1,3,1,4,2,2,4,4,3,2
"87",1,4,4,1,3,1,1,4,1,3,4,1,1,3,2,2,3,2,4,3,2,3,1,3,2,2,4,2,4,2,2,2,1,4,3,3,1,2,3,4,4,2,3,2,2,1,3,4,1,4
"88",2,2,4,3,3,1,3,1,4,1,2,3,3,4,3,1,2,2,3,3,2,3,3,2,1,2,2,2,3,3,1,2,3,3,2,3,1,3,4,1,3,2,2,4,2,3,1,4,3,4
"89",4,4,2,1,1,1,3,4,3,2,4,2,4,2,3,1,3,1,4,1,3,1,1,1,4,1,3,2,2,1,1,2,1,3,4,2,2,4,3,2,1,1,1,4,4,4,2,4,2,4
"90",3,3,4,3,2,3,2,4,4,4,3,3,3,3,2,3,4,3,2,3,3,2,2,2,1,1,2,1,4,3,4,1,2,1,4,1,1,4,1,4,2,2,4,1,3,1,2,1,1,2
"91",4,4,3,2,3,4,2,1,4,2,2,4,1,4,1,2,3,3,3,3,3,4,2,2,2,4,1,2,2,3,3,2,4,2,2,4,3,4,2,4,3,4,4,3,4,3,4,4,3,4
"92",4,4,1,1,4,2,2,2,4,2,2,2,4,3,3,3,2,2,3,2,1,1,3,3,4,4,4,1,1,2,3,1,3,2,4,3,2,4,2,2,2,3,2,1,2,1,4,2,2,2
"93",2,3,1,4,3,4,2,2,1,2,1,4,1,1,1,3,3,4,4,3,3,4,3,4,4,4,1,1,3,4,2,2,3,3,1,2,2,3,2,2,3,3,4,2,4,1,2,3,3,2
"94",3,4,1,3,3,3,1,2,2,3,4,1,3,1,2,2,4,3,1,1,1,2,4,3,2,1,2,3,3,3,2,2,3,3,3,1,3,2,4,3,4,1,4,1,3,4,1,4,2,1
"95",1,1,3,2,1,4,3,4,2,1,3,1,4,2,2,3,2,2,2,4,4,2,3,2,3,3,3,4,3,1,1,4,1,2,3,1,2,3,1,3,4,3,1,3,2,4,2,1,3,1
"96",4,2,2,1,3,1,3,3,3,2,4,1,3,4,1,3,1,4,3,3,4,4,3,3,2,1,3,1,2,2,2,4,2,3,2,3,1,1,1,1,4,3,1,4,3,4,2,2,2,3
"97",2,4,3,4,3,3,1,4,2,1,3,2,1,4,4,2,2,3,4,3,4,4,4,1,2,3,4,3,2,1,1,2,3,4,2,2,2,4,1,3,4,2,1,3,2,2,4,4,1,3
"98",4,3,3,4,2,1,1,3,1,2,2,2,1,4,3,4,1,2,1,4,2,1,3,4,4,4,1,4,4,4,3,1,3,4,3,1,1,4,3,3,2,1,3,1,3,4,2,4,3,4
"99",2,1,1,3,3,4,2,1,4,4,1,4,4,2,4,2,3,1,4,2,1,2,3,4,1,3,3,1,2,1,1,3,4,4,3,4,1,4,1,1,2,1,2,4,1,4,2,3,3,1
"100",3,1,2,1,1,3,4,4,3,4,4,2,4,3,2,2,3,2,4,2,4,1,3,4,1,3,4,2,2,1,1,2,1,2,4,4,2,2,4,3,1,3,2,1,2,1,4,3,3,3
