"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,4,2,1,1,2,7,4,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,5,1,1
"2",2,1,1,2,2,3,1,1,1,1,2,2,2,5,3,1,1,1,2,1,3,1,1,1,2,1,2,1,2,3,2,4,4,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1
"3",1,1,1,1,2,2,4,2,1,1,1,1,2,2,3,2,2,1,9,2,1,3,4,2,2,1,2,1,1,5,2,3,2,1,1,1,1,1,4,2,2,1,3,2,1,2,1,1,2,1
"4",1,6,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,2,1,3,7,1,1,1,3,2,1,1,4,1,11,1,1,3,1,2,4,1,1,1,2,4,7,2,1,2,1,8,1
"5",1,3,1,1,1,1,1,3,2,2,1,1,2,5,2,2,1,2,1,8,2,1,10,2,1,1,1,2,2,1,2,1,1,2,1,1,1,5,5,1,1,2,1,1,6,4,1,4,1,1
"6",1,2,1,1,2,2,1,4,1,1,1,1,3,1,2,2,1,2,1,2,8,3,1,1,2,1,2,2,2,1,2,2,1,2,7,1,1,1,1,2,1,2,3,1,2,4,3,2,1,1
"7",2,1,1,3,2,1,3,1,1,3,1,1,2,4,1,3,2,2,3,2,2,1,2,3,6,2,1,7,1,3,1,1,2,2,3,1,1,5,8,2,2,3,1,2,2,2,1,1,1,3
"8",1,2,3,1,1,4,1,3,2,1,1,1,3,1,1,1,1,1,2,2,1,1,1,2,4,6,1,4,2,3,1,4,1,1,1,1,3,2,3,3,1,1,3,2,4,1,1,2,1,1
"9",3,1,1,1,2,2,1,1,1,2,1,8,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,9,6,1,1,3,1,3,1,1,1,3,1,1,4
"10",2,1,5,1,1,2,3,3,3,2,1,1,2,2,1,3,4,2,1,2,1,1,1,1,3,3,1,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,5,1,1,2
"11",2,3,1,5,5,1,1,2,2,2,1,1,4,1,3,1,1,1,2,2,2,1,2,4,1,4,1,1,2,1,2,1,1,1,2,2,4,5,1,2,1,1,1,2,1,8,2,3,1,2
"12",3,1,1,1,1,3,4,2,1,1,1,1,3,2,4,1,1,7,7,1,1,3,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,2,1,2,2,3,2
"13",2,4,1,1,2,1,2,6,5,8,1,2,1,1,1,4,2,1,1,2,1,10,1,2,1,2,3,2,2,1,3,1,5,1,1,3,3,1,7,1,1,1,4,2,1,1,6,2,1,1
"14",1,1,2,5,3,1,3,2,2,1,1,4,2,2,1,2,1,1,1,2,2,1,2,8,1,2,2,4,1,2,2,1,1,1,5,2,3,2,1,1,1,1,4,2,2,1,2,2,4,1
"15",2,1,2,3,1,3,1,2,1,5,7,5,1,1,4,4,2,1,1,1,2,1,9,2,1,3,2,1,1,4,1,3,1,3,2,3,1,2,2,1,1,2,1,2,1,1,1,2,6,1
"16",1,1,2,1,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,4,3,3,1,2,3,2,2,2,2,1,1,1,1,2,3,1,2,1,1,1,1,1,2,1,3,1,1,1,2
"17",1,1,3,1,1,4,1,6,2,2,3,3,1,1,4,1,1,1,4,2,1,1,3,3,2,1,1,1,5,3,3,2,2,2,2,3,1,1,1,2,2,2,1,2,3,5,1,2,4,1
"18",1,2,2,1,3,4,3,1,1,2,3,2,1,1,1,3,2,1,1,2,1,3,1,1,2,1,1,4,2,2,1,3,1,1,1,2,4,1,2,1,2,1,3,1,1,3,1,2,1,2
"19",1,1,2,5,2,1,2,1,1,2,1,1,1,2,2,3,1,3,1,1,1,1,3,2,4,2,1,2,1,6,1,1,1,1,1,3,1,1,1,2,1,1,4,4,5,2,1,1,4,1
"20",1,5,1,3,2,4,3,2,1,2,1,1,5,1,3,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,7,1,2,1,1,1,3,2,1,2,1,3,2,3,1,1,4,3,1
"21",1,1,1,3,2,1,1,2,1,2,1,2,1,4,4,2,2,2,1,2,1,1,2,2,1,1,2,1,2,4,1,2,1,3,1,1,2,4,2,2,3,2,3,3,2,2,1,3,1,1
"22",1,1,1,2,1,3,1,2,2,2,5,1,1,1,2,2,1,2,4,1,2,2,3,2,1,3,5,4,1,3,2,1,2,2,2,9,9,2,2,3,2,1,1,1,1,4,1,1,4,2
"23",3,1,2,1,1,2,4,2,5,2,1,2,3,5,1,6,2,3,4,2,1,1,1,1,2,1,4,2,3,1,2,3,2,3,1,1,3,2,2,3,2,3,1,2,3,1,2,1,2,4
"24",2,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,1,3,2,2,2,1,1,1,1,4,1,2,2,2,1,1,5,5,2,1,1,1,2,2,1,2,10
"25",3,3,2,1,3,1,3,7,1,3,1,3,2,3,1,3,2,3,1,1,2,4,1,2,3,1,1,8,1,1,1,2,1,1,3,2,1,2,2,3,1,4,1,5,1,4,4,1,2,2
"26",5,1,4,1,1,1,1,5,2,6,3,2,4,1,1,2,2,1,1,4,1,2,2,1,1,1,3,1,1,2,2,1,3,2,3,2,1,1,1,1,2,1,1,1,2,1,4,2,2,2
"27",2,3,1,5,2,1,3,2,1,2,1,2,2,1,1,2,1,1,4,2,2,1,3,1,1,1,1,7,1,3,2,2,1,2,1,1,1,1,1,1,3,3,1,2,1,2,2,2,9,3
"28",1,1,1,3,1,1,9,1,2,1,2,3,2,1,2,1,1,3,1,1,1,3,2,2,1,1,1,1,1,3,4,1,4,1,7,2,2,1,4,1,3,1,2,1,1,4,2,7,1,1
"29",4,1,1,1,1,1,1,2,1,1,2,5,1,4,2,1,2,1,1,1,2,2,1,3,8,1,1,1,1,1,1,5,1,1,1,1,3,4,2,2,1,3,3,3,1,1,1,2,1,1
"30",2,2,2,2,2,1,4,6,2,2,1,2,2,1,1,4,9,2,1,3,2,2,1,2,1,2,1,1,2,2,2,2,2,4,1,1,1,1,1,1,2,1,3,1,1,3,2,1,2,1
"31",2,3,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,1,1,1,5,1,2,1,2,8,1,1,1,1
"32",1,2,1,3,1,3,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,9,4,2,1,1,1,2,2,1,2,1,1,2,5,1,3,2,1,2,1,1,3,2,1,2,1,1,3,2
"33",1,3,1,1,1,4,1,1,2,1,3,1,4,1,4,5,2,1,1,1,2,2,3,2,1,2,1,1,2,1,2,4,1,2,1,2,2,2,2,1,1,2,1,1,2,1,3,3,2,2
"34",1,1,1,1,1,2,1,3,1,1,1,1,2,2,2,9,1,1,8,1,1,9,2,1,4,3,1,1,2,1,3,2,1,4,1,1,3,1,1,1,1,1,1,7,1,1,1,1,2,2
