"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"11",2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,3,2,2,1,1,1,7,4,2,1,2,2,1,1,3,1,3,1,1,1,1,2,2,2,1,1,4,1,2,1,7
"12",1,4,1,2,6,2,1,2,1,1,3,2,1,1,1,1,4,1,2,3,1,1,1,10,3,8,1,1,1,8,3,6,2,1,2,3,2,2,1,2,1,4,2,1,1,1,3,1,2,1
"13",1,1,1,2,1,1,1,2,6,1,1,2,1,2,1,2,2,1,3,1,4,1,6,2,1,1,1,1,1,1,2,6,2,2,7,1,1,1,2,2,1,1,1,2,1,1,2,5,1,2
"14",2,1,1,1,3,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,5,1,3,2,2,2,1,1,1,3,2,1,3,4,1,2,2,1,1,2,1,2,1,1
"15",1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,4,1,1,4,5,3,3,6,1,1,10,1,2,2
"16",2,2,2,2,1,1,2,2,3,1,3,2,3,1,1,7,2,2,1,2,1,1,1,2,2,3,2,1,1,2,1,2,2,2,2,1,2,2,6,2,2,2,1,2,1,4,2,4,2,1
"17",5,2,1,1,1,3,2,2,3,1,1,2,6,3,3,1,1,2,1,2,2,1,1,1,3,1,10,2,2,2,7,1,1,1,2,1,1,3,1,2,2,1,2,1,1,2,1,2,1,1
"18",2,1,2,2,8,1,1,1,6,2,1,1,3,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,3,1,2,2,1,1,3,6,1,2,2,9,1,2,3,1,1,1,1
"19",1,2,1,3,4,5,2,2,1,1,1,2,8,1,2,1,1,3,1,1,3,5,1,2,1,1,1,3,1,2,2,3,2,1,2,1,1,3,2,1,2,3,1,4,1,1,2,1,2,2
"20",1,1,1,3,1,3,1,1,3,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,5,3,2,2,1,1,6,2,2,1,2,3,1,2,5,3,2,2,3
"21",1,1,8,1,3,1,2,3,2,2,2,2,2,1,1,2,4,2,2,2,1,3,1,5,3,2,1,1,1,3,3,1,4,3,2,3,1,1,1,1,1,1,3,8,1,1,2,1,1,1
"22",2,1,1,1,1,1,4,1,1,2,1,1,1,1,2,5,3,1,1,1,1,2,1,2,9,2,1,1,1,1,1,1,2,3,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1
"23",2,3,1,1,2,2,1,3,1,2,2,2,1,1,1,7,1,2,1,1,2,2,4,1,2,2,2,3,4,1,1,2,1,3,11,1,1,8,1,9,2,2,5,1,3,1,1,1,2,2
"24",1,2,1,2,1,2,1,1,2,2,1,1,2,5,2,1,2,2,1,1,2,1,1,11,2,1,2,1,2,2,2,1,4,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,5
"25",1,2,1,2,2,2,3,2,1,2,1,3,2,3,2,2,2,2,2,1,3,1,2,1,3,2,1,4,3,3,1,1,2,2,1,1,1,4,4,1,1,2,1,2,1,5,3,3,1,3
"26",1,1,2,1,3,1,2,1,1,2,1,1,3,2,2,1,1,1,2,3,2,1,1,3,2,4,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,1,2,1,7,1,1,1,1,1
"27",1,4,4,1,2,1,1,1,2,2,2,2,4,1,1,2,2,1,1,3,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,2,3,1,1,1,2,3,3,1,1,3,2,1,2
"28",1,1,6,1,1,1,2,3,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,9,1,2,1,1,1,1,2,1,1,1,1,2,1,7,1,3,2,2,2,1
"29",1,1,3,1,1,1,2,1,1,3,2,1,2,1,2,2,2,1,2,7,3,3,5,1,1,2,2,2,2,2,1,1,1,1,1,9,1,1,1,1,1,1,2,2,1,2,1,4,2,2
"30",4,1,1,4,1,5,2,1,3,2,2,5,2,2,5,2,1,2,1,2,2,1,1,1,1,6,1,4,1,2,1,1,1,2,1,2,1,1,10,1,1,1,1,2,2,1,3,1,4,1
"31",4,2,1,1,1,1,1,4,1,1,1,2,1,1,3,1,1,1,2,1,2,1,1,3,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,5,1,2,3,1,3,5,1,1,2,2
"32",1,1,4,2,1,2,1,1,3,1,1,2,1,2,2,1,1,1,11,2,1,6,1,1,1,1,3,1,1,2,1,6,2,1,3,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2
"33",1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,7,1,8,1,2,1,2,1,1,1,1,1,1,1,1,1,5,2,1,1,1,3,1,2,2,1,1,2,3,1,6,2,2,1,1
"34",4,3,2,6,1,4,1,3,2,2,3,1,1,2,2,1,1,2,2,1,2,1,1,5,2,2,1,1,2,2,1,7,2,1,4,1,2,1,1,7,2,1,2,2,1,1,4,1,1,1
"35",2,1,2,3,2,1,1,1,6,1,1,2,1,5,2,3,1,2,6,2,1,1,1,1,2,4,1,2,2,1,1,1,2,1,4,2,1,2,1,2,1,1,1,1,3,1,2,3,2,1
"36",1,3,2,2,1,8,1,4,2,1,1,1,1,1,1,3,2,2,5,3,1,1,2,4,1,1,1,1,1,2,1,9,1,1,2,1,1,1,1,1,2,1,2,3,2,3,1,3,7,10
"37",1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,4,3,2,1,5,3,1,1,1,2,1,2,3,1,1,1,1,1,1,2,8,1,2,3,1,1,3,3,11,5,1,2,6,2,1
"38",1,1,1,2,3,2,1,1,1,4,1,1,1,1,6,3,2,1,1,2,1,2,2,2,2,1,2,1,1,1,8,1,1,4,1,2,1,2,6,1,3,1,8,2,1,2,1,2,6,3
"39",1,1,2,1,1,2,2,1,2,2,2,3,2,1,9,1,3,2,1,2,2,2,4,1,3,1,1,2,2,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,2,2,2,1,3,2
"40",1,1,2,2,1,1,4,2,3,3,1,2,2,1,7,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,5,2,3,1,2,1,2,1,1,2,1
"41",1,2,1,3,1,1,1,4,1,1,2,2,1,1,4,1,1,1,1,2,1,4,1,3,2,2,5,6,1,4,2,3,2,1,1,1,7,2,1,1,3,2,1,2,1,2,2,1,7,1
"42",7,2,1,1,1,1,1,1,4,5,1,1,5,3,2,3,1,1,1,1,1,2,3,2,3,1,2,1,3,11,1,3,4,2,1,1,2,3,2,1,1,2,1,1,2,4,1,1,1,2
"43",2,1,3,2,5,4,1,3,2,1,1,3,6,5,1,1,1,1,1,3,4,3,4,1,1,4,3,1,1,3,2,1,1,1,3,2,2,2,1,1,6,3,5,3,2,1,4,2,1,1
"44",8,3,9,1,1,1,1,1,4,1,2,1,1,1,1,3,2,8,3,1,1,2,1,2,3,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,2,1,4,1
"45",1,3,2,1,2,2,1,1,1,1,1,1,1,1,2,4,3,2,3,1,3,1,10,2,6,3,3,1,1,1,1,1,3,1,3,1,1,1,1,2,1,1,1,10,2,2,1,3,2,1
"46",2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,3,3,1,1,1,4,1,1,4,5,2,1,2,3,2,3,1,1,2,1,2,1,4,1,5,2,2,7,2,1,1,4,2
"47",2,2,2,1,3,2,1,2,2,2,5,5,1,1,1,2,2,1,1,4,1,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,3,8,1,1,1,2,2,1,2,1,2,1
"48",4,2,2,2,2,10,1,1,1,9,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,4,2,2,1,1,1,8,1,2,1
"49",1,1,2,2,4,2,3,1,1,3,1,1,3,1,2,6,2,1,1,1,1,2,2,2,2,4,2,1,1,1,1,2,2,6,1,1,2,4,1,2,1,5,3,5,1,1,1,1,1,1
"50",3,2,2,1,1,1,1,1,8,2,1,2,3,2,1,1,2,2,1,3,1,1,2,6,2,2,1,3,1,1,2,1,3,2,1,1,3,1,1,2,1,2,1,1,2,2,1,1,4,2
"51",2,2,1,1,3,1,1,1,1,2,2,5,3,5,2,1,1,1,1,4,1,2,2,1,1,3,1,2,3,1,2,7,3,3,2,1,4,1,3,2,2,1,1,2,8,1,1,1,1,1
"52",1,1,7,1,1,2,2,3,4,1,1,2,1,1,3,1,1,1,2,1,2,6,2,2,1,5,3,1,1,2,1,4,1,4,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1
"53",1,2,6,3,3,2,6,3,1,1,1,1,4,3,1,1,2,2,6,1,6,2,2,2,1,1,1,1,1,2,1,2,2,1,3,1,2,10,1,2,1,1,1,1,7,1,1,7,1,2
"54",2,2,2,2,3,1,1,2,2,1,2,1,2,1,1,5,2,1,3,1,2,1,1,2,1,2,7,1,2,2,2,2,2,1,2,1,3,2,2,1,2,2,1,1,2,2,1,2,1,1
"55",1,4,2,2,1,1,2,1,1,2,8,2,2,1,2,3,1,1,1,4,2,1,2,1,4,1,1,1,7,4,1,1,1,1,1,1,1,1,3,7,2,2,4,1,2,2,2,1,2,1
"56",2,1,1,1,2,2,3,3,2,1,1,2,3,1,10,2,2,1,4,1,2,2,2,1,4,2,2,8,4,1,3,1,1,1,7,1,1,2,4,2,8,2,1,2,2,1,1,4,4,1
"57",4,1,3,1,1,1,2,1,2,2,1,3,1,1,4,1,2,4,3,1,2,1,2,2,1,5,4,1,1,8,2,1,4,3,1,1,1,5,1,2,4,1,1,1,8,1,1,1,6,2
"58",2,2,3,1,2,2,1,3,3,5,1,1,1,1,1,2,6,2,1,2,1,3,3,2,2,2,1,2,3,1,3,2,2,2,2,1,2,1,1,1,2,1,2,3,3,1,7,2,2,4
"59",1,2,2,1,3,1,3,2,1,3,2,1,1,2,1,2,2,2,2,1,1,3,1,7,2,2,1,1,2,4,5,1,1,2,8,2,1,1,1,1,2,1,7,2,1,4,2,1,1,1
"60",3,2,1,1,2,1,6,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,1,3,1,1,1,1,4,2,1,1,1,2,1,3,1,2,1,2,1,1
"61",1,5,3,2,2,2,2,1,1,2,1,4,1,1,2,5,1,2,1,1,6,2,1,2,3,1,2,2,2,1,1,1,4,2,2,3,1,1,9,2,1,2,1,2,1,7,1,1,1,1
"62",1,1,1,1,4,3,1,2,2,1,1,1,3,2,1,2,1,1,2,2,1,2,1,2,1,2,4,1,7,2,1,3,3,3,1,1,1,1,4,1,1,1,3,1,2,1,3,1,1,2
"63",7,5,2,2,1,1,1,1,6,2,1,2,2,1,1,2,1,2,3,2,1,1,7,1,1,2,2,1,1,1,2,3,1,1,4,3,3,1,1,5,1,2,4,5,1,1,2,5,1,3
"64",1,1,1,1,2,1,1,2,1,1,2,1,2,10,1,4,1,2,2,2,4,2,1,1,1,1,3,1,2,1,2,4,1,6,1,1,2,2,1,1,3,1,1,2,1,2,1,3,5,3
"65",3,2,2,1,1,2,6,3,2,1,1,4,6,1,1,1,1,1,1,2,2,1,5,1,1,3,4,1,1,1,2,1,1,1,4,1,2,5,2,3,1,1,1,1,3,2,1,1,1,2
"66",1,2,4,1,2,2,1,2,1,1,1,1,1,1,3,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,5,1,1,2,3,1,2,4,4,1,1,2,2,2,2,1,10,1,3
"67",3,2,2,1,1,1,1,2,1,1,2,2,1,2,3,4,1,1,1,2,2,3,2,1,1,2,1,5,7,1,1,1,1,1,1,2,1,1,1,2,2,1,1,5,4,2,1,1,1,1
"68",1,3,4,1,1,2,2,2,1,1,7,1,3,1,1,1,1,5,2,1,1,1,1,4,2,2,1,1,1,3,3,5,1,3,2,2,1,1,2,2,1,3,1,6,2,1,1,1,1,2
"69",2,3,2,2,1,3,1,8,1,1,3,1,1,2,2,1,1,1,1,2,3,4,1,1,3,1,2,1,1,1,2,5,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1
"70",1,6,1,1,1,1,5,4,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,3,1,9,2,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,3,1,1,1,1,8
"71",1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,1,2,1,2,8,4,2,2,1,4,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,1,2,4,1,2,3,2,5,3
"72",1,1,1,9,1,1,1,2,3,2,1,1,1,3,2,1,1,2,2,4,2,1,1,1,1,6,2,3,2,1,1,3,2,2,2,1,1,1,7,1,1,2,1,1,2,1,2,2,1,1
"73",3,2,2,1,1,1,1,2,1,1,2,1,3,1,2,3,1,4,2,2,2,1,2,2,1,1,1,2,5,2,2,2,2,1,2,2,1,2,3,1,1,1,2,2,1,1,2,1,1,2
"74",2,1,1,7,1,1,3,2,3,1,2,1,3,3,2,1,3,2,8,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,4,1,1,2,3,1,1,2,1,1,2,2,2,1
"75",1,4,1,2,1,2,2,1,1,1,1,4,4,1,2,3,1,1,1,2,1,2,8,3,3,2,4,2,5,5,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,4,1,1,1
"76",1,1,1,3,6,1,2,1,8,2,1,1,1,1,2,1,1,1,5,3,1,1,1,1,5,1,2,7,5,4,1,2,5,2,2,2,6,1,1,1,1,1,2,5,3,2,5,1,2,2
"77",3,1,2,3,1,1,4,1,1,1,3,2,1,1,1,1,1,2,4,1,1,1,3,1,1,1,1,3,2,1,7,2,2,2,6,2,2,2,2,3,2,2,1,2,1,2,2,2,1,2
"78",3,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,3,2,1,2,3,1,1,2,2,4,1,3,2,1,3,2,5,1,1,1,3,2,2,1,4,1,2,1,3,1,3
"79",2,2,1,1,1,2,1,2,2,1,1,2,1,1,3,1,2,1,1,2,4,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,2,2,2,1,1,3,1
"80",1,3,2,1,1,1,1,2,1,4,1,1,1,1,1,3,1,2,3,2,1,2,2,2,4,6,1,2,1,1,2,1,5,8,1,1,2,1,3,2,2,8,2,1,1,2,4,1,2,1
"81",2,1,1,4,3,1,1,1,1,2,5,3,2,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,3,2,7,1,1,1,1,2,2,1,1,6,2,4,2,1,1,1,2,3,1,2
"82",2,2,1,2,2,2,1,1,1,1,1,1,2,1,9,1,3,2,1,1,4,5,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,8,1,2,2,1,1,1,1,1
"83",1,1,1,1,2,1,1,2,2,2,2,2,2,5,2,1,3,1,1,1,1,3,2,1,2,2,2,1,1,1,1,2,1,4,1,4,2,5,1,9,1,7,1,1,1,7,1,2,2,1
"84",2,1,2,1,1,7,2,1,2,3,3,2,4,2,1,2,2,2,2,4,2,2,1,2,1,2,4,1,1,2,2,1,1,1,2,1,2,4,2,3,1,3,2,1,4,3,3,1,2,1
"85",1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,3,1,4,1,2,3,5,3,5,1,1,1,2,1,1,3,1,7,1,1,2,1,3,1,1,4,2,1
"86",1,1,2,1,2,3,1,2,2,1,3,1,1,1,3,3,1,2,1,1,1,2,2,1,2,1,3,1,1,3,3,2,1,2,5,2,4,1,3,2,2,2,1,1,1,1,2,2,1,4
"87",1,1,1,1,3,1,2,1,2,1,8,2,2,2,1,1,1,1,2,1,1,3,6,1,1,2,1,1,4,1,1,1,4,4,1,2,1,1,1,1,3,2,3,2,1,2,2,2,1,2
"88",1,2,2,2,1,1,2,3,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,3,2,2,1,1,1,2,1,3,1,9,2,1,1,3,2,1,3,2,2,3,2,4,1,1,3,1
"89",1,1,1,2,3,3,1,1,10,2,1,4,2,1,2,1,1,2,1,3,2,2,2,1,1,1,2,1,6,1,1,1,1,3,1,4,2,1,1,4,1,1,1,5,2,2,2,1,2,2
"90",3,1,1,1,1,2,1,3,1,4,1,1,1,2,2,2,2,1,2,3,1,1,1,1,1,1,2,1,6,1,2,3,2,2,1,1,1,1,1,2,1,2,1,1,1,2,10,1,4,3
"91",1,2,1,2,2,2,2,1,2,6,2,4,1,1,1,2,8,1,3,1,1,2,2,1,2,2,1,2,1,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,3
"92",3,2,1,3,8,2,4,1,4,2,1,5,1,2,1,1,1,3,4,3,1,1,1,2,1,3,7,1,3,1,2,2,4,3,3,2,2,2,1,1,4,4,1,1,3,2,1,4,2,2
"93",1,2,2,2,3,1,3,1,1,1,2,1,1,7,3,1,2,2,2,2,1,1,1,4,1,1,1,1,10,1,2,1,1,5,1,2,1,2,3,1,2,1,1,2,3,1,2,1,2,1
"94",2,1,2,3,2,4,1,2,1,2,5,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,3,2,1,1,2,2,3,1,2,3,4,2,2,4,2,1,2,3,2,1,1
"95",2,1,2,4,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,5,4,1,2,2,2,1,6,4,2,2,1,1,1,1,1,2,1,1,1,3,1,2,2,2,2,5,2,1,1,1
"96",5,1,1,2,1,1,1,2,1,1,1,3,1,5,1,2,1,1,3,3,8,6,1,3,2,1,4,5,1,1,1,2,3,2,2,1,2,10,1,1,1,2,1,3,1,4,1,1,2,2
"97",3,1,2,6,3,2,5,2,1,1,1,2,1,2,4,2,1,2,2,1,1,1,2,1,1,2,1,1,2,5,4,3,7,3,2,1,1,1,1,7,1,2,2,3,1,1,2,2,2,11
"98",1,1,1,1,1,2,7,1,1,8,1,1,1,1,1,3,5,1,2,9,2,2,5,1,1,1,2,3,1,1,1,1,2,1,1,2,7,1,3,4,6,1,5,2,6,3,1,2,2,1
"99",1,2,2,2,1,4,3,2,1,2,2,1,1,1,1,4,1,5,2,4,2,1,1,2,9,2,3,1,5,2,2,2,1,3,1,1,2,2,1,1,5,2,1,1,2,1,2,1,2,3
"100",2,2,3,3,2,3,1,2,2,1,3,1,4,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,3,2,3,1,7,2,3,3,1,8,2,2,3,3,8,5,2,2,4,4
