"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"17",3,2,6,6,1,3,4,5,4,5,4,1,8,2,1,3,7,7,6,4,3,7,4,5,2,3,1,4,4,5,4,4,3,1,1,3,2,3,5,4,1,4,5,4,4,3,4,3,5,4
"18",6,4,4,1,3,3,4,1,5,4,2,6,6,4,2,6,5,3,5,7,6,5,3,4,7,2,4,3,3,4,2,6,3,1,6,2,3,7,4,4,4,7,2,3,4,7,7,4,6,5
"19",4,3,6,4,3,1,1,5,5,4,1,2,5,4,3,3,2,4,1,2,1,4,4,3,4,6,1,6,2,5,5,2,2,5,6,3,7,5,2,4,1,6,4,4,3,5,3,5,6,3
"20",5,3,6,2,4,3,2,3,2,4,2,3,5,3,6,5,3,2,4,3,4,5,4,3,4,6,3,5,4,6,2,3,4,5,4,2,2,4,1,2,6,6,4,3,8,6,6,3,4,1
"21",4,5,6,5,2,2,4,5,2,5,7,5,3,6,9,5,7,6,1,7,10,2,6,2,4,4,6,4,8,3,2,7,2,5,3,3,1,3,4,4,3,7,4,2,4,4,2,2,1,4
"22",3,4,4,6,4,3,5,1,4,3,7,2,3,2,3,3,7,6,8,6,5,2,3,6,2,6,4,3,8,7,4,8,9,6,5,4,5,2,3,3,7,4,2,8,2,6,3,4,2,6
"23",4,4,5,6,4,2,5,8,3,2,4,3,6,2,1,4,3,5,4,6,5,4,3,2,4,5,4,6,2,3,4,3,5,3,3,6,5,5,5,6,4,12,3,2,2,4,4,3,4,3
"24",2,6,1,6,4,7,2,3,1,3,4,4,4,4,2,1,6,3,3,4,6,1,9,5,6,3,8,4,1,2,3,4,1,4,4,3,4,4,7,3,11,3,7,3,1,4,1,3,3,7
"25",4,2,6,4,3,4,2,1,5,5,5,2,4,6,1,5,3,7,4,3,5,6,5,5,5,3,6,5,3,7,2,1,4,9,1,4,6,4,5,4,8,8,2,2,3,4,5,2,3,5
"26",1,4,5,6,2,3,4,6,4,3,4,3,2,3,5,2,3,3,4,9,4,2,1,4,2,7,4,4,4,2,3,4,6,4,6,6,1,5,3,4,2,11,4,6,4,5,2,6,8,6
"27",1,4,5,2,3,3,9,3,6,4,5,5,1,4,6,5,5,3,6,2,3,6,6,4,4,4,2,5,3,4,4,3,4,3,5,4,2,2,4,2,7,1,3,6,4,2,5,1,3,4
"28",4,7,6,3,4,4,8,3,7,7,7,5,1,7,1,2,6,2,3,2,2,6,3,4,3,4,6,4,1,3,11,3,2,2,3,5,2,8,5,2,1,4,2,6,4,5,3,3,3,4
"29",5,8,5,4,2,6,2,3,1,4,4,4,5,2,2,3,5,4,2,3,2,3,5,7,5,3,8,4,6,4,2,3,2,5,5,3,4,5,1,5,2,5,7,2,2,5,1,3,5,4
"30",6,6,4,2,1,2,5,8,5,5,3,3,4,3,7,4,3,3,3,8,8,2,5,1,1,3,5,5,1,4,3,4,9,4,1,5,2,3,5,3,3,3,3,4,5,2,3,4,4,2
"31",4,4,2,2,4,3,3,3,4,3,2,3,3,3,4,5,2,3,5,5,7,2,3,5,7,2,3,4,5,5,2,1,3,2,8,4,5,4,5,2,3,5,4,5,6,3,5,6,2,5
"32",2,2,2,3,1,1,3,4,2,6,4,4,2,2,8,3,3,3,7,7,4,8,3,5,4,4,2,6,7,3,2,2,6,4,4,4,4,6,2,3,3,5,7,5,1,1,3,5,2,5
"33",5,5,4,5,7,4,2,7,4,4,6,6,3,4,4,8,4,1,4,5,6,5,1,5,5,5,5,4,3,3,1,7,3,2,4,3,3,7,5,4,4,6,4,5,6,5,2,8,4,4
"34",6,3,4,1,4,2,3,5,5,2,5,1,2,3,1,3,3,3,1,4,6,6,3,1,5,4,4,3,4,6,2,3,3,4,1,6,2,4,2,6,4,6,4,2,5,2,2,5,1,3
"35",2,5,6,3,9,5,5,5,3,7,4,3,4,5,5,4,3,6,4,4,4,12,8,2,4,6,2,3,5,3,5,4,6,6,4,3,3,6,6,5,5,2,2,5,6,6,1,6,3,6
"36",2,4,5,3,5,4,1,3,5,2,7,2,5,4,6,7,4,3,4,2,5,3,2,3,5,3,3,6,5,3,2,4,4,3,2,2,4,2,6,4,6,4,3,7,7,3,4,4,2,2
"37",10,5,4,5,8,1,5,5,6,6,8,7,6,7,4,6,2,5,4,9,1,3,8,4,4,3,2,5,4,3,7,2,6,4,2,4,2,2,5,2,6,6,6,5,5,5,1,2,2,7
"38",3,2,4,3,4,2,5,11,3,9,4,2,4,4,9,7,3,6,8,1,3,7,5,4,3,3,5,5,3,6,5,2,3,6,3,6,5,3,4,8,1,7,6,4,3,3,2,4,4,4
"39",3,5,6,2,3,4,6,3,4,4,4,4,4,3,5,4,2,3,6,2,7,6,6,2,4,3,8,3,4,5,1,7,6,2,4,5,4,2,9,4,5,5,4,3,5,1,4,4,4,5
"40",4,6,2,5,7,6,8,3,1,2,4,3,6,1,6,5,4,5,7,4,4,1,7,1,4,3,2,6,5,4,10,1,1,6,4,2,5,8,4,4,3,4,2,6,2,3,7,5,2,7
"41",5,6,3,3,3,5,6,2,4,2,6,4,5,4,2,2,1,7,6,2,5,4,6,4,4,3,2,3,6,8,4,2,4,4,5,2,2,6,2,6,4,3,2,9,5,3,3,6,7,2
"42",3,1,7,6,9,5,4,2,7,5,4,3,4,2,5,7,1,2,5,2,3,3,5,3,5,4,2,4,1,6,4,3,4,5,1,5,7,3,4,1,2,5,3,7,4,4,8,4,7,5
"43",4,4,5,4,2,2,4,3,5,2,4,5,3,1,1,5,4,2,3,2,1,6,4,8,1,2,2,6,7,4,2,3,6,3,4,4,7,3,5,6,4,4,3,6,1,2,3,1,4,4
"44",2,5,6,4,2,3,1,4,2,4,3,5,3,2,4,5,5,7,2,3,2,5,2,3,5,3,3,4,2,10,3,4,2,10,4,3,5,4,5,1,3,5,4,6,4,6,3,2,6,3
"45",3,5,2,5,6,4,1,5,8,5,3,3,2,1,7,6,2,1,3,5,6,5,1,4,3,2,4,2,4,6,4,9,2,3,3,7,7,8,3,2,4,3,2,3,5,9,5,7,3,4
"46",2,6,5,3,6,5,2,4,6,4,2,2,4,6,4,3,4,2,4,2,4,3,3,2,2,5,5,4,5,7,3,4,3,4,5,1,2,1,2,4,2,3,4,7,3,4,2,2,6,4
"47",2,2,5,6,3,6,4,3,6,5,9,5,7,3,5,8,6,4,7,4,4,5,5,6,8,2,2,6,3,4,5,3,3,3,1,4,6,6,4,3,5,3,11,3,7,5,2,5,2,4
"48",4,1,2,4,4,3,8,4,5,3,1,2,2,4,2,1,3,8,9,8,3,3,3,3,5,4,4,3,2,6,3,7,2,1,1,2,1,5,4,2,2,5,6,4,3,1,7,4,2,5
"49",7,2,3,6,5,4,7,1,5,3,3,4,5,6,3,4,6,7,4,6,5,3,5,5,3,5,2,1,9,4,8,3,3,5,5,6,5,3,4,5,6,4,3,7,3,4,6,2,8,4
"50",2,4,2,8,7,7,8,4,5,2,6,4,1,4,3,4,6,1,3,1,6,5,3,5,2,5,3,3,6,5,3,5,2,8,3,5,5,5,4,4,6,2,6,2,2,1,2,2,4,3
"51",2,5,5,6,4,6,7,4,4,3,4,4,1,3,4,5,8,3,5,7,2,4,4,3,3,6,4,6,3,2,2,3,1,5,4,3,4,6,4,2,4,2,5,4,1,3,6,4,7,8
"52",2,3,4,3,3,2,4,6,2,4,4,6,5,2,4,4,3,3,4,3,2,2,3,2,3,3,3,5,6,2,5,6,6,3,3,2,6,2,2,1,2,7,7,7,4,5,3,2,5,1
"53",2,5,2,5,8,8,3,3,2,7,1,1,1,4,4,7,4,4,4,3,6,7,5,4,6,3,3,5,6,6,6,5,5,4,2,2,6,4,3,4,7,4,5,3,2,2,2,5,3,9
"54",4,6,2,3,4,5,5,7,4,3,4,6,2,9,2,4,5,4,3,5,3,3,2,5,4,1,7,4,4,9,3,5,4,3,6,3,11,5,9,4,3,4,4,7,2,8,5,1,1,2
"55",7,8,3,4,4,5,13,2,2,5,7,2,6,3,1,2,9,2,4,7,5,2,9,4,2,5,8,4,1,3,3,6,6,5,1,6,4,5,5,1,2,1,4,4,5,1,3,3,5,3
"56",3,5,4,3,3,2,6,4,3,5,2,2,6,2,5,2,6,4,6,4,2,2,7,4,4,5,2,5,6,6,5,10,4,6,4,3,2,2,5,3,1,4,3,3,1,5,6,4,8,3
"57",8,1,2,7,7,4,4,6,2,1,3,3,4,3,2,5,4,9,6,2,4,2,5,9,3,4,5,3,7,4,1,4,4,2,4,7,4,4,3,2,2,3,4,4,2,1,6,6,1,5
"58",7,5,2,3,3,7,2,2,3,1,2,4,4,5,4,5,7,4,3,3,3,3,5,7,2,4,5,3,7,3,3,2,3,2,4,2,3,3,4,8,7,2,1,5,4,2,6,4,4,4
"59",6,1,4,3,2,5,4,1,3,2,2,5,7,5,5,2,3,1,6,2,12,4,2,1,4,4,4,4,4,4,6,7,2,4,5,3,3,4,6,3,10,5,5,4,3,1,3,5,5,7
"60",5,5,3,6,5,4,9,3,4,7,2,2,4,3,6,4,3,2,5,5,3,4,2,4,4,2,2,2,3,4,6,3,2,8,4,2,1,1,8,3,5,4,4,3,2,4,5,6,9,4
"61",5,2,4,4,7,6,4,7,1,7,4,4,1,4,2,2,3,3,7,7,3,5,1,4,6,4,8,1,2,2,6,3,8,3,5,7,5,7,5,3,5,7,4,3,5,1,1,2,3,9
"62",6,5,3,1,4,3,9,6,4,3,7,4,3,5,5,5,3,5,6,8,4,2,2,4,4,5,3,3,4,3,1,1,4,1,2,4,2,2,3,4,6,2,3,3,3,4,3,7,4,3
"63",5,3,5,6,7,4,3,6,6,4,1,2,4,2,2,3,3,6,8,8,5,12,7,3,3,3,3,3,5,6,2,2,6,6,1,1,4,2,6,4,3,6,3,1,3,3,4,1,6,3
"64",4,7,2,5,1,5,8,3,5,4,6,2,5,3,5,5,4,1,4,8,4,4,5,4,6,3,4,2,8,2,5,6,2,2,6,1,3,7,6,4,3,7,4,5,3,2,3,1,2,3
"65",4,6,4,7,6,7,3,3,3,2,1,1,2,4,3,3,1,4,6,3,3,6,9,2,4,6,4,1,4,3,5,2,5,3,7,2,2,6,2,7,5,4,4,1,4,1,2,6,4,5
"66",7,3,8,5,5,5,3,1,5,2,7,2,2,3,5,3,5,5,1,5,6,1,1,7,4,7,5,9,5,4,5,8,5,3,2,3,2,8,3,1,3,3,2,2,3,3,6,3,3,7
"67",6,2,5,3,2,8,4,3,6,5,4,1,4,4,2,3,5,7,4,10,3,3,3,5,4,3,8,3,2,3,5,4,3,3,6,3,7,5,6,3,2,7,4,6,5,2,2,3,3,4
"68",2,2,3,4,4,6,6,2,6,1,6,2,6,2,2,2,6,1,3,6,3,5,8,2,6,5,1,2,8,5,2,2,3,1,5,6,2,6,5,6,1,4,4,2,4,3,5,3,3,2
"69",3,7,5,1,4,2,2,3,4,4,4,2,4,2,2,1,5,5,2,4,4,2,1,4,4,3,3,2,1,4,5,2,4,3,3,3,2,4,6,5,5,6,2,6,1,3,8,4,1,2
"70",7,3,2,5,2,3,2,3,3,4,7,3,3,3,7,4,6,2,6,6,6,4,2,7,5,4,3,1,7,3,2,3,6,2,4,5,6,1,1,6,8,7,2,6,2,5,5,2,5,5
"71",2,2,3,2,4,8,6,4,1,3,6,4,6,7,3,4,5,3,2,5,4,4,5,3,3,5,4,1,7,5,4,4,6,7,1,1,3,4,7,5,4,6,4,4,7,8,3,3,3,7
"72",3,4,4,4,5,5,4,2,3,7,4,3,3,5,3,1,7,4,2,3,5,4,5,7,7,5,6,2,1,7,1,5,3,8,1,5,4,5,5,1,3,4,4,6,6,3,1,6,3,8
"73",3,1,4,4,1,2,5,3,6,5,1,3,2,5,2,5,2,2,3,4,6,4,8,3,7,6,3,3,3,2,2,6,5,5,7,2,6,4,2,3,7,4,3,4,2,3,5,2,4,5
"74",2,10,3,1,6,2,1,5,4,3,2,6,7,4,5,10,2,3,5,4,8,4,4,5,6,7,6,5,5,8,6,6,8,4,5,4,5,4,3,2,2,3,7,1,3,4,5,2,6,7
"75",5,4,4,4,6,9,2,5,6,2,5,5,4,3,2,6,5,5,2,2,2,4,2,2,4,2,3,3,5,4,3,3,5,3,5,2,5,8,3,6,4,5,3,5,4,5,5,2,3,3
"76",5,3,5,6,5,5,7,2,2,6,2,5,3,2,4,5,5,2,5,4,6,4,6,4,3,3,4,4,7,2,4,3,5,6,4,6,1,2,3,3,2,5,7,3,3,6,2,6,6,2
"77",8,4,5,4,6,2,3,4,2,6,1,3,3,7,4,1,1,2,6,4,6,5,7,1,3,3,4,4,4,3,3,10,3,2,1,4,3,3,2,5,4,3,2,4,3,4,1,3,1,1
"78",7,3,7,5,4,3,8,3,3,5,4,6,3,5,2,3,2,3,2,7,6,3,5,6,3,3,5,6,7,6,6,4,3,4,4,4,2,3,4,7,2,4,1,6,3,5,2,6,5,3
"79",4,4,4,7,6,2,8,3,2,2,3,1,2,6,12,5,5,2,8,4,5,5,5,4,6,4,2,6,6,1,2,3,3,3,6,8,2,6,4,4,4,6,1,3,7,5,3,3,2,3
"80",5,1,5,6,7,4,5,6,3,7,4,4,3,1,9,3,1,5,7,10,2,7,4,4,5,3,6,2,2,5,5,2,2,3,3,9,6,4,1,3,5,4,4,3,2,5,6,2,6,3
"81",4,5,3,5,5,5,5,3,5,2,3,5,7,4,2,2,3,3,5,2,3,6,4,5,6,2,2,5,5,1,5,3,5,4,2,3,7,4,7,5,3,4,4,3,4,4,5,2,2,3
"82",4,4,2,6,1,1,6,2,2,3,6,5,2,5,5,5,8,9,2,4,9,3,2,3,1,6,5,5,4,4,2,6,3,4,1,1,5,3,4,5,4,7,2,3,8,2,5,10,6,5
"83",4,4,4,4,4,4,3,4,8,2,4,2,1,2,4,2,1,1,4,5,5,3,4,1,4,4,3,8,7,4,2,1,6,4,4,4,4,7,6,4,8,4,6,4,3,3,6,2,4,3
"84",4,2,3,7,10,2,4,5,5,4,8,6,3,1,2,4,2,3,3,4,8,4,2,7,3,3,4,3,4,5,3,7,5,2,2,2,4,2,5,1,4,4,2,6,5,1,4,5,3,3
"85",2,2,5,3,6,3,6,4,4,4,1,6,6,2,2,4,6,3,4,3,2,1,4,4,7,3,4,3,5,6,2,3,4,5,5,2,1,1,9,8,6,1,5,4,2,6,4,5,5,5
"86",2,5,2,7,2,2,5,3,5,4,4,4,7,6,4,3,2,2,3,4,7,1,5,1,8,5,3,5,5,6,5,5,5,3,3,3,8,6,2,6,3,4,5,1,2,5,6,3,2,1
"87",5,3,6,8,4,3,5,2,8,5,5,7,5,8,8,1,3,2,4,3,7,3,8,2,1,2,3,4,3,3,4,3,5,5,3,3,1,3,5,1,1,5,1,7,2,1,2,4,3,7
"88",4,4,6,5,4,1,3,5,4,3,3,4,3,3,2,8,3,8,2,3,9,4,4,2,3,3,1,3,2,3,3,4,2,4,4,5,2,6,4,4,2,8,4,6,3,6,2,6,6,3
"89",4,3,6,6,4,2,5,4,3,2,4,2,2,6,2,4,4,3,5,3,8,1,2,6,5,3,6,6,2,4,5,8,3,4,3,3,5,1,2,3,7,7,2,3,6,5,4,3,3,5
"90",1,2,4,5,4,5,5,3,4,5,2,5,4,3,7,5,4,3,1,9,6,5,2,5,3,3,5,3,3,3,5,8,5,4,2,3,6,7,7,4,4,3,2,4,4,8,6,2,1,3
"91",4,8,4,7,9,4,2,5,4,8,5,2,5,2,5,5,3,1,5,1,3,1,2,4,3,3,12,4,5,5,6,3,2,7,6,10,3,2,6,3,2,4,4,4,3,7,6,4,10,4
"92",2,3,5,4,5,5,3,4,2,3,2,2,3,9,5,5,2,3,6,4,8,2,6,2,4,5,5,4,6,4,4,4,3,3,4,7,2,7,4,4,3,8,2,6,3,2,4,4,7,5
"93",6,6,4,6,6,1,1,5,7,6,6,1,6,4,4,5,4,4,6,7,6,1,3,1,3,3,4,3,4,2,3,1,5,5,7,2,7,7,4,3,3,4,2,7,5,2,6,2,2,3
"94",3,4,6,6,3,4,1,3,5,3,3,1,4,3,3,2,9,3,1,4,4,5,4,7,3,2,6,3,5,4,6,2,3,3,3,1,5,6,2,4,9,5,8,3,1,2,5,3,3,4
"95",3,7,3,4,2,3,4,4,4,2,4,3,3,2,1,3,5,3,2,6,3,2,3,5,3,4,3,1,6,5,4,4,4,4,5,4,3,3,2,3,3,5,2,2,6,4,3,3,1,2
"96",1,3,4,3,5,3,2,3,4,9,5,7,3,5,1,4,2,4,4,5,2,5,2,4,4,4,4,2,8,4,1,5,5,4,2,3,4,2,2,8,5,6,6,6,6,5,2,7,2,3
"97",4,2,4,3,6,6,5,1,5,3,5,5,7,8,4,3,5,4,5,1,7,6,9,5,10,2,5,5,3,7,3,1,1,2,2,3,2,3,2,2,3,5,4,6,2,1,3,4,4,5
"98",6,5,3,3,4,4,4,5,3,2,2,4,4,6,4,3,4,5,2,8,2,5,3,3,2,1,2,2,1,8,5,1,6,4,5,1,3,5,6,3,9,3,3,1,4,3,5,4,3,5
"99",2,1,3,4,6,2,4,2,6,2,4,7,3,3,2,5,2,4,3,1,9,3,5,4,5,7,9,5,2,4,2,3,5,5,5,3,5,7,6,3,3,6,7,2,5,4,6,4,1,4
"100",5,5,2,5,3,1,5,3,6,4,6,6,1,4,7,3,3,3,6,1,7,3,5,5,4,5,5,1,3,6,4,7,3,6,6,3,5,3,4,4,4,2,3,5,3,6,4,3,1,2
