"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"23",6,5,2,4,2,1,4,3,2,2,4,2,3,4,3,6,6,1,1,6,4,3,1,5,1,6,1,5,2,5,4,4,2,1,2,3,1,1,3,3,1,5,3,5,2,1,5,2,1,4
"24",2,4,6,4,1,3,1,1,3,4,2,5,1,3,4,6,1,5,5,6,4,4,5,1,6,6,5,6,4,3,3,1,1,6,3,6,1,2,5,2,4,1,3,2,5,2,5,2,3,5
"25",5,6,5,1,4,2,6,1,3,1,6,6,4,4,5,4,6,2,4,6,1,6,5,2,1,3,1,3,3,4,3,2,3,2,6,5,5,5,4,6,1,4,2,3,4,5,6,6,6,2
"26",1,4,4,5,1,1,2,3,3,1,1,4,5,6,6,6,5,5,1,6,5,3,5,6,3,4,4,2,1,1,6,2,1,1,1,4,2,5,2,2,2,2,5,5,4,5,6,3,5,1
"27",6,2,4,4,1,6,5,6,4,2,6,1,3,3,6,3,4,4,2,4,5,5,6,4,4,3,2,3,4,6,1,2,1,6,2,2,4,1,2,1,1,6,1,1,1,1,6,3,4,4
"28",4,5,5,5,5,2,4,2,6,4,3,2,4,2,4,6,6,3,2,2,3,1,5,4,4,3,2,3,2,6,4,3,2,3,2,3,2,3,4,5,4,1,6,4,6,5,4,5,1,2
"29",6,5,3,5,1,4,6,2,3,3,3,3,5,3,2,5,3,5,6,3,4,5,2,6,3,1,1,3,5,4,3,4,3,2,5,2,2,6,5,5,4,3,2,2,3,3,6,4,1,6
"30",3,4,3,2,3,5,2,6,2,3,4,2,2,3,5,4,3,3,1,2,6,1,5,4,1,1,4,4,5,3,3,3,1,4,6,4,3,6,4,1,6,4,6,5,6,2,5,2,2,3
"31",2,1,2,1,1,3,5,5,4,3,2,5,1,1,2,6,3,2,1,6,3,6,3,2,2,4,3,4,1,6,2,1,5,6,3,1,3,3,1,6,5,2,3,5,1,4,1,5,2,2
"32",3,4,4,3,2,4,3,2,2,1,5,6,5,3,3,4,5,2,1,2,1,5,5,1,5,2,6,1,5,3,2,5,6,5,1,5,3,4,5,5,3,6,2,4,3,4,1,1,4,2
"33",3,1,3,2,1,5,4,5,4,6,1,6,6,5,5,1,1,4,6,1,5,3,3,5,5,3,6,2,5,1,5,5,5,6,3,6,5,3,6,1,6,3,5,1,5,1,1,1,5,5
"34",1,5,4,2,1,3,5,6,4,1,4,6,6,3,3,4,6,5,5,3,1,1,1,2,2,6,3,3,1,3,2,2,6,6,2,2,5,6,6,1,3,3,2,2,4,2,3,1,3,5
"35",4,4,2,2,2,5,3,3,4,6,5,2,1,1,3,4,1,2,1,4,4,2,1,4,3,2,3,5,1,6,5,1,5,4,1,5,4,6,3,5,1,3,2,4,5,6,5,3,1,4
"36",1,4,3,5,3,2,4,6,4,2,2,2,5,2,2,4,4,6,2,5,4,4,3,5,5,5,6,6,3,5,6,5,4,1,5,5,4,2,2,6,3,1,5,2,5,2,5,5,1,2
"37",3,5,6,4,2,6,6,2,1,6,4,5,1,5,3,2,6,4,4,4,5,4,3,5,6,2,1,5,5,5,5,1,5,4,4,4,6,2,6,6,5,4,5,4,3,5,3,1,4,2
"38",3,2,4,4,5,3,5,5,1,5,5,1,4,6,4,6,2,3,6,4,1,2,5,4,2,1,3,6,5,5,3,2,3,1,1,6,6,6,4,4,1,2,4,2,3,5,3,4,3,1
"39",3,2,5,5,6,4,3,3,5,5,6,5,5,2,5,3,4,1,6,6,3,1,2,6,5,4,6,1,4,4,4,3,2,3,2,2,3,1,4,6,5,6,3,2,6,4,4,6,1,5
"40",5,4,5,4,4,2,6,6,2,2,1,1,6,6,2,5,1,3,3,4,1,2,4,6,4,6,5,2,3,4,2,6,4,3,1,3,4,2,4,3,5,3,5,6,2,6,2,3,3,5
"41",6,5,6,6,4,2,2,5,1,1,4,6,3,6,1,6,1,6,3,1,1,4,6,3,5,6,2,6,2,6,1,1,4,5,5,1,3,6,6,1,3,4,3,5,2,3,6,2,5,5
"42",4,2,4,2,1,5,4,1,5,4,4,1,1,5,4,4,3,2,6,2,3,4,2,3,5,6,1,4,2,1,4,2,5,5,4,3,6,6,3,5,2,1,2,6,6,1,5,6,2,4
"43",6,6,4,4,3,4,4,3,5,3,2,1,4,1,4,3,3,5,5,3,1,3,6,2,4,4,4,5,4,6,1,3,4,3,5,4,1,1,6,5,4,3,1,1,5,5,3,5,6,3
"44",5,3,5,4,2,5,1,2,2,3,6,3,2,1,3,3,1,3,4,6,1,2,6,4,4,5,5,3,4,2,3,5,2,3,4,1,5,2,3,5,2,3,4,6,1,3,6,5,5,4
"45",2,2,1,1,6,4,5,2,5,1,2,2,5,1,3,4,4,6,5,3,4,5,6,4,5,1,5,4,3,5,6,2,6,6,2,4,1,2,4,2,6,1,5,3,4,5,2,3,2,6
"46",6,6,5,5,1,5,2,3,3,4,1,2,5,1,6,2,4,5,1,2,2,5,1,5,3,3,6,6,5,2,3,4,5,6,4,1,2,3,2,4,1,3,6,1,4,4,4,4,3,6
"47",3,6,1,1,5,4,2,5,4,5,5,3,1,5,3,4,5,3,4,3,5,1,5,5,3,5,3,1,5,1,1,2,2,2,4,1,1,6,2,2,2,4,4,3,5,5,3,5,2,4
"48",3,1,1,1,4,1,3,1,2,6,4,5,5,2,3,6,5,1,2,4,6,3,3,1,2,4,6,5,3,5,3,5,5,3,2,5,2,5,4,2,6,3,1,6,5,1,2,2,4,4
"49",4,3,1,6,3,3,2,3,6,4,1,5,5,5,4,1,5,6,4,1,3,5,2,3,1,2,3,1,6,1,5,4,4,1,4,2,3,3,2,1,4,5,1,5,5,5,3,2,3,5
"50",3,1,4,2,4,5,2,6,1,6,1,3,3,6,6,1,2,1,4,3,2,3,6,4,1,3,5,3,2,3,2,6,6,3,4,1,2,5,3,1,6,4,1,5,5,5,4,6,5,5
"51",3,6,4,2,5,3,2,6,5,2,1,3,1,6,5,1,6,4,6,1,3,3,2,1,2,6,6,1,4,4,5,3,2,4,5,1,4,6,6,1,6,6,4,2,2,1,3,6,6,2
"52",1,5,4,5,4,6,1,3,4,2,5,4,3,2,1,3,6,4,2,1,3,6,4,1,6,2,6,2,5,6,4,6,1,5,3,5,2,5,6,1,6,3,6,6,1,1,1,2,6,3
"53",2,3,3,1,2,1,2,6,5,1,1,2,3,2,5,1,3,6,1,2,1,2,5,4,5,1,4,1,3,2,2,1,5,3,4,2,4,3,4,1,6,1,2,1,6,2,4,4,3,2
"54",5,2,2,1,1,5,1,1,6,3,2,6,4,2,2,3,2,4,1,1,1,5,2,4,6,4,4,4,3,1,2,2,1,1,4,6,2,3,2,3,1,4,3,2,3,2,2,4,1,4
"55",1,6,1,6,4,4,1,6,1,3,3,3,2,5,3,2,6,4,6,6,6,4,1,6,5,3,3,2,4,5,5,4,2,2,5,6,2,6,6,3,2,5,1,5,4,1,3,4,2,2
"56",4,2,1,6,3,4,2,3,6,1,1,3,4,4,5,6,5,1,2,1,3,1,1,4,3,4,4,1,6,2,5,1,3,4,6,2,6,2,3,4,1,4,2,1,5,1,3,5,6,5
"57",3,2,1,2,3,6,3,1,1,2,6,2,1,2,1,2,1,1,2,6,3,3,4,3,4,2,3,4,5,3,5,6,6,1,3,5,1,3,4,6,3,2,5,5,2,3,1,4,4,5
"58",6,3,5,4,1,1,5,6,2,3,2,3,3,5,1,6,2,1,1,1,1,5,5,5,5,3,2,4,3,2,4,4,1,2,3,5,3,4,6,3,6,4,4,3,2,6,6,3,5,5
"59",3,2,5,1,6,4,5,5,3,6,4,5,3,3,6,4,2,5,3,5,3,4,4,4,6,1,1,1,4,4,5,2,5,3,1,3,4,5,5,6,2,2,3,3,1,3,6,1,1,6
"60",2,1,5,6,3,1,2,2,6,1,5,2,4,5,4,1,3,4,2,3,5,4,1,5,6,3,3,3,2,5,6,1,6,4,3,2,2,4,3,2,2,2,3,5,2,5,1,6,6,6
"61",2,4,3,3,2,4,5,2,4,5,3,1,1,4,1,3,4,3,4,1,1,6,2,4,5,1,5,6,2,1,3,3,2,6,2,5,3,3,3,1,1,1,4,5,4,5,2,4,6,2
"62",5,3,4,2,2,1,1,6,3,4,3,1,3,2,6,6,2,4,3,2,1,3,5,2,6,3,1,3,4,3,5,1,4,4,6,3,3,6,1,1,3,6,1,4,2,1,6,1,2,5
"63",4,6,3,1,2,4,1,1,1,1,1,4,3,3,5,2,3,3,4,6,5,6,4,1,4,4,5,2,1,3,3,6,3,1,6,2,5,4,1,4,3,3,5,6,2,6,2,1,5,2
"64",3,4,3,1,2,3,4,4,4,4,5,4,1,2,3,2,3,2,1,1,6,2,6,5,4,5,2,5,5,1,2,6,3,6,4,6,2,5,3,3,6,1,5,4,1,1,1,6,5,2
"65",4,3,3,3,6,1,3,5,2,3,5,2,3,1,2,3,2,5,2,2,3,6,1,6,2,5,2,2,6,4,6,5,4,3,6,6,5,3,3,3,6,5,4,3,3,6,2,3,6,6
"66",6,1,6,6,3,2,1,2,4,4,1,5,5,4,4,3,5,1,1,3,5,2,2,5,5,6,2,2,6,6,4,1,2,5,6,4,5,5,6,4,3,5,5,2,4,3,6,2,1,5
"67",1,1,6,5,5,4,1,6,2,6,4,6,3,1,6,4,3,5,3,6,1,4,6,6,3,6,3,1,1,4,1,5,6,2,2,4,3,1,2,5,2,3,4,1,2,5,3,3,3,2
"68",3,4,5,6,6,6,2,1,2,4,5,2,4,4,5,5,6,1,2,2,4,5,4,5,6,1,1,5,1,2,5,4,2,6,6,4,6,2,3,2,6,5,2,2,4,5,2,2,5,2
"69",2,5,6,5,1,4,2,6,6,3,6,6,3,5,3,2,1,4,3,1,5,4,6,5,1,2,3,5,5,4,5,2,1,5,5,3,3,4,1,4,2,5,6,5,4,5,4,2,3,5
"70",2,6,1,4,1,5,4,2,1,5,3,3,5,3,6,2,5,6,4,2,4,4,1,3,5,4,2,1,5,3,5,4,6,1,3,1,2,2,5,5,2,2,5,4,3,4,6,1,2,5
"71",4,5,4,5,6,4,4,5,5,5,6,1,2,4,5,6,4,2,6,5,1,6,1,6,2,6,1,4,3,2,1,6,4,6,6,3,2,6,1,1,4,5,4,1,1,6,1,1,2,4
"72",6,5,6,4,6,3,4,6,2,6,2,6,3,4,1,5,5,3,1,5,5,3,3,4,6,2,3,6,2,3,4,1,2,2,1,5,2,3,5,3,1,3,2,4,6,5,5,1,5,4
"73",4,5,6,6,6,6,4,3,4,1,4,2,2,1,6,4,6,2,2,1,4,1,4,6,5,6,5,1,5,5,6,4,1,3,3,3,3,5,5,6,6,5,6,4,5,2,1,5,1,2
"74",4,5,5,4,6,3,6,4,3,4,5,4,3,5,3,2,5,5,4,5,2,1,4,6,6,3,6,3,2,3,5,3,2,4,1,5,3,4,5,2,4,5,2,6,3,4,4,4,2,5
"75",1,6,6,1,4,3,2,5,4,6,4,6,5,5,4,4,6,1,2,6,3,2,3,1,3,3,5,5,4,6,2,2,6,6,3,3,4,5,3,5,2,2,3,2,3,1,6,6,3,4
"76",3,2,2,4,2,4,5,3,1,3,2,3,1,4,6,3,4,4,2,6,3,1,1,6,4,5,6,3,3,1,5,3,6,6,4,1,5,3,2,2,6,3,4,6,6,5,5,4,6,5
"77",6,2,2,5,2,4,4,6,3,4,1,2,6,5,3,2,3,6,5,4,2,6,3,3,1,4,2,3,6,2,5,6,5,3,6,4,2,1,5,2,2,5,4,2,2,3,6,5,1,3
"78",6,5,4,1,4,6,6,4,2,5,1,1,2,3,5,5,2,3,5,5,5,1,3,3,1,6,2,2,1,3,2,6,4,2,4,5,1,5,6,5,3,4,4,4,4,6,2,2,6,5
"79",6,2,2,6,5,4,4,3,6,5,6,6,3,3,1,5,2,6,2,4,6,6,4,4,2,5,4,1,6,6,3,3,5,1,3,3,5,5,4,3,6,4,5,6,5,3,5,1,4,4
"80",4,1,3,5,6,3,4,1,6,3,2,5,6,3,3,6,2,5,5,4,5,6,3,4,3,4,2,4,1,5,5,1,1,5,6,6,1,1,1,2,3,1,2,2,4,4,4,5,4,5
"81",2,5,5,1,6,6,6,1,4,3,1,3,1,3,2,5,2,2,4,2,4,2,1,2,2,4,2,2,5,3,2,2,6,3,2,5,1,5,5,6,5,2,3,5,6,6,3,1,6,4
"82",6,2,1,4,3,3,1,6,4,3,6,6,5,6,6,3,6,6,5,2,3,3,1,6,1,5,6,1,6,3,3,1,4,4,1,4,5,1,2,6,2,2,3,2,4,6,3,6,3,2
"83",4,3,3,3,6,2,2,1,4,4,1,5,6,1,2,5,5,5,4,6,5,1,3,5,2,3,4,4,3,6,2,4,1,3,2,2,5,5,6,6,3,4,1,1,6,3,3,3,5,6
"84",2,3,6,5,3,4,6,4,5,2,3,5,2,5,2,6,6,1,1,5,3,6,1,3,2,6,3,2,1,1,4,1,2,2,2,3,1,3,1,1,3,3,6,3,2,1,2,5,4,6
"85",2,6,6,2,6,6,4,3,4,2,5,2,6,4,5,3,6,5,6,3,4,2,2,1,6,5,3,2,6,5,1,5,4,5,2,1,1,6,6,4,1,2,5,3,1,3,5,2,4,6
"86",4,5,5,3,4,6,3,4,6,4,4,2,3,4,5,6,6,6,6,1,6,1,6,5,6,5,3,2,4,1,3,2,6,5,2,2,3,2,3,2,6,5,2,3,3,5,6,5,1,4
"87",1,2,3,2,1,3,5,4,4,6,6,4,6,6,1,6,1,6,3,2,4,4,6,3,2,6,2,1,5,4,3,2,6,6,6,3,4,3,1,4,6,1,1,1,4,1,1,2,1,4
"88",3,5,3,6,3,3,2,2,2,3,3,4,2,2,2,1,6,2,1,1,5,1,2,4,3,2,2,5,1,2,1,2,1,6,5,5,6,3,5,6,2,4,2,6,5,5,4,6,2,1
"89",4,6,6,4,5,5,1,1,1,4,2,1,1,1,6,2,5,2,1,5,5,1,4,6,6,4,6,1,2,1,3,4,2,2,1,2,4,3,2,4,2,2,5,4,4,6,5,1,6,3
"90",4,3,6,1,3,1,3,6,2,1,4,4,3,6,1,2,1,5,6,6,5,6,2,5,2,1,5,3,3,2,5,3,4,5,5,6,4,3,4,3,2,6,5,3,5,5,3,4,3,5
"91",5,2,2,1,4,2,1,3,6,2,5,2,3,4,1,1,4,5,5,3,1,4,2,3,6,6,4,4,2,2,1,6,2,4,6,6,3,1,4,5,2,4,3,6,5,3,2,5,6,6
"92",2,6,5,5,5,1,1,5,4,3,1,2,3,2,5,5,5,3,2,3,1,1,5,3,3,3,4,1,6,3,4,5,4,3,3,6,1,3,5,6,4,1,6,6,1,1,4,1,1,3
"93",3,4,6,5,5,6,4,2,1,5,5,4,6,3,3,2,6,6,6,3,3,5,4,1,5,4,3,6,1,1,1,1,3,1,3,2,1,4,3,2,5,3,3,4,6,6,5,1,6,3
"94",4,3,5,6,3,3,3,3,5,6,4,4,2,5,3,5,6,6,3,1,2,3,6,2,2,2,4,1,1,1,5,4,5,5,1,4,3,3,2,6,2,4,5,2,1,4,5,5,1,4
"95",6,4,4,3,6,6,6,3,3,2,5,3,5,4,4,3,4,2,3,5,3,2,1,2,3,6,4,4,3,5,2,6,3,1,5,6,6,1,1,2,5,4,3,6,6,4,3,5,1,4
"96",6,5,2,1,3,6,2,6,6,6,4,4,4,6,5,6,3,4,1,3,2,6,4,1,4,3,3,5,5,3,4,1,5,5,3,2,3,4,4,3,6,1,1,4,3,6,2,5,2,3
"97",5,4,4,4,3,1,2,2,6,2,5,1,1,3,1,1,1,2,6,4,5,6,6,4,6,1,5,3,2,1,5,3,4,5,2,6,4,4,2,4,6,4,1,5,4,2,3,5,4,5
"98",6,3,2,2,3,2,3,6,6,4,3,6,2,1,3,2,4,2,2,6,4,5,3,5,4,3,1,5,1,4,4,4,1,5,5,4,4,5,2,4,3,3,6,4,5,6,2,3,4,6
"99",5,5,1,2,1,4,6,3,6,4,5,3,4,1,5,1,3,3,3,5,3,4,1,4,1,6,1,6,2,6,1,6,4,2,4,5,2,3,5,5,3,2,3,5,6,6,5,2,6,1
"100",3,4,5,1,4,4,3,4,2,1,6,2,4,2,2,5,2,6,4,5,3,3,3,6,4,5,4,2,1,2,6,6,3,4,5,5,6,2,3,6,6,5,1,4,1,4,4,2,1,3
