"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"1",1,5,7,1,6,6,5,4,2,4,1,2,2,1,2,3,7,3,7,2,1,5,6,1,3,5,3,5,5,1,1,4,4,1,6,2,1,6,5,3,3,4,2,2,4,1,3,1,2,3
"2",2,3,1,3,1,6,1,4,2,1,4,2,6,3,3,5,3,5,3,3,6,3,6,3,1,4,3,2,3,1,4,3,8,4,2,2,4,2,2,1,3,3,3,1,1,4,2,4,1,1
"3",5,1,2,3,3,4,2,3,6,8,1,2,3,3,3,1,7,3,2,2,4,8,1,5,4,1,5,2,2,3,4,4,4,5,3,5,4,3,5,2,6,5,2,4,1,3,3,4,6,2
"4",5,3,2,1,3,4,5,1,2,1,4,4,2,8,4,1,2,2,2,3,4,1,3,4,1,3,4,2,4,2,5,3,3,4,3,2,2,4,2,2,4,2,3,7,6,4,1,2,4,4
"5",1,5,2,3,2,6,3,2,2,1,4,7,3,1,1,2,2,5,2,4,4,2,3,4,4,2,1,2,2,3,3,4,1,1,1,1,5,4,2,5,1,2,1,3,2,2,3,2,3,4
"6",2,2,7,7,1,3,3,2,4,2,5,6,4,4,4,2,2,3,4,7,2,2,3,3,5,5,3,6,6,3,3,2,3,6,3,5,7,2,3,2,6,3,2,3,3,1,2,2,2,6
"7",3,5,2,3,4,3,3,2,3,7,5,2,5,3,5,2,4,1,3,4,4,4,4,3,2,1,2,4,2,3,3,2,3,2,4,2,2,1,2,2,4,2,4,1,8,2,2,2,2,1
"8",2,2,1,3,1,1,3,2,3,4,4,3,1,6,5,3,3,5,2,7,2,4,2,5,2,2,2,1,3,2,4,2,2,2,4,3,2,4,4,2,2,5,5,2,6,5,3,3,2,4
"9",3,3,3,4,4,3,2,5,2,1,4,6,5,2,4,3,6,3,1,1,3,1,4,3,6,5,2,4,4,1,5,1,5,2,1,3,6,2,4,1,4,5,4,6,6,6,2,2,3,5
"10",7,1,3,2,1,1,2,3,4,6,4,3,5,7,2,3,3,1,2,6,5,3,4,3,3,3,4,3,2,3,6,3,3,2,5,4,8,3,6,4,2,2,2,5,4,2,4,8,1,1
"11",7,3,3,1,2,3,5,3,3,3,4,3,3,3,4,4,5,3,5,1,1,3,10,6,3,4,1,3,5,1,1,1,4,2,5,4,4,3,2,2,3,1,3,3,7,2,5,4,4,6
"12",5,3,6,5,1,3,2,4,5,3,4,6,4,3,3,2,1,1,1,4,2,2,2,3,3,2,1,6,2,3,3,5,4,4,3,2,6,2,4,1,5,2,3,2,6,4,3,3,4,2
"13",2,2,2,5,7,5,3,2,2,6,4,5,2,3,3,4,2,3,4,2,4,4,1,5,3,3,4,4,5,4,4,2,5,2,5,1,3,2,5,4,4,2,3,3,4,3,3,3,4,3
"14",3,1,4,6,3,1,6,2,1,2,5,5,6,4,6,6,5,4,2,6,3,2,2,2,2,3,2,6,4,2,3,1,4,4,1,3,3,3,1,1,3,4,3,5,7,5,3,7,1,4
"15",1,3,2,2,1,4,3,3,6,2,2,2,1,5,3,5,2,6,3,1,2,4,2,4,4,3,3,2,3,5,3,3,4,2,1,3,4,2,4,4,3,2,2,4,3,3,4,2,4,5
"16",3,4,7,1,1,3,5,2,3,4,4,3,9,8,5,1,1,3,4,3,2,2,2,1,5,6,1,2,3,2,3,3,4,4,3,2,2,4,5,5,4,2,3,1,2,2,6,2,6,2
"17",1,3,3,1,3,3,2,5,3,4,2,7,1,3,7,2,5,3,3,4,1,3,2,3,4,2,2,3,6,4,3,3,4,6,1,3,2,1,7,5,8,3,3,5,1,3,1,4,3,1
"18",9,2,1,6,7,4,1,3,2,2,3,7,4,3,1,4,3,1,5,4,2,3,2,2,9,2,1,4,2,1,4,7,3,5,4,3,2,3,2,5,2,3,5,1,6,2,5,3,1,2
"19",3,4,3,4,5,1,3,7,3,2,2,3,1,5,2,1,6,4,6,4,5,4,3,4,2,4,2,5,1,3,3,2,3,2,4,1,4,3,3,2,5,6,3,3,4,4,2,1,3,3
"20",2,2,2,4,4,4,4,3,1,7,2,4,4,1,5,6,2,1,5,2,4,2,4,2,7,5,4,3,2,3,3,2,2,6,2,4,2,3,4,2,4,6,2,7,2,4,1,4,5,2
"21",4,1,3,2,1,3,3,2,2,5,5,4,4,3,2,2,3,3,5,3,3,2,5,2,4,6,2,3,1,4,4,2,2,2,4,2,5,4,4,3,2,1,6,5,5,1,2,4,2,2
"22",3,1,2,4,4,1,2,2,2,1,2,2,2,3,2,1,4,2,1,1,2,3,2,4,3,3,1,2,4,7,6,1,4,4,8,2,2,2,7,3,4,2,2,2,4,3,5,2,2,5
"23",4,3,3,1,1,5,3,3,2,4,1,2,1,3,6,3,2,2,2,3,8,2,8,4,4,3,1,7,3,4,2,2,2,2,4,4,5,3,3,1,1,1,1,4,4,1,2,3,2,1
"24",3,1,1,2,3,3,3,3,6,3,2,5,4,7,7,4,2,3,4,1,2,1,3,3,2,2,2,1,1,7,2,2,1,2,5,2,2,3,4,4,2,4,2,5,3,5,1,3,5,2
"25",3,3,3,5,3,4,4,5,3,2,4,4,4,2,3,3,2,1,6,5,1,2,2,4,4,3,3,5,5,1,3,1,3,3,4,1,3,3,3,1,3,3,2,3,2,4,2,1,3,4
"26",3,5,4,1,3,3,5,3,4,2,2,5,4,2,1,3,3,1,3,4,3,5,1,3,1,4,3,2,1,3,3,3,3,2,2,4,3,1,2,1,1,7,2,4,4,1,2,1,10,2
"27",2,6,4,7,2,6,3,2,4,4,3,1,2,3,3,3,4,3,3,3,1,1,5,4,1,2,4,2,5,3,5,3,2,3,4,2,2,1,5,2,1,5,4,3,4,4,2,4,4,3
"28",2,2,6,2,3,3,3,1,2,3,4,2,1,2,2,6,5,3,2,3,1,2,4,2,7,2,3,1,6,5,4,2,3,3,3,6,2,6,2,4,3,5,1,2,4,4,2,3,1,2
"29",3,3,1,3,2,4,4,2,3,2,3,3,5,2,3,3,3,2,5,5,3,2,3,4,3,7,2,5,2,3,2,2,4,2,4,4,1,1,1,3,5,1,4,3,4,2,4,7,4,3
"30",2,3,3,4,2,2,1,4,3,2,3,1,3,2,2,2,5,7,5,3,3,3,3,2,4,1,3,2,3,1,4,3,4,4,3,4,7,3,3,2,4,4,3,3,2,3,3,3,2,3
"31",3,4,3,4,2,2,1,3,1,1,2,3,2,1,2,7,4,1,3,1,2,5,1,2,2,4,2,1,4,4,3,1,4,2,4,2,2,3,6,4,4,1,4,4,1,3,2,4,4,1
"32",3,5,5,3,2,4,3,2,4,2,2,3,6,6,5,3,2,3,2,3,2,2,8,1,3,6,8,5,9,5,2,4,4,1,1,2,2,2,1,2,3,3,3,1,2,4,2,2,5,2
"33",4,3,3,5,6,2,4,3,2,5,4,5,3,1,3,4,4,6,1,1,1,2,4,4,7,3,1,3,2,3,3,4,2,2,6,3,3,4,2,2,2,3,4,2,3,2,3,2,6,3
"34",2,4,3,2,1,2,5,3,5,3,3,4,2,4,1,3,3,4,3,5,4,5,1,5,1,2,6,3,5,1,5,4,2,2,3,6,4,3,2,8,4,3,3,4,3,3,3,3,3,1
"35",1,5,4,3,2,2,2,1,3,2,4,1,3,1,4,2,1,2,1,2,3,3,5,1,3,2,3,1,5,5,1,6,4,2,2,4,3,6,1,3,3,5,5,1,2,4,2,5,6,3
"36",3,3,2,6,3,7,1,3,2,6,2,5,4,3,2,4,9,3,1,2,1,3,4,4,3,1,3,3,4,2,3,6,1,4,4,3,1,6,4,1,3,3,2,5,2,2,5,1,1,5
"37",3,8,2,2,3,3,5,3,6,3,3,2,5,4,6,3,5,4,2,3,7,5,5,3,4,6,5,1,4,2,1,2,5,2,3,6,2,2,5,2,1,5,3,2,6,6,2,5,6,2
"38",1,3,3,1,5,6,3,4,1,1,3,2,5,2,2,3,4,1,4,3,3,3,3,3,4,4,4,2,2,3,3,5,4,8,3,3,8,4,6,2,3,3,3,2,3,2,4,3,4,5
"39",1,2,4,1,2,3,6,1,1,4,1,5,6,1,4,1,1,6,3,3,2,3,5,2,3,4,6,4,3,2,4,6,1,3,3,4,2,1,3,2,3,3,2,6,2,3,5,2,2,2
"40",3,3,2,5,7,2,1,4,3,6,5,1,4,1,2,1,2,6,5,2,2,1,6,1,4,1,2,3,8,2,3,3,5,4,6,3,2,2,3,2,7,4,3,5,4,4,2,3,3,1
"41",2,4,3,2,4,3,1,4,1,3,2,2,2,3,3,2,6,1,1,3,3,10,5,3,2,2,7,6,1,3,2,4,4,2,4,3,3,3,4,4,3,5,3,4,1,4,1,7,4,5
"42",4,1,7,2,2,3,2,5,3,3,3,2,1,4,2,3,5,2,3,1,7,3,2,2,4,2,2,4,3,5,3,2,1,4,2,1,1,4,1,7,3,5,6,3,7,4,8,2,2,2
"43",1,7,3,2,6,1,2,2,5,6,2,3,2,2,2,2,1,2,2,1,4,3,4,1,3,2,2,1,4,8,4,4,2,2,6,1,5,7,6,4,4,6,3,5,2,5,2,6,5,5
"44",2,3,1,5,3,2,4,1,4,3,4,2,2,3,1,3,4,1,1,3,3,2,2,3,5,2,2,5,2,5,2,8,2,5,2,3,2,3,4,2,3,4,1,1,1,5,4,4,2,4
"45",5,2,4,5,3,5,4,6,6,2,2,2,1,5,4,4,4,3,4,5,3,8,3,4,2,1,3,7,6,1,1,1,2,5,2,1,5,4,6,9,5,7,2,5,6,2,2,2,1,4
"46",1,5,3,2,4,3,4,2,3,2,4,5,5,2,2,5,1,2,1,2,4,1,3,1,3,3,4,1,4,3,3,3,1,2,2,2,1,4,1,2,1,4,3,1,2,2,8,5,3,3
"47",5,1,2,3,4,2,4,7,1,3,2,3,4,2,5,2,4,3,1,2,1,2,3,5,1,2,2,2,2,2,2,3,4,3,3,2,5,1,4,4,5,1,7,2,1,2,1,5,3,5
"48",7,5,3,6,2,1,4,4,2,2,5,3,3,3,5,4,2,2,2,4,5,2,4,3,7,2,3,3,4,1,1,3,1,3,3,1,5,5,4,4,5,1,5,5,4,3,3,1,3,6
"49",1,5,3,4,5,4,2,3,3,5,1,1,5,4,2,4,4,5,1,6,1,1,3,4,4,4,2,3,2,6,2,6,1,4,8,3,3,6,4,3,7,2,1,3,4,5,2,4,4,3
"50",4,4,3,3,5,8,4,2,3,7,4,7,2,7,4,4,3,2,4,7,3,2,3,4,5,1,3,3,4,2,3,3,3,5,6,2,4,4,1,4,2,5,2,2,4,3,5,2,9,5
"51",4,3,4,3,2,4,4,5,3,1,1,6,2,5,2,2,3,4,3,2,1,2,2,4,6,4,3,3,3,2,3,2,3,3,1,4,1,4,6,1,3,2,3,2,1,1,5,4,2,6
"52",1,3,4,1,4,3,4,3,4,1,3,1,4,4,4,1,1,4,4,1,4,4,2,1,1,1,3,5,4,3,4,2,2,1,4,6,3,3,1,2,4,2,4,2,3,7,3,2,4,2
"53",5,6,3,3,4,2,2,4,6,3,3,5,6,1,1,2,4,4,2,3,4,3,5,5,3,3,2,2,3,3,4,5,6,7,4,2,2,1,5,3,4,1,1,3,5,4,3,4,2,6
"54",3,6,4,2,5,2,4,1,6,8,1,2,4,4,2,4,3,4,2,1,3,1,4,3,4,7,2,2,2,1,2,3,4,1,1,2,4,1,4,3,2,1,3,4,2,11,3,2,4,3
"55",7,1,3,3,4,3,2,2,6,1,5,5,7,1,3,3,5,1,2,1,2,2,3,2,2,5,2,1,3,1,2,7,2,4,3,6,2,3,4,5,5,2,2,6,2,2,3,3,1,2
"56",1,4,2,1,6,3,3,5,2,1,3,4,1,4,5,1,4,4,2,6,5,6,4,8,2,2,5,1,3,6,4,3,4,5,5,6,4,4,2,1,1,1,6,6,3,2,8,5,4,2
"57",4,6,3,1,2,4,3,5,1,3,2,2,3,1,4,5,2,2,3,3,2,2,4,1,3,1,1,1,3,3,4,3,6,1,1,2,7,3,5,6,5,1,3,5,3,3,3,3,2,6
"58",3,1,1,3,2,4,6,6,1,4,3,5,4,2,4,2,3,2,3,5,1,4,3,1,2,2,2,3,6,3,2,4,5,1,7,3,2,4,2,3,5,4,8,3,4,3,5,4,1,4
"59",2,2,3,2,4,3,4,4,5,3,4,1,2,3,3,1,6,2,5,2,8,2,3,6,1,2,5,4,1,2,3,1,7,2,5,3,3,5,2,1,4,2,2,3,6,3,3,4,2,3
"60",2,4,4,3,2,2,1,4,4,2,2,3,2,1,4,6,3,2,3,1,1,2,4,2,2,5,3,2,3,2,4,4,4,5,4,4,2,1,1,2,6,10,2,3,4,1,4,3,2,5
"61",2,3,2,4,3,2,2,3,2,5,1,1,4,1,3,6,2,8,3,4,3,1,1,1,1,3,1,7,3,4,4,1,1,4,4,5,1,7,2,2,4,3,2,2,2,4,2,1,4,4
"62",2,4,1,2,1,5,2,5,1,4,2,3,5,4,2,7,2,2,4,2,1,1,3,3,4,2,3,8,1,5,2,2,5,2,2,5,2,2,2,1,2,2,1,2,6,5,7,5,3,2
